CTDPRS_DBAR,CTDPRS_FLAG_W,CTDTMP_ITS-90,CTDTMP_FLAG_W,CTDSAL_PSS-78,CTDSAL_FLAG_W,CTDOXY_UMOL_KG,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW_0-5VDC,CTDCDOMFRAW_FLAG_W,CTDBEAMCP_METER,CTDBEAMCP_FLAG_W,StationID
0,2,0.7349,2,33.7259,2,337.3,2,1,412.9,0.145,2,0.289,2,I8S-S11
2,2,0.7345,2,33.7258,2,337.3,2,60,420,0.154,2,0.2894,2,I8S-S11
4,2,0.7341,2,33.7257,2,337.3,2,204,427.2,0.163,2,0.289,2,I8S-S11
6,2,0.7334,2,33.7255,2,338.1,2,119,435.1,0.159,2,0.2868,2,I8S-S11
8,2,0.7268,2,33.7259,2,338.2,2,72,441.8,0.156,2,0.2843,2,I8S-S11
10,2,0.7231,2,33.7253,2,338.7,2,144,447.8,0.16,2,0.2843,2,I8S-S11
12,2,0.7244,2,33.7257,2,338.6,2,132,454,0.162,2,0.2856,2,I8S-S11
14,2,0.7242,2,33.7257,2,339.1,2,144,460.3,0.163,2,0.2864,2,I8S-S11
16,2,0.7229,2,33.7258,2,339.3,2,96,465.8,0.163,2,0.286,2,I8S-S11
18,2,0.7207,2,33.7256,2,339.3,2,180,471.5,0.163,2,0.2856,2,I8S-S11
20,2,0.7234,2,33.7257,2,339,2,84,477,0.16,2,0.2868,2,I8S-S11
22,2,0.7231,2,33.7259,2,339.7,2,72,483.8,0.165,2,0.2903,2,I8S-S11
24,2,0.7219,2,33.7256,2,339.6,2,96,489,0.16,2,0.2929,2,I8S-S11
26,2,0.7217,2,33.7257,2,339.9,2,120,495.3,0.162,2,0.2929,2,I8S-S11
28,2,0.7222,2,33.7255,2,339.7,2,72,500.8,0.156,2,0.2933,2,I8S-S11
30,2,0.7218,2,33.7257,2,339.7,2,108,507.4,0.16,2,0.2933,2,I8S-S11
32,2,0.7208,2,33.7258,2,339.5,2,96,512.8,0.161,2,0.292,2,I8S-S11
34,2,0.7203,2,33.7254,2,339.5,2,154,519.2,0.161,2,0.292,2,I8S-S11
36,2,0.7166,2,33.7258,2,339.7,2,71,524.3,0.161,2,0.2937,2,I8S-S11
38,2,0.7171,2,33.7255,2,339.5,2,84,530.1,0.161,2,0.2946,2,I8S-S11
40,2,0.7148,2,33.7255,2,339.8,2,71,536,0.164,2,0.2946,2,I8S-S11
42,2,0.7149,2,33.7259,2,339.6,2,84,543.3,0.163,2,0.2942,2,I8S-S11
44,2,0.7113,2,33.7257,2,339.4,2,119,549.3,0.161,2,0.2929,2,I8S-S11
46,2,0.7058,2,33.7267,2,339,2,156,555,0.162,2,0.295,2,I8S-S11
48,2,0.6967,2,33.7277,2,339.1,2,131,561.4,0.163,2,0.2993,2,I8S-S11
50,2,0.1911,2,33.7752,2,342.5,2,47,566.8,0.166,2,0.2856,2,I8S-S11
52,2,-0.2359,2,33.8206,2,336.9,2,82,570.8,0.164,2,0.2462,2,I8S-S11
54,2,-0.5341,2,33.8585,2,325.8,2,117,578.3,0.165,2,0.1984,2,I8S-S11
56,2,-0.8436,2,33.9014,2,314.3,2,117,583.9,0.166,2,0.1541,2,I8S-S11
58,2,-0.9955,2,33.9347,2,306.9,2,36,589.5,0.165,2,0.1132,2,I8S-S11
60,2,-1.0464,2,33.9685,2,304.8,2,59,591.5,0.165,2,0.0873,2,I8S-S11
62,2,-1.001,2,33.9776,2,297.6,2,34,598.5,0.167,2,0.0763,2,I8S-S11
64,2,-0.9833,2,34.0122,2,294.9,2,96,601.9,0.169,2,0.0629,2,I8S-S11
66,2,-0.9404,2,34.0319,2,285.4,2,36,609,0.171,2,0.0503,2,I8S-S11
68,2,-0.8917,2,34.0438,2,286.2,2,36,610.5,0.168,2,0.0467,2,I8S-S11
70,2,-0.8927,2,34.0415,2,279.8,2,58,619.3,0.168,2,0.0487,2,I8S-S11
72,2,-0.8006,2,34.0661,2,275.5,2,59,629.5,0.165,2,0.0491,2,I8S-S11
74,2,-0.7388,2,34.0793,2,271.1,2,106,635.5,0.173,2,0.0446,2,I8S-S11
76,2,-0.619,2,34.1012,2,267.7,2,70,641.3,0.171,2,0.0386,2,I8S-S11
78,2,-0.5946,2,34.1071,2,263,2,131,647.3,0.17,2,0.0366,2,I8S-S11
80,2,-0.5893,2,34.1127,2,259.7,2,46,653.8,0.168,2,0.0358,2,I8S-S11
82,2,-0.5379,2,34.1207,2,258.4,2,155,658.4,0.172,2,0.0341,2,I8S-S11
84,2,-0.39,2,34.1448,2,255.4,2,59,667.1,0.171,2,0.0329,2,I8S-S11
86,2,-0.2132,2,34.1737,2,254.7,2,59,669.5,0.174,2,0.0309,2,I8S-S11
88,2,-0.0819,2,34.1928,2,250.6,2,59,673.3,0.178,2,0.0281,2,I8S-S11
90,2,-0.0016,2,34.208,2,246.6,2,35,680,0.173,2,0.0269,2,I8S-S11
92,2,0.0702,2,34.2136,2,239.8,2,142,693.3,0.178,2,0.0253,2,I8S-S11
94,2,0.1362,2,34.2247,2,235.3,2,59,704.5,0.179,2,0.0241,2,I8S-S11
96,2,0.1716,2,34.2294,2,234.1,2,107,710.3,0.179,2,0.0241,2,I8S-S11
98,2,0.2486,2,34.2418,2,232.8,2,59,716.1,0.176,2,0.0229,2,I8S-S11
100,2,0.3237,2,34.2538,2,231,2,83,724.4,0.179,2,0.0205,2,I8S-S11
102,2,0.4462,2,34.2733,2,229.7,2,59,733.6,0.18,2,0.0184,2,I8S-S11
104,2,0.52,2,34.2832,2,225.7,2,154,739.6,0.181,2,0.0172,2,I8S-S11
106,2,0.5691,2,34.2904,2,221.4,2,83,747.6,0.18,2,0.0168,2,I8S-S11
108,2,0.5824,2,34.2925,2,220.6,2,107,752.7,0.184,2,0.0172,2,I8S-S11
110,2,0.6769,2,34.3077,2,219.7,2,59,758.5,0.184,2,0.018,2,I8S-S11
112,2,0.6814,2,34.3082,2,218.7,2,47,767.3,0.184,2,0.0164,2,I8S-S11
114,2,0.7158,2,34.3143,2,217.8,2,105,774.2,0.185,2,0.0152,2,I8S-S11
116,2,0.9503,2,34.3486,2,216.5,2,83,780.6,0.191,2,0.0144,2,I8S-S11
118,2,1.0145,2,34.3587,2,209.5,2,70,787.8,0.192,2,0.014,2,I8S-S11
120,2,1.0454,2,34.3624,2,207,2,59,793.5,0.186,2,0.0144,2,I8S-S11
122,2,1.062,2,34.3658,2,206.4,2,84,797.1,0.186,2,0.014,2,I8S-S11
124,2,1.061,2,34.3691,2,205,2,35,803.1,0.189,2,0.0132,2,I8S-S11
126,2,1.0502,2,34.3656,2,205,2,72,808,0.19,2,0.0132,2,I8S-S11
128,2,1.1275,2,34.3802,2,205.1,2,84,814,0.19,2,0.0128,2,I8S-S11
130,2,1.1564,2,34.3853,2,202.4,2,95,820.9,0.19,2,0.0124,2,I8S-S11
132,2,1.2178,2,34.3959,2,201.5,2,95,825.3,0.192,2,0.0124,2,I8S-S11
134,2,1.2532,2,34.4025,2,198.9,2,36,833.5,0.183,2,0.0132,2,I8S-S11
136,2,1.287,2,34.4068,2,198.9,2,107,837.8,0.195,2,0.0136,2,I8S-S11
138,2,1.3179,2,34.4122,2,197.6,2,94,846.5,0.192,2,0.0124,2,I8S-S11
140,2,1.3382,2,34.4184,2,197.2,2,36,849.5,0.194,2,0.0112,2,I8S-S11
142,2,1.3703,2,34.4233,2,195.8,2,72,855.5,0.194,2,0.012,2,I8S-S11
144,2,1.4423,2,34.4365,2,194.5,2,131,863.6,0.195,2,0.0124,2,I8S-S11
146,2,1.4454,2,34.4366,2,191.8,2,132,871,0.198,2,0.012,2,I8S-S11
148,2,1.4535,2,34.4403,2,191.3,2,60,876,0.194,2,0.0116,2,I8S-S11
150,2,1.5082,2,34.4489,2,190.9,2,107,882.6,0.197,2,0.0116,2,I8S-S11
152,2,1.5756,2,34.4598,2,190.1,2,96,889.3,0.196,2,0.0112,2,I8S-S11
154,2,1.6031,2,34.4659,2,187.2,2,216,896,0.196,2,0.0108,2,I8S-S11
156,2,1.6259,2,34.4712,2,185.9,2,72,902.8,0.192,2,0.0104,2,I8S-S11
158,2,1.6319,2,34.4721,2,185.4,2,119,907.4,0.196,2,0.0104,2,I8S-S11
160,2,1.6446,2,34.4741,2,184.7,2,72,914,0.194,2,0.0108,2,I8S-S11
162,2,1.6657,2,34.4804,2,184.6,2,96,919.3,0.196,2,0.0108,2,I8S-S11
164,2,1.6489,2,34.4789,2,183.7,2,118,926,0.196,2,0.0108,2,I8S-S11
166,2,1.6599,2,34.4831,2,183.8,2,83,930.5,0.194,2,0.0112,2,I8S-S11
168,2,1.6694,2,34.4879,2,183.6,2,72,935.5,0.202,2,0.0112,2,I8S-S11
170,2,1.7092,2,34.4964,2,183.2,2,47,941.3,0.194,2,0.0108,2,I8S-S11
172,2,1.7187,2,34.4995,2,183,2,60,944.7,0.199,2,0.0108,2,I8S-S11
174,2,1.7212,2,34.5003,2,182.4,2,60,952,0.198,2,0.0108,2,I8S-S11
176,2,1.7239,2,34.5015,2,181.5,2,144,958,0.198,2,0.0112,2,I8S-S11
178,2,1.7238,2,34.506,2,181,2,48,963.8,0.206,2,0.0112,2,I8S-S11
180,2,1.7303,2,34.509,2,180.9,2,72,968,0.198,2,0.0108,2,I8S-S11
182,2,1.7493,2,34.5148,2,180.6,2,45,973.8,0.194,2,0.0108,2,I8S-S11
184,2,1.7686,2,34.5181,2,180.3,2,72,978,0.201,2,0.0108,2,I8S-S11
186,2,1.7878,2,34.5223,2,179.9,2,107,985.1,0.2,2,0.0112,2,I8S-S11
188,2,1.7848,2,34.5211,2,179,2,118,990.3,0.201,2,0.012,2,I8S-S11
190,2,1.7861,2,34.5232,2,178.6,2,120,995.3,0.2,2,0.0124,2,I8S-S11
192,2,1.7683,2,34.5232,2,178.5,2,131,1000.6,0.202,2,0.0128,2,I8S-S11
194,2,1.7678,2,34.5231,2,178.3,2,84,1005,0.202,2,0.0132,2,I8S-S11
196,2,1.7623,2,34.5246,2,178.7,2,167,1010.3,0.201,2,0.0132,2,I8S-S11
198,2,1.7729,2,34.5256,2,178.6,2,70,1015.3,0.204,2,0.012,2,I8S-S11
200,2,1.8055,2,34.5326,2,178.5,2,48,1017.8,0.202,2,0.0108,2,I8S-S11
202,2,1.8149,2,34.5339,2,178.3,2,60,1022,0.2,2,0.0108,2,I8S-S11
204,2,1.8287,2,34.5381,2,178,2,60,1027.5,0.2,2,0.0108,2,I8S-S11
206,2,1.8202,2,34.5386,2,177.5,2,119,1033.4,0.201,2,0.0112,2,I8S-S11
208,2,1.8307,2,34.5423,2,177.1,2,70,1038.8,0.201,2,0.012,2,I8S-S11
210,2,1.8469,2,34.5464,2,176.8,2,118,1043.1,0.202,2,0.0124,2,I8S-S11
212,2,1.8532,2,34.5493,2,176.1,2,132,1048.5,0.205,2,0.0124,2,I8S-S11
214,2,1.8473,2,34.5506,2,175.7,2,96,1053.3,0.197,2,0.0112,2,I8S-S11
216,2,1.8477,2,34.5521,2,175.8,2,167,1059,0.201,2,0.0108,2,I8S-S11
218,2,1.848,2,34.5527,2,175.6,2,48,1065.3,0.2,2,0.0108,2,I8S-S11
220,2,1.8524,2,34.5547,2,175.7,2,24,1066.8,0.203,2,0.0116,2,I8S-S11
222,2,1.8614,2,34.5563,2,175.7,2,60,1069.7,0.2,2,0.0112,2,I8S-S11
224,2,1.8715,2,34.5587,2,175.6,2,72,1077.3,0.203,2,0.0112,2,I8S-S11
226,2,1.8854,2,34.5641,2,175.4,2,120,1081.3,0.202,2,0.0108,2,I8S-S11
228,2,1.8931,2,34.5653,2,175.1,2,144,1086.8,0.201,2,0.0112,2,I8S-S11
230,2,1.9105,2,34.5695,2,174.8,2,48,1090.8,0.2,2,0.0112,2,I8S-S11
232,2,1.9211,2,34.5724,2,174.6,2,71,1093.3,0.205,2,0.0108,2,I8S-S11
234,2,1.9191,2,34.5716,2,174,2,95,1098.8,0.206,2,0.0104,2,I8S-S11
236,2,1.9134,2,34.5749,2,173.9,2,48,1103.8,0.198,2,0.0108,2,I8S-S11
238,2,1.9222,2,34.5774,2,173.9,2,48,1105.8,0.202,2,0.0112,2,I8S-S11
240,2,1.9172,2,34.5748,2,173.9,2,202,1111.2,0.201,2,0.0112,2,I8S-S11
242,2,1.898,2,34.5777,2,174,2,48,1116.8,0.202,2,0.0108,2,I8S-S11
244,2,1.9217,2,34.5833,2,173.9,2,36,1118.5,0.202,2,0.0104,2,I8S-S11
246,2,1.9323,2,34.5849,2,173.9,2,59,1121.7,0.202,2,0.0104,2,I8S-S11
248,2,1.9336,2,34.5854,2,173.6,2,48,1128.3,0.202,2,0.0104,2,I8S-S11
250,2,1.9391,2,34.5877,2,173.5,2,96,1131.3,0.205,2,0.0096,2,I8S-S11
252,2,1.9413,2,34.5897,2,173.2,2,83,1136.5,0.202,2,0.0092,2,I8S-S11
254,2,1.9439,2,34.5931,2,173,2,60,1141.5,0.203,2,0.0096,2,I8S-S11
256,2,1.9437,2,34.5947,2,173.1,2,60,1144,0.204,2,0.0104,2,I8S-S11
258,2,1.9455,2,34.5954,2,173,2,60,1148.1,0.204,2,0.0108,2,I8S-S11
260,2,1.948,2,34.5962,2,172.8,2,60,1153,0.209,2,0.0112,2,I8S-S11
262,2,1.9486,2,34.5977,2,172.9,2,72,1155.8,0.205,2,0.0104,2,I8S-S11
264,2,1.948,2,34.5979,2,172.8,2,120,1159.8,0.204,2,0.0096,2,I8S-S11
266,2,1.9509,2,34.5998,2,172.7,2,36,1163,0.201,2,0.0092,2,I8S-S11
268,2,1.9518,2,34.6017,2,172.7,2,60,1165.8,0.201,2,0.0096,2,I8S-S11
270,2,1.9584,2,34.6038,2,172.6,2,36,1171,0.202,2,0.0096,2,I8S-S11
272,2,1.9724,2,34.6068,2,172.9,2,71,1173.6,0.206,2,0.0096,2,I8S-S11
274,2,1.9744,2,34.6074,2,172.8,2,48,1177.8,0.204,2,0.0096,2,I8S-S11
276,2,1.9766,2,34.6085,2,172.7,2,84,1180.9,0.204,2,0.0084,2,I8S-S11
278,2,1.9797,2,34.6102,2,172.6,2,60,1186,0.203,2,0.008,2,I8S-S11
280,2,1.9844,2,34.6125,2,172.7,2,36,1188,0.204,2,0.0088,2,I8S-S11
282,2,1.9851,2,34.6131,2,172.7,2,60,1190,0.204,2,0.0088,2,I8S-S11
284,2,1.9856,2,34.6132,2,172.6,2,144,1194.3,0.202,2,0.008,2,I8S-S11
286,2,1.9835,2,34.615,2,172.6,2,60,1198.5,0.202,2,0.0084,2,I8S-S11
288,2,1.9834,2,34.6153,2,172.7,2,72,1201.3,0.201,2,0.0088,2,I8S-S11
290,2,1.9844,2,34.6168,2,172.7,2,60,1204,0.204,2,0.008,2,I8S-S11
292,2,1.987,2,34.6182,2,172.7,2,84,1207,0.205,2,0.0088,2,I8S-S11
294,2,1.9892,2,34.6196,2,172.6,2,84,1211.5,0.206,2,0.0096,2,I8S-S11
296,2,1.9893,2,34.6213,2,172.6,2,72,1214.8,0.205,2,0.008,2,I8S-S11
298,2,1.9944,2,34.6232,2,172.7,2,48,1217.3,0.205,2,0.0064,2,I8S-S11
300,2,2.0013,2,34.6258,2,172.7,2,47,1219.3,0.208,2,0.0064,2,I8S-S11
302,2,2.0046,2,34.627,2,172.8,2,120,1222.8,0.206,2,0.0064,2,I8S-S11
304,2,2.0029,2,34.6283,2,172.8,2,84,1227,0.202,2,0.0076,2,I8S-S11
306,2,2.004,2,34.6291,2,172.9,2,60,1230,0.209,2,0.008,2,I8S-S11
308,2,2.0042,2,34.6296,2,172.9,2,24,1231.8,0.203,2,0.0064,2,I8S-S11
310,2,2.0047,2,34.6303,2,173,2,84,1234,0.207,2,0.0056,2,I8S-S11
312,2,2.0048,2,34.6297,2,173,2,96,1238.5,0.204,2,0.006,2,I8S-S11
314,2,2.0048,2,34.6324,2,173.2,2,48,1241.8,0.204,2,0.006,2,I8S-S11
316,2,2.007,2,34.6337,2,173.2,2,36,1243.5,0.205,2,0.006,2,I8S-S11
318,2,2.0073,2,34.6347,2,173.2,2,36,1245,0.206,2,0.006,2,I8S-S11
320,2,2.011,2,34.6358,2,173.3,2,60,1247,0.205,2,0.0056,2,I8S-S11
322,2,2.0118,2,34.6359,2,173.1,2,35,1253,0.202,2,0.0056,2,I8S-S11
324,2,2.0158,2,34.6379,2,173.1,2,36,1254.5,0.207,2,0.0056,2,I8S-S11
326,2,2.0162,2,34.6389,2,173.2,2,36,1256,0.211,2,0.0056,2,I8S-S11
328,2,2.0158,2,34.6397,2,173.4,2,48,1257.8,0.206,2,0.0056,2,I8S-S11
330,2,2.0151,2,34.6404,2,173.5,2,120,1261.3,0.206,2,0.0056,2,I8S-S11
332,2,2.0155,2,34.6411,2,173.6,2,48,1264.8,0.203,2,0.0056,2,I8S-S11
334,2,2.0139,2,34.6415,2,173.6,2,48,1266.8,0.204,2,0.0052,2,I8S-S11
336,2,2.0113,2,34.6425,2,173.7,2,36,1268.5,0.207,2,0.0052,2,I8S-S11
338,2,2.0128,2,34.6439,2,173.8,2,36,1270,0.207,2,0.0052,2,I8S-S11
340,2,2.0127,2,34.644,2,173.8,2,60,1272.6,0.203,2,0.0052,2,I8S-S11
342,2,2.0152,2,34.6454,2,173.7,2,48,1275.8,0.207,2,0.0052,2,I8S-S11
344,2,2.0167,2,34.648,2,173.7,2,48,1277.8,0.209,2,0.0048,2,I8S-S11
346,2,2.0177,2,34.6496,2,174,2,60,1280,0.203,2,0.0044,2,I8S-S11
348,2,2.0183,2,34.6506,2,174,2,60,1282.5,0.206,2,0.0048,2,I8S-S11
350,2,2.0125,2,34.6509,2,174.1,2,48,1284.8,0.206,2,0.0048,2,I8S-S11
352,2,2.0069,2,34.6511,2,174.2,2,36,1286.5,0.208,2,0.0052,2,I8S-S11
354,2,2.0093,2,34.6523,2,174.2,2,60,1288.5,0.205,2,0.0056,2,I8S-S11
356,2,2.0084,2,34.6534,2,174.4,2,84,1291.5,0.203,2,0.0052,2,I8S-S11
358,2,2.0084,2,34.6542,2,174.7,2,48,1294.3,0.208,2,0.0052,2,I8S-S11
360,2,2.009,2,34.655,2,174.6,2,36,1296,0.211,2,0.006,2,I8S-S11
362,2,2.0107,2,34.6565,2,174.8,2,36,1297.5,0.202,2,0.0064,2,I8S-S11
364,2,2.0099,2,34.6575,2,174.9,2,60,1299.5,0.205,2,0.006,2,I8S-S11
366,2,2.0092,2,34.6576,2,174.9,2,84,1302.5,0.21,2,0.0052,2,I8S-S11
368,2,2.0082,2,34.6585,2,175,2,36,1305,0.208,2,0.006,2,I8S-S11
370,2,2.0083,2,34.6593,2,175,2,36,1306.5,0.208,2,0.0056,2,I8S-S11
372,2,2.0088,2,34.6601,2,175.1,2,36,1308,0.208,2,0.004,2,I8S-S11
374,2,2.0084,2,34.661,2,175.3,2,72,1310.3,0.204,2,0.0036,2,I8S-S11
376,2,2.0069,2,34.662,2,175.4,2,48,1312.8,0.203,2,0.0044,2,I8S-S11
378,2,2.007,2,34.6628,2,175.5,2,48,1314.8,0.204,2,0.0036,2,I8S-S11
380,2,2.0072,2,34.6644,2,175.6,2,36,1316.5,0.205,2,0.0032,2,I8S-S11
382,2,2.0069,2,34.665,2,175.7,2,24,1317.8,0.204,2,0.0036,2,I8S-S11
384,2,2.0071,2,34.6647,2,175.9,2,96,1320.5,0.204,2,0.004,2,I8S-S11
386,2,2.0065,2,34.6651,2,175.8,2,48,1323.8,0.205,2,0.004,2,I8S-S11
388,2,2.009,2,34.6666,2,175.8,2,24,1325.3,0.205,2,0.004,2,I8S-S11
390,2,2.012,2,34.6678,2,175.8,2,24,1326.3,0.206,2,0.0032,2,I8S-S11
392,2,2.0132,2,34.6685,2,175.9,2,24,1327.3,0.209,2,0.0036,2,I8S-S11
394,2,2.0133,2,34.668,2,176,2,60,1331.4,0.206,2,0.0044,2,I8S-S11
396,2,2.0118,2,34.6691,2,175.9,2,36,1335,0.204,2,0.0036,2,I8S-S11
398,2,2.0108,2,34.6699,2,176,2,36,1336.5,0.202,2,0.0032,2,I8S-S11
400,2,2.0106,2,34.6699,2,176.1,2,72,1340.3,0.208,2,0.004,2,I8S-S11
402,2,2.0114,2,34.6717,2,176.1,2,24,1343.8,0.205,2,0.004,2,I8S-S11
404,2,2.0164,2,34.6727,2,176.1,2,36,1345,0.206,2,0.0036,2,I8S-S11
406,2,2.0177,2,34.6739,2,176.3,2,36,1346.5,0.204,2,0.0032,2,I8S-S11
408,2,2.0178,2,34.674,2,176.5,2,144,1350.3,0.205,2,0.0032,2,I8S-S11
410,2,2.0163,2,34.6748,2,176.6,2,36,1354,0.198,2,0.004,2,I8S-S11
412,2,2.0131,2,34.6753,2,176.8,2,36,1355.5,0.203,2,0.0044,2,I8S-S11
414,2,2.0116,2,34.6757,2,176.8,2,36,1357,0.207,2,0.004,2,I8S-S11
416,2,2.0091,2,34.6761,2,177.1,2,72,1359.3,0.204,2,0.0048,2,I8S-S11
418,2,2.0066,2,34.6766,2,177,2,84,1362.5,0.208,2,0.0052,2,I8S-S11
420,2,2.0023,2,34.6766,2,177,2,72,1365.8,0.203,2,0.0044,2,I8S-S11
422,2,1.9938,2,34.6768,2,177.1,2,72,1368.8,0.205,2,0.0032,2,I8S-S11
424,2,1.9954,2,34.6775,2,177.2,2,35,1371.1,0.202,2,0.0032,2,I8S-S11
426,2,1.9948,2,34.6785,2,177.2,2,36,1372.5,0.207,2,0.004,2,I8S-S11
428,2,1.9934,2,34.6794,2,177.2,2,48,1374.3,0.203,2,0.0044,2,I8S-S11
430,2,1.9933,2,34.6793,2,177.5,2,36,1382,0.204,2,0.0036,2,I8S-S11
432,2,1.9907,2,34.6806,2,177.5,2,48,1383.8,0.203,2,0.0028,2,I8S-S11
434,2,1.9913,2,34.6809,2,177.6,2,84,1386.5,0.209,2,0.0028,2,I8S-S11
436,2,1.9915,2,34.6829,2,177.6,2,84,1390.5,0.204,2,0.004,2,I8S-S11
438,2,1.9913,2,34.684,2,177.6,2,48,1394.3,0.209,2,0.0068,2,I8S-S11
440,2,1.9911,2,34.6847,2,177.8,2,36,1396,0.206,2,0.0076,2,I8S-S11
442,2,1.9914,2,34.6847,2,178,2,72,1398.6,0.207,2,0.0052,2,I8S-S11
444,2,1.9916,2,34.6854,2,178.1,2,48,1402.8,0.205,2,0.0032,2,I8S-S11
446,2,1.9924,2,34.6865,2,178,2,24,1404.3,0.21,2,0.0032,2,I8S-S11
448,2,1.9915,2,34.6865,2,178.2,2,36,1405.5,0.208,2,0.0044,2,I8S-S11
450,2,1.9913,2,34.6868,2,178.4,2,72,1408.2,0.203,2,0.0048,2,I8S-S11
452,2,1.9902,2,34.6872,2,178.5,2,36,1412.5,0.203,2,0.004,2,I8S-S11
454,2,1.9883,2,34.6874,2,178.6,2,36,1414,0.208,2,0.0036,2,I8S-S11
456,2,1.9877,2,34.6882,2,178.5,2,36,1415.5,0.21,2,0.0028,2,I8S-S11
458,2,1.9895,2,34.689,2,178.6,2,48,1417.3,0.204,2,0.0024,2,I8S-S11
460,2,1.9897,2,34.6898,2,178.8,2,72,1419.8,0.205,2,0.0024,2,I8S-S11
462,2,1.9897,2,34.6904,2,178.8,2,60,1422.5,0.204,2,0.0024,2,I8S-S11
464,2,1.9912,2,34.6911,2,179,2,60,1425,0.211,2,0.0036,2,I8S-S11
466,2,1.992,2,34.692,2,179.2,2,36,1427,0.203,2,0.0052,2,I8S-S11
468,2,1.9905,2,34.693,2,179.3,2,36,1428.5,0.203,2,0.0048,2,I8S-S11
470,2,1.9888,2,34.6934,2,179.3,2,24,1429.8,0.208,2,0.0036,2,I8S-S11
472,2,1.989,2,34.6936,2,179.7,2,96,1432.3,0.208,2,0.004,2,I8S-S11
474,2,1.9867,2,34.6948,2,179.9,2,36,1435,0.205,2,0.0044,2,I8S-S11
476,2,1.9841,2,34.6951,2,179.8,2,36,1436.5,0.206,2,0.004,2,I8S-S11
478,2,1.9804,2,34.6953,2,179.9,2,48,1438.3,0.201,2,0.0028,2,I8S-S11
480,2,1.9793,2,34.6951,2,180.1,2,48,1440.3,0.207,2,0.0028,2,I8S-S11
482,2,1.9789,2,34.6957,2,180.1,2,36,1442,0.204,2,0.0032,2,I8S-S11
484,2,1.979,2,34.6965,2,180.4,2,36,1443.5,0.211,2,0.0032,2,I8S-S11
486,2,1.9793,2,34.6976,2,180.4,2,84,1446,0.21,2,0.0024,2,I8S-S11
488,2,1.9781,2,34.6983,2,180.5,2,48,1448.8,0.203,2,0.0024,2,I8S-S11
490,2,1.9777,2,34.6992,2,180.5,2,36,1450.5,0.212,2,0.0036,2,I8S-S11
492,2,1.9723,2,34.6995,2,180.7,2,36,1452,0.208,2,0.0044,2,I8S-S11
494,2,1.9749,2,34.7,2,180.9,2,48,1453.8,0.209,2,0.0048,2,I8S-S11
496,2,1.9782,2,34.7015,2,181,2,48,1455.8,0.204,2,0.0032,2,I8S-S11
498,2,1.9784,2,34.7021,2,181.2,2,60,1458,0.206,2,0.002,2,I8S-S11
500,2,1.9763,2,34.7021,2,181.4,2,60,1460.5,0.204,2,0.0024,2,I8S-S11
502,2,1.9762,2,34.7027,2,181.7,2,48,1462.8,0.208,2,0.0036,2,I8S-S11
504,2,1.974,2,34.7036,2,181.8,2,36,1464.5,0.207,2,0.0032,2,I8S-S11
506,2,1.9747,2,34.704,2,181.8,2,36,1466,0.206,2,0.0032,2,I8S-S11
508,2,1.9765,2,34.7042,2,181.9,2,36,1467.5,0.209,2,0.004,2,I8S-S11
510,2,1.9775,2,34.7044,2,182.1,2,60,1469.5,0.205,2,0.0028,2,I8S-S11
512,2,1.9782,2,34.7045,2,182.2,2,96,1472.8,0.207,2,0.002,2,I8S-S11
514,2,1.9791,2,34.7055,2,182.1,2,36,1475.5,0.207,2,0.002,2,I8S-S11
516,2,1.9796,2,34.7061,2,182.3,2,24,1476.8,0.206,2,0.002,2,I8S-S11
518,2,1.9783,2,34.7067,2,182.3,2,36,1478,0.205,2,0.0024,2,I8S-S11
520,2,1.9767,2,34.7071,2,182.4,2,24,1479.3,0.204,2,0.0028,2,I8S-S11
522,2,1.9772,2,34.7068,2,182.5,2,60,1481.9,0.205,2,0.0032,2,I8S-S11
524,2,1.9775,2,34.7072,2,182.5,2,24,1487.3,0.206,2,0.0028,2,I8S-S11
526,2,1.9768,2,34.7079,2,182.5,2,36,1488.5,0.205,2,0.0028,2,I8S-S11
528,2,1.975,2,34.708,2,182.6,2,24,1489.8,0.211,2,0.0028,2,I8S-S11
530,2,1.9718,2,34.7075,2,182.7,2,96,1493,0.204,2,0.0024,2,I8S-S11
532,2,1.9685,2,34.7087,2,182.8,2,48,1496.8,0.206,2,0.0024,2,I8S-S11
534,2,1.9708,2,34.7091,2,182.7,2,24,1498.3,0.205,2,0.0024,2,I8S-S11
536,2,1.9722,2,34.7094,2,182.8,2,36,1499.5,0.201,2,0.0028,2,I8S-S11
538,2,1.9713,2,34.709,2,183.1,2,96,1502.5,0.204,2,0.0028,2,I8S-S11
540,2,1.9714,2,34.7108,2,183.1,2,48,1505.8,0.207,2,0.0028,2,I8S-S11
542,2,1.9713,2,34.7116,2,183.2,2,48,1507.8,0.205,2,0.0024,2,I8S-S11
544,2,1.9702,2,34.7122,2,183.4,2,36,1509.5,0.204,2,0.0024,2,I8S-S11
546,2,1.9696,2,34.7125,2,183.5,2,36,1511,0.207,2,0.0024,2,I8S-S11
548,2,1.9694,2,34.7126,2,183.8,2,72,1513.3,0.204,2,0.0028,2,I8S-S11
550,2,1.9689,2,34.713,2,183.8,2,48,1515.8,0.21,2,0.0024,2,I8S-S11
552,2,1.9684,2,34.7134,2,183.9,2,60,1518,0.207,2,0.002,2,I8S-S11
