CTDPRS_DBAR,CTDPRS_FLAG_W,CTDTMP_ITS-90,CTDTMP_FLAG_W,CTDSAL_PSS-78,CTDSAL_FLAG_W,CTDOXY_UMOL_KG,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW_0-5VDC,CTDCDOMFRAW_FLAG_W,CTDBEAMCP_METER,CTDBEAMCP_FLAG_W,StationID
2394,2,1.0925,2,34.7225,2,206.2,2,24,3362.3,0.207,2,0,2,I8S-S32
2396,2,1.0902,2,34.7221,2,206.2,2,36,3363.5,0.21,2,0.0004,2,I8S-S32
2398,2,1.0909,2,34.7217,2,206.1,2,96,3366.3,0.206,2,0.0008,2,I8S-S32
2400,2,1.0903,2,34.722,2,206.2,2,48,3369.3,0.208,2,0.0008,2,I8S-S32
2402,2,1.0897,2,34.7221,2,206.2,2,36,3371,0.207,2,0.0008,2,I8S-S32
2404,2,1.0892,2,34.7223,2,206.3,2,36,3372.5,0.204,2,0.0004,2,I8S-S32
2406,2,1.08,2,34.7216,2,206.4,2,24,3373.8,0.202,2,0.0004,2,I8S-S32
2408,2,1.0765,2,34.7215,2,206.3,2,36,3375,0.203,2,0.0008,2,I8S-S32
2410,2,1.079,2,34.721,2,206.3,2,60,3378.4,0.204,2,0.0008,2,I8S-S32
2412,2,1.0754,2,34.7214,2,206.3,2,36,3382.5,0.204,2,0.0008,2,I8S-S32
2414,2,1.0746,2,34.7214,2,206.3,2,24,3383.8,0.208,2,0.0008,2,I8S-S32
2416,2,1.0704,2,34.7211,2,206.4,2,24,3384.8,0.201,2,0.0004,2,I8S-S32
2418,2,1.0655,2,34.7209,2,206.5,2,23,3385.8,0.202,2,0.0004,2,I8S-S32
2420,2,1.0608,2,34.7206,2,206.6,2,36,3387,0.206,2,0.0004,2,I8S-S32
2422,2,1.0624,2,34.7203,2,206.6,2,108,3390.3,0.206,2,0.0008,2,I8S-S32
2424,2,1.0644,2,34.7209,2,206.5,2,35,3395.5,0.214,2,0.0008,2,I8S-S32
2426,2,1.0602,2,34.7211,2,206.5,2,24,3396.8,0.211,2,0.0008,2,I8S-S32
2428,2,1.0623,2,34.7209,2,206.6,2,24,3397.8,0.21,2,0.0008,2,I8S-S32
2430,2,1.0543,2,34.7203,2,206.6,2,12,3398.5,0.209,2,0.0008,2,I8S-S32
2432,2,1.0537,2,34.7204,2,206.6,2,24,3399.3,0.207,2,0.0008,2,I8S-S32
2434,2,1.0504,2,34.7199,2,206.6,2,36,3400.5,0.202,2,0.0008,2,I8S-S32
2436,2,1.0543,2,34.7203,2,206.5,2,24,3407.8,0.204,2,0.0008,2,I8S-S32
2438,2,1.0507,2,34.7204,2,206.6,2,24,3408.8,0.202,2,0.0008,2,I8S-S32
2440,2,1.0498,2,34.7204,2,206.6,2,24,3409.8,0.206,2,0.0008,2,I8S-S32
2442,2,1.0495,2,34.7205,2,206.7,2,24,3410.8,0.206,2,0.0008,2,I8S-S32
2444,2,1.0475,2,34.7203,2,206.8,2,24,3411.8,0.202,2,0.0004,2,I8S-S32
2446,2,1.0484,2,34.7195,2,206.8,2,48,3414.4,0.2,2,0.0008,2,I8S-S32
2448,2,1.0471,2,34.7198,2,206.7,2,24,3419.3,0.207,2,0.0008,2,I8S-S32
2450,2,1.0444,2,34.7198,2,206.8,2,24,3420.3,0.2,2,0.0008,2,I8S-S32
2452,2,1.0382,2,34.719,2,206.8,2,35,3421.5,0.204,2,0.0008,2,I8S-S32
2454,2,1.034,2,34.7189,2,206.8,2,36,3423,0.202,2,0.0008,2,I8S-S32
2456,2,1.0341,2,34.719,2,206.9,2,24,3424.3,0.205,2,0.0004,2,I8S-S32
2458,2,1.0343,2,34.719,2,206.9,2,36,3425.5,0.206,2,0,2,I8S-S32
2460,2,1.0324,2,34.7188,2,206.9,2,36,3427,0.205,2,0.0004,2,I8S-S32
2462,2,1.0324,2,34.7184,2,206.8,2,48,3431.3,0.205,2,0.0004,2,I8S-S32
2464,2,1.0234,2,34.7187,2,206.7,2,12,3435,0.201,2,0.0004,2,I8S-S32
2466,2,1.023,2,34.7185,2,206.8,2,24,3435.8,0.202,2,0.0008,2,I8S-S32
2468,2,1.0214,2,34.7181,2,206.8,2,36,3437,0.209,2,0.0008,2,I8S-S32
2470,2,1.0203,2,34.718,2,206.8,2,36,3438.5,0.205,2,0.0004,2,I8S-S32
2472,2,1.0178,2,34.7178,2,206.9,2,36,3440,0.206,2,0.0008,2,I8S-S32
2474,2,1.0181,2,34.7179,2,206.9,2,72,3442.8,0.205,2,0.0008,2,I8S-S32
2476,2,1.0149,2,34.7178,2,206.9,2,24,3447.3,0.205,2,0.0008,2,I8S-S32
2478,2,1.0124,2,34.718,2,206.9,2,24,3448.3,0.201,2,0.0008,2,I8S-S32
2480,2,1.0116,2,34.7178,2,206.9,2,24,3449.3,0.199,2,0.0004,2,I8S-S32
2482,2,1.01,2,34.7177,2,207,2,36,3450.5,0.209,2,0.0008,2,I8S-S32
2484,2,1.0107,2,34.7175,2,207,2,72,3453.5,0.203,2,0.0008,2,I8S-S32
2486,2,1.0102,2,34.7175,2,206.9,2,36,3457,0.198,2,0.0008,2,I8S-S32
2488,2,1.01,2,34.7176,2,206.9,2,36,3458.5,0.203,2,0.0008,2,I8S-S32
2490,2,1.0097,2,34.7176,2,206.9,2,24,3459.8,0.203,2,0.0008,2,I8S-S32
2492,2,1.0053,2,34.7175,2,207,2,24,3460.8,0.208,2,0.0008,2,I8S-S32
2494,2,1.0024,2,34.7171,2,207,2,24,3461.8,0.205,2,0.0008,2,I8S-S32
2496,2,0.9989,2,34.7168,2,207.1,2,72,3464.5,0.208,2,0.0008,2,I8S-S32
2498,2,1.0019,2,34.7171,2,207,2,24,3470.3,0.208,2,0.0008,2,I8S-S32
2500,2,0.9911,2,34.7159,2,207.1,2,24,3471.3,0.208,2,0.0008,2,I8S-S32
2502,2,0.9814,2,34.7162,2,207.1,2,36,3472.5,0.201,2,0.0008,2,I8S-S32
2504,2,0.9791,2,34.7162,2,207,2,23,3473.8,0.212,2,0.0008,2,I8S-S32
2506,2,0.9749,2,34.7158,2,207,2,24,3474.8,0.199,2,0.0008,2,I8S-S32
2508,2,0.9712,2,34.7152,2,207.2,2,24,3475.8,0.205,2,0.0012,2,I8S-S32
2510,2,0.967,2,34.715,2,207.2,2,60,3477.5,0.204,2,0.0012,2,I8S-S32
2512,2,0.9732,2,34.7156,2,207.2,2,24,3484.3,0.206,2,0.0012,2,I8S-S32
2514,2,0.9588,2,34.7147,2,207.3,2,23,3485.3,0.203,2,0.0008,2,I8S-S32
2516,2,0.9559,2,34.7148,2,207.2,2,24,3486.3,0.201,2,0.0012,2,I8S-S32
2518,2,0.9462,2,34.7139,2,207.3,2,35,3487.5,0.206,2,0.0012,2,I8S-S32
2520,2,0.9417,2,34.7139,2,207.3,2,24,3488.8,0.2,2,0.0012,2,I8S-S32
2522,2,0.941,2,34.7138,2,207.4,2,47,3490.3,0.203,2,0.0008,2,I8S-S32
2524,2,0.939,2,34.7136,2,207.5,2,60,3493.1,0.201,2,0.0016,2,I8S-S32
2526,2,0.939,2,34.7137,2,207.6,2,23,3497.3,0.205,2,0.0024,2,I8S-S32
2528,2,0.9243,2,34.7131,2,207.6,2,36,3498.5,0.207,2,0.0016,2,I8S-S32
2530,2,0.9189,2,34.713,2,207.7,2,24,3499.8,0.198,2,0.0008,2,I8S-S32
2532,2,0.9198,2,34.7127,2,207.7,2,84,3502,0.198,2,0.0008,2,I8S-S32
2534,2,0.9163,2,34.7125,2,207.8,2,36,3504.5,0.21,2,0.0008,2,I8S-S32
2536,2,0.9142,2,34.7126,2,207.8,2,36,3506,0.205,2,0.0008,2,I8S-S32
2538,2,0.9115,2,34.7126,2,207.9,2,24,3507.3,0.207,2,0.0008,2,I8S-S32
2540,2,0.9091,2,34.7122,2,208,2,36,3508.5,0.206,2,0.0004,2,I8S-S32
2542,2,0.9102,2,34.712,2,208,2,60,3512,0.203,2,0.0008,2,I8S-S32
2544,2,0.905,2,34.712,2,207.9,2,24,3514.8,0.204,2,0.0008,2,I8S-S32
2546,2,0.8908,2,34.7111,2,208,2,35,3516,0.203,2,0.0008,2,I8S-S32
2548,2,0.8823,2,34.7109,2,208.1,2,48,3517.8,0.207,2,0.0008,2,I8S-S32
2550,2,0.8826,2,34.711,2,208.1,2,48,3519.8,0.204,2,0.0008,2,I8S-S32
2552,2,0.8825,2,34.7109,2,208.1,2,48,3521.8,0.205,2,0.0008,2,I8S-S32
2554,2,0.8794,2,34.7109,2,208.1,2,36,3523.5,0.199,2,0.0012,2,I8S-S32
2556,2,0.8799,2,34.7109,2,208.1,2,60,3526,0.204,2,0.002,2,I8S-S32
2558,2,0.8815,2,34.7114,2,208.1,2,24,3529.8,0.208,2,0.0012,2,I8S-S32
2560,2,0.8827,2,34.7111,2,208.1,2,24,3530.8,0.205,2,0.0004,2,I8S-S32
2562,2,0.8819,2,34.7113,2,208.2,2,36,3532,0.201,2,0.0008,2,I8S-S32
2564,2,0.8811,2,34.7111,2,208.2,2,24,3533.3,0.197,2,0.0008,2,I8S-S32
2566,2,0.8792,2,34.7108,2,208.3,2,60,3535,0.202,2,0.0008,2,I8S-S32
2568,2,0.8821,2,34.7109,2,208.3,2,71,3537.8,0.206,2,0.0008,2,I8S-S32
2570,2,0.8792,2,34.711,2,208.4,2,35,3540.1,0.209,2,0.0008,2,I8S-S32
2572,2,0.8816,2,34.7108,2,208.3,2,96,3542.8,0.207,2,0.0004,2,I8S-S32
2574,2,0.8879,2,34.7114,2,208.2,2,36,3545.5,0.208,2,0.0008,2,I8S-S32
2576,2,0.8881,2,34.7117,2,208.2,2,36,3547,0.204,2,0.0008,2,I8S-S32
2578,2,0.888,2,34.7119,2,208.3,2,24,3548.3,0.209,2,0.0008,2,I8S-S32
2580,2,0.8877,2,34.7119,2,208.3,2,24,3549.3,0.204,2,0.0008,2,I8S-S32
2582,2,0.8889,2,34.7117,2,208.3,2,24,3550.3,0.204,2,0.0008,2,I8S-S32
2584,2,0.8893,2,34.7112,2,208.3,2,60,3552.9,0.204,2,0.0008,2,I8S-S32
2586,2,0.8894,2,34.7118,2,208.2,2,24,3558.3,0.209,2,0.0008,2,I8S-S32
2588,2,0.8896,2,34.7119,2,208.1,2,24,3559.3,0.205,2,0.0008,2,I8S-S32
2590,2,0.8898,2,34.7119,2,208.1,2,24,3560.3,0.209,2,0.0012,2,I8S-S32
2592,2,0.8897,2,34.7117,2,208.1,2,24,3561.3,0.202,2,0.0012,2,I8S-S32
2594,2,0.8902,2,34.7113,2,208.1,2,72,3564.1,0.203,2,0.0012,2,I8S-S32
2596,2,0.8901,2,34.7115,2,208.1,2,36,3568,0.205,2,0.0008,2,I8S-S32
2598,2,0.8808,2,34.7106,2,208.2,2,24,3569.3,0.203,2,0.0008,2,I8S-S32
2600,2,0.878,2,34.7111,2,208.1,2,36,3570.5,0.2,2,0.0008,2,I8S-S32
2602,2,0.8869,2,34.7112,2,208.1,2,23,3571.8,0.206,2,0.0004,2,I8S-S32
2604,2,0.8889,2,34.7115,2,208.1,2,35,3573,0.21,2,0.0008,2,I8S-S32
2606,2,0.8871,2,34.7111,2,208.1,2,71,3575.3,0.202,2,0.0008,2,I8S-S32
2608,2,0.8861,2,34.7109,2,208.2,2,24,3581.3,0.205,2,0.0008,2,I8S-S32
2610,2,0.8795,2,34.711,2,208.1,2,24,3582.3,0.199,2,0.0008,2,I8S-S32
2612,2,0.8799,2,34.7111,2,208.1,2,24,3583.3,0.199,2,0.0008,2,I8S-S32
2614,2,0.8791,2,34.7111,2,208.1,2,24,3584.3,0.206,2,0.0008,2,I8S-S32
2616,2,0.8768,2,34.7108,2,208.2,2,24,3585.3,0.207,2,0.0008,2,I8S-S32
2618,2,0.8731,2,34.7104,2,208.2,2,48,3586.8,0.205,2,0.0012,2,I8S-S32
2620,2,0.8739,2,34.7108,2,208.3,2,23,3592.8,0.199,2,0.0012,2,I8S-S32
2622,2,0.8684,2,34.7106,2,208.3,2,24,3593.8,0.205,2,0.0012,2,I8S-S32
2624,2,0.864,2,34.7098,2,208.2,2,24,3594.8,0.209,2,0.0008,2,I8S-S32
2626,2,0.8554,2,34.709,2,208.3,2,84,3597,0.205,2,0.0012,2,I8S-S32
2628,2,0.8477,2,34.709,2,208.4,2,24,3599.3,0.204,2,0.0012,2,I8S-S32
2630,2,0.8459,2,34.7089,2,208.4,2,36,3600.5,0.207,2,0.0008,2,I8S-S32
2632,2,0.8442,2,34.7089,2,208.5,2,36,3602,0.202,2,0.0004,2,I8S-S32
2634,2,0.8425,2,34.7087,2,208.5,2,60,3604,0.202,2,0.0008,2,I8S-S32
2636,2,0.8415,2,34.7082,2,208.6,2,84,3607,0.203,2,0.0008,2,I8S-S32
2638,2,0.8371,2,34.7086,2,208.6,2,48,3609.8,0.204,2,0.0008,2,I8S-S32
2640,2,0.8361,2,34.7087,2,208.6,2,24,3611.3,0.206,2,0.0008,2,I8S-S32
2642,2,0.8376,2,34.709,2,208.6,2,36,3612.5,0.199,2,0.0008,2,I8S-S32
2644,2,0.8378,2,34.7087,2,208.6,2,24,3613.8,0.204,2,0.0012,2,I8S-S32
2646,2,0.8366,2,34.7083,2,208.6,2,72,3616.6,0.204,2,0.0016,2,I8S-S32
2648,2,0.8334,2,34.7085,2,208.7,2,24,3620.3,0.207,2,0.0016,2,I8S-S32
2650,2,0.8307,2,34.7085,2,208.7,2,24,3621.3,0.198,2,0.0012,2,I8S-S32
2652,2,0.8308,2,34.7084,2,208.6,2,24,3622.3,0.2,2,0.0008,2,I8S-S32
2654,2,0.8319,2,34.7083,2,208.6,2,36,3623.5,0.204,2,0.0008,2,I8S-S32
2656,2,0.8321,2,34.708,2,208.6,2,60,3625.5,0.203,2,0.0012,2,I8S-S32
2658,2,0.8325,2,34.7085,2,208.7,2,24,3631.3,0.199,2,0.0012,2,I8S-S32
2660,2,0.8308,2,34.7085,2,208.7,2,24,3632.3,0.202,2,0.0012,2,I8S-S32
2662,2,0.83,2,34.7085,2,208.7,2,24,3633.3,0.2,2,0.0012,2,I8S-S32
2664,2,0.8258,2,34.7081,2,208.7,2,24,3634.3,0.205,2,0.0008,2,I8S-S32
2666,2,0.8152,2,34.7072,2,208.8,2,35,3635.5,0.206,2,0.0008,2,I8S-S32
2668,2,0.8172,2,34.7071,2,208.8,2,60,3639.3,0.201,2,0.0008,2,I8S-S32
2670,2,0.8135,2,34.7075,2,208.8,2,12,3643.5,0.199,2,0.0008,2,I8S-S32
2672,2,0.8079,2,34.7071,2,208.9,2,24,3644.3,0.21,2,0.0008,2,I8S-S32
2674,2,0.8088,2,34.7073,2,209,2,24,3645.3,0.199,2,0.0004,2,I8S-S32
2676,2,0.8086,2,34.7073,2,209,2,24,3646.3,0.207,2,0.0004,2,I8S-S32
2678,2,0.8025,2,34.7064,2,209.1,2,36,3647.5,0.204,2,0.0004,2,I8S-S32
2680,2,0.8062,2,34.7063,2,209.1,2,95,3651.6,0.204,2,0.0008,2,I8S-S32
2682,2,0.7895,2,34.7056,2,209.2,2,24,3655.3,0.202,2,0.0012,2,I8S-S32
2684,2,0.7772,2,34.7048,2,209.2,2,24,3656.3,0.206,2,0.0012,2,I8S-S32
2686,2,0.772,2,34.7051,2,209.3,2,24,3657.3,0.202,2,0.0008,2,I8S-S32
2688,2,0.7744,2,34.7051,2,209.2,2,35,3658.6,0.204,2,0.0008,2,I8S-S32
2690,2,0.7754,2,34.7048,2,209.1,2,72,3661,0.206,2,0.0008,2,I8S-S32
2692,2,0.7763,2,34.705,2,209.1,2,36,3664,0.206,2,0.0008,2,I8S-S32
2694,2,0.7735,2,34.7051,2,209.2,2,36,3665.5,0.207,2,0.0008,2,I8S-S32
2696,2,0.7721,2,34.7051,2,209.2,2,36,3667,0.21,2,0.0008,2,I8S-S32
2698,2,0.7705,2,34.7049,2,209.2,2,48,3668.8,0.205,2,0.0004,2,I8S-S32
2700,2,0.7699,2,34.7047,2,209.3,2,84,3671.5,0.203,2,0.0008,2,I8S-S32
2702,2,0.7697,2,34.7046,2,209.3,2,72,3674.8,0.2,2,0.0008,2,I8S-S32
2704,2,0.7688,2,34.7051,2,209.4,2,36,3677,0.203,2,0.0008,2,I8S-S32
2706,2,0.7679,2,34.7055,2,209.4,2,24,3678.3,0.204,2,0.0008,2,I8S-S32
2708,2,0.7671,2,34.7055,2,209.5,2,24,3679.3,0.203,2,0.0004,2,I8S-S32
2710,2,0.7668,2,34.7053,2,209.4,2,24,3680.3,0.207,2,0.0008,2,I8S-S32
2712,2,0.7672,2,34.7048,2,209.4,2,72,3682.9,0.203,2,0.0012,2,I8S-S32
2714,2,0.768,2,34.7049,2,209.5,2,24,3687.8,0.204,2,0.0012,2,I8S-S32
2716,2,0.7638,2,34.7047,2,209.5,2,36,3689,0.204,2,0.0012,2,I8S-S32
2718,2,0.7612,2,34.705,2,209.5,2,24,3690.3,0.204,2,0.0008,2,I8S-S32
2720,2,0.7599,2,34.7045,2,209.6,2,24,3691.3,0.203,2,0.0008,2,I8S-S32
2722,2,0.7592,2,34.7044,2,209.6,2,36,3692.5,0.209,2,0.0008,2,I8S-S32
2724,2,0.7602,2,34.7043,2,209.5,2,48,3694.3,0.203,2,0.0008,2,I8S-S32
2726,2,0.7609,2,34.704,2,209.5,2,120,3697.8,0.207,2,0.0008,2,I8S-S32
2728,2,0.7584,2,34.7044,2,209.5,2,24,3700.8,0.197,2,0.0008,2,I8S-S32
2730,2,0.757,2,34.7044,2,209.4,2,36,3702,0.205,2,0.0008,2,I8S-S32
2732,2,0.756,2,34.7042,2,209.4,2,24,3703.3,0.199,2,0.0008,2,I8S-S32
2734,2,0.7562,2,34.7041,2,209.4,2,72,3705.3,0.205,2,0.0008,2,I8S-S32
2736,2,0.7563,2,34.7038,2,209.5,2,60,3708,0.2,2,0.0008,2,I8S-S32
2738,2,0.7562,2,34.7043,2,209.5,2,36,3710,0.206,2,0.0008,2,I8S-S32
2740,2,0.7558,2,34.7044,2,209.5,2,36,3711.5,0.206,2,0.0008,2,I8S-S32
2742,2,0.7556,2,34.7041,2,209.6,2,48,3713.3,0.202,2,0.0008,2,I8S-S32
2744,2,0.7558,2,34.7037,2,209.6,2,72,3715.8,0.206,2,0.0012,2,I8S-S32
2746,2,0.7534,2,34.704,2,209.5,2,36,3718,0.205,2,0.0012,2,I8S-S32
2748,2,0.753,2,34.704,2,209.5,2,48,3719.8,0.205,2,0.0012,2,I8S-S32
2750,2,0.7536,2,34.7038,2,209.5,2,60,3722,0.203,2,0.0008,2,I8S-S32
2752,2,0.7541,2,34.7042,2,209.6,2,48,3724.3,0.201,2,0.0008,2,I8S-S32
2754,2,0.755,2,34.7042,2,209.5,2,24,3725.8,0.2,2,0.0008,2,I8S-S32
2756,2,0.7549,2,34.704,2,209.5,2,60,3727.5,0.201,2,0.0008,2,I8S-S32
2758,2,0.7553,2,34.7037,2,209.5,2,84,3730.5,0.206,2,0.0008,2,I8S-S32
2760,2,0.7546,2,34.7042,2,209.5,2,24,3732.8,0.204,2,0.0008,2,I8S-S32
2762,2,0.7536,2,34.7044,2,209.6,2,24,3733.8,0.207,2,0.0008,2,I8S-S32
2764,2,0.754,2,34.7042,2,209.6,2,24,3734.8,0.205,2,0.0008,2,I8S-S32
2766,2,0.755,2,34.7038,2,209.5,2,60,3737.3,0.207,2,0.0008,2,I8S-S32
2768,2,0.7553,2,34.7044,2,209.4,2,24,3742.3,0.211,2,0.0008,2,I8S-S32
2770,2,0.755,2,34.7043,2,209.5,2,24,3743.3,0.207,2,0.0008,2,I8S-S32
2772,2,0.7548,2,34.704,2,209.5,2,24,3744.3,0.205,2,0.0008,2,I8S-S32
2774,2,0.7551,2,34.7042,2,209.6,2,36,3745.5,0.205,2,0.0008,2,I8S-S32
2776,2,0.7535,2,34.7039,2,209.6,2,24,3746.8,0.205,2,0.0008,2,I8S-S32
2778,2,0.7523,2,34.7035,2,209.7,2,84,3749.9,0.201,2,0.0008,2,I8S-S32
2780,2,0.7509,2,34.7038,2,209.6,2,23,3754.3,0.203,2,0.0012,2,I8S-S32
2782,2,0.7479,2,34.7038,2,209.6,2,36,3755.5,0.202,2,0.0012,2,I8S-S32
2784,2,0.7455,2,34.7037,2,209.5,2,24,3756.8,0.21,2,0.0012,2,I8S-S32
2786,2,0.745,2,34.7035,2,209.5,2,34,3758.1,0.205,2,0.0008,2,I8S-S32
2788,2,0.7443,2,34.7031,2,209.5,2,83,3760.6,0.204,2,0.0012,2,I8S-S32
2790,2,0.7417,2,34.703,2,209.5,2,60,3763.5,0.203,2,0.0012,2,I8S-S32
2792,2,0.7419,2,34.7033,2,209.6,2,36,3765.5,0.201,2,0.0012,2,I8S-S32
2794,2,0.7405,2,34.7032,2,209.6,2,36,3767,0.207,2,0.0012,2,I8S-S32
2796,2,0.732,2,34.7026,2,209.7,2,24,3768.3,0.208,2,0.0012,2,I8S-S32
2798,2,0.7276,2,34.7023,2,209.7,2,60,3770,0.202,2,0.0012,2,I8S-S32
2800,2,0.7283,2,34.7021,2,209.6,2,36,3774,0.201,2,0.0008,2,I8S-S32
2802,2,0.7242,2,34.7025,2,209.7,2,24,3776.3,0.2,2,0.0008,2,I8S-S32
2804,2,0.7245,2,34.7025,2,209.7,2,24,3777.3,0.2,2,0.0008,2,I8S-S32
2806,2,0.725,2,34.7023,2,209.8,2,36,3778.5,0.207,2,0.0008,2,I8S-S32
2808,2,0.7252,2,34.7019,2,209.8,2,72,3780.8,0.204,2,0.0008,2,I8S-S32
2810,2,0.7254,2,34.7023,2,209.8,2,36,3783,0.204,2,0.0008,2,I8S-S32
2812,2,0.7265,2,34.7024,2,209.9,2,48,3784.8,0.208,2,0.0012,2,I8S-S32
2814,2,0.7213,2,34.7019,2,209.9,2,108,3788,0.203,2,0.0012,2,I8S-S32
2816,2,0.7187,2,34.7019,2,209.9,2,48,3791.3,0.201,2,0.0012,2,I8S-S32
2818,2,0.7174,2,34.7019,2,209.9,2,24,3792.8,0.198,2,0.0008,2,I8S-S32
2820,2,0.7158,2,34.702,2,209.9,2,36,3794,0.201,2,0.0008,2,I8S-S32
2822,2,0.7124,2,34.7019,2,210,2,24,3795.3,0.204,2,0.0008,2,I8S-S32
2824,2,0.7075,2,34.7016,2,210,2,24,3796.3,0.208,2,0.0008,2,I8S-S32
2826,2,0.7045,2,34.7012,2,210.1,2,48,3797.8,0.206,2,0.0008,2,I8S-S32
2828,2,0.7061,2,34.701,2,210.1,2,48,3802,0.201,2,0.0012,2,I8S-S32
2830,2,0.6979,2,34.701,2,210.2,2,36,3804.5,0.202,2,0.002,2,I8S-S32
2832,2,0.6947,2,34.7007,2,210.1,2,36,3806,0.201,2,0.0024,2,I8S-S32
2834,2,0.6927,2,34.7007,2,210.2,2,36,3807.5,0.2,2,0.0016,2,I8S-S32
2836,2,0.6936,2,34.7008,2,210.2,2,24,3808.8,0.205,2,0.0008,2,I8S-S32
2838,2,0.6929,2,34.7006,2,210.2,2,48,3810.3,0.2,2,0.0012,2,I8S-S32
2840,2,0.6934,2,34.7003,2,210.3,2,84,3813.6,0.202,2,0.0012,2,I8S-S32
2842,2,0.6933,2,34.7009,2,210.3,2,36,3816.5,0.197,2,0.0012,2,I8S-S32
2844,2,0.6934,2,34.7009,2,210.3,2,24,3817.8,0.206,2,0.0008,2,I8S-S32
2846,2,0.6932,2,34.7008,2,210.4,2,24,3818.8,0.205,2,0.0012,2,I8S-S32
2848,2,0.6904,2,34.7004,2,210.3,2,36,3820,0.201,2,0.0012,2,I8S-S32
2850,2,0.6887,2,34.6998,2,210.3,2,60,3823,0.205,2,0.0012,2,I8S-S32
2852,2,0.6768,2,34.7,2,210.4,2,36,3826.5,0.202,2,0.0008,2,I8S-S32
2854,2,0.6759,2,34.7001,2,210.4,2,24,3827.8,0.204,2,0.0008,2,I8S-S32
2856,2,0.6757,2,34.6998,2,210.4,2,24,3828.8,0.2,2,0.0008,2,I8S-S32
2858,2,0.6739,2,34.6996,2,210.4,2,60,3830.5,0.204,2,0.0012,2,I8S-S32
2860,2,0.6697,2,34.6993,2,210.4,2,60,3833,0.199,2,0.0012,2,I8S-S32
2862,2,0.6684,2,34.6993,2,210.5,2,48,3835.3,0.195,2,0.0012,2,I8S-S32
2864,2,0.6688,2,34.6994,2,210.5,2,36,3837,0.208,2,0.0008,2,I8S-S32
2866,2,0.6676,2,34.6993,2,210.5,2,36,3838.5,0.206,2,0.0012,2,I8S-S32
2868,2,0.6686,2,34.6994,2,210.6,2,48,3840.3,0.203,2,0.0012,2,I8S-S32
2870,2,0.6688,2,34.6992,2,210.6,2,120,3843.8,0.201,2,0.0012,2,I8S-S32
2872,2,0.669,2,34.6996,2,210.7,2,24,3846.8,0.202,2,0.0008,2,I8S-S32
2874,2,0.668,2,34.6997,2,210.7,2,36,3848,0.205,2,0.0008,2,I8S-S32
2876,2,0.6681,2,34.6999,2,210.6,2,24,3849.3,0.207,2,0.0008,2,I8S-S32
2878,2,0.668,2,34.6995,2,210.6,2,24,3850.3,0.203,2,0.0008,2,I8S-S32
2880,2,0.6661,2,34.6993,2,210.7,2,48,3851.8,0.2,2,0.0008,2,I8S-S32
2882,2,0.6645,2,34.6991,2,210.7,2,72,3854.3,0.205,2,0.0008,2,I8S-S32
2884,2,0.6637,2,34.6992,2,210.8,2,36,3856.5,0.197,2,0.0012,2,I8S-S32
2886,2,0.664,2,34.6991,2,210.8,2,60,3858.5,0.198,2,0.0012,2,I8S-S32
2888,2,0.6634,2,34.6995,2,210.8,2,36,3863.5,0.196,2,0.0012,2,I8S-S32
2890,2,0.6606,2,34.6988,2,210.9,2,12,3864.5,0.195,2,0.0008,2,I8S-S32
2892,2,0.6568,2,34.6992,2,210.8,2,24,3865.3,0.199,2,0.0008,2,I8S-S32
2894,2,0.6579,2,34.699,2,210.8,2,24,3866.3,0.2,2,0.0008,2,I8S-S32
2896,2,0.6591,2,34.6992,2,210.8,2,36,3867.5,0.199,2,0.0008,2,I8S-S32
2898,2,0.6603,2,34.6989,2,210.9,2,72,3870.3,0.2,2,0.0012,2,I8S-S32
2900,2,0.6604,2,34.6991,2,210.9,2,24,3874.8,0.205,2,0.0012,2,I8S-S32
2902,2,0.6614,2,34.6994,2,210.9,2,36,3876,0.2,2,0.0012,2,I8S-S32
2904,2,0.6614,2,34.6995,2,210.9,2,24,3877.3,0.197,2,0.0008,2,I8S-S32
2906,2,0.6611,2,34.6993,2,210.8,2,24,3878.3,0.21,2,0.0008,2,I8S-S32
2908,2,0.6615,2,34.6992,2,210.9,2,48,3879.8,0.201,2,0.0012,2,I8S-S32
2910,2,0.6632,2,34.6991,2,210.9,2,84,3882.5,0.204,2,0.0012,2,I8S-S32
2912,2,0.6626,2,34.6991,2,210.9,2,36,3885,0.205,2,0.0012,2,I8S-S32
2914,2,0.6624,2,34.6993,2,211,2,48,3886.8,0.203,2,0.0008,2,I8S-S32
2916,2,0.6638,2,34.6992,2,211,2,36,3888.5,0.202,2,0.0012,2,I8S-S32
2918,2,0.6636,2,34.6992,2,210.9,2,60,3890.5,0.203,2,0.0012,2,I8S-S32
2920,2,0.6661,2,34.6994,2,210.9,2,48,3892.8,0.203,2,0.0012,2,I8S-S32
2922,2,0.6651,2,34.6993,2,210.9,2,36,3894.5,0.202,2,0.0012,2,I8S-S32
2924,2,0.6655,2,34.6994,2,210.9,2,48,3896.3,0.196,2,0.0012,2,I8S-S32
2926,2,0.6664,2,34.6992,2,210.9,2,60,3898.5,0.205,2,0.0012,2,I8S-S32
2928,2,0.6661,2,34.6992,2,210.9,2,48,3900.8,0.205,2,0.0012,2,I8S-S32
2930,2,0.6653,2,34.6994,2,210.9,2,36,3902.5,0.198,2,0.0016,2,I8S-S32
