CTDPRS_DBAR,CTDPRS_FLAG_W,CTDTMP_ITS-90,CTDTMP_FLAG_W,CTDSAL_PSS-78,CTDSAL_FLAG_W,CTDOXY_UMOL_KG,CTDOXY_FLAG_W,CTDCDOMFRAW_0-5VDC,CTDCDOMFRAW_FLAG_W,CTDBEAMCP_METER,CTDBEAMCP_FLAG_W,StationID
2722,2,1.7971,2,34.7285,2,166.3,2,0.218,1,0.0004,2,I9N-S113
2724,2,1.7972,2,34.7284,2,166.3,2,0.213,1,0,2,I9N-S113
2726,2,1.7971,2,34.7281,2,166.4,2,0.215,1,0,2,I9N-S113
2728,2,1.7973,2,34.7286,2,166.4,2,0.214,1,0,2,I9N-S113
2730,2,1.7954,2,34.7287,2,166.4,2,0.214,1,0.0004,2,I9N-S113
2732,2,1.7946,2,34.7286,2,166.5,2,0.212,1,0.0004,2,I9N-S113
2734,2,1.7941,2,34.7285,2,166.5,2,0.216,1,0.0004,2,I9N-S113
2736,2,1.7927,2,34.7281,2,166.4,2,0.212,1,0.0004,2,I9N-S113
2738,2,1.7901,2,34.7284,2,166.4,2,0.21,1,0.0004,2,I9N-S113
2740,2,1.7855,2,34.7286,2,166.4,2,0.208,1,0.0008,2,I9N-S113
2742,2,1.7813,2,34.7284,2,166.5,2,0.213,1,0.0008,2,I9N-S113
2744,2,1.7783,2,34.7283,2,166.5,2,0.218,1,0.0008,2,I9N-S113
2746,2,1.7757,2,34.7281,2,166.6,2,0.212,1,0.0004,2,I9N-S113
2748,2,1.7709,2,34.7282,2,166.8,2,0.212,1,0.0004,2,I9N-S113
2750,2,1.7668,2,34.7282,2,166.9,2,0.215,1,0,2,I9N-S113
2752,2,1.7666,2,34.7281,2,167,2,0.211,1,0,2,I9N-S113
2754,2,1.767,2,34.7279,2,167.1,2,0.21,1,0.0004,2,I9N-S113
2756,2,1.7671,2,34.728,2,167.1,2,0.21,1,0.0004,2,I9N-S113
2758,2,1.7673,2,34.7283,2,167.2,2,0.21,1,0.0008,2,I9N-S113
2760,2,1.767,2,34.7283,2,167.2,2,0.209,1,0.0004,2,I9N-S113
2762,2,1.7663,2,34.7279,2,167.3,2,0.215,1,0.0004,2,I9N-S113
2764,2,1.7651,2,34.7281,2,167.3,2,0.214,1,0,2,I9N-S113
2766,2,1.7649,2,34.7282,2,167.3,2,0.215,1,0,2,I9N-S113
2768,2,1.7643,2,34.7282,2,167.4,2,0.213,1,0.0004,2,I9N-S113
2770,2,1.7645,2,34.7278,2,167.4,2,0.218,1,0.0004,2,I9N-S113
2772,2,1.7586,2,34.7285,2,167.5,2,0.212,1,0.0004,2,I9N-S113
2774,2,1.754,2,34.7285,2,167.6,2,0.213,1,0,2,I9N-S113
2776,2,1.7524,2,34.7282,2,167.6,2,0.215,1,0,2,I9N-S113
2778,2,1.7504,2,34.7279,2,167.7,2,0.211,1,0.0004,2,I9N-S113
2780,2,1.7525,2,34.7278,2,167.9,2,0.214,1,0.0004,2,I9N-S113
2782,2,1.7476,2,34.7282,2,167.8,2,0.212,1,0.0004,2,I9N-S113
2784,2,1.7434,2,34.7281,2,167.8,2,0.214,1,0,2,I9N-S113
2786,2,1.742,2,34.728,2,167.9,2,0.216,1,0,2,I9N-S113
2788,2,1.7413,2,34.7277,2,167.9,2,0.217,1,0,2,I9N-S113
2790,2,1.7405,2,34.7274,2,168.3,2,0.21,1,0,2,I9N-S113
2792,2,1.7387,2,34.7278,2,168.3,2,0.215,1,0,2,I9N-S113
2794,2,1.7358,2,34.728,2,168.3,2,0.213,1,0,2,I9N-S113
2796,2,1.735,2,34.7281,2,168.4,2,0.209,1,0,2,I9N-S113
2798,2,1.7346,2,34.7278,2,168.4,2,0.217,1,0.0004,2,I9N-S113
2800,2,1.7349,2,34.7275,2,168.5,2,0.213,1,0.0004,2,I9N-S113
2802,2,1.7334,2,34.7278,2,168.6,2,0.211,1,0.0004,2,I9N-S113
2804,2,1.7336,2,34.7279,2,168.6,2,0.211,1,0,2,I9N-S113
2806,2,1.7338,2,34.7278,2,168.6,2,0.212,1,0.0004,2,I9N-S113
2808,2,1.7339,2,34.7276,2,168.6,2,0.211,1,0.0004,2,I9N-S113
2810,2,1.7339,2,34.7278,2,168.6,2,0.216,1,0.0004,2,I9N-S113
2812,2,1.7336,2,34.7278,2,168.7,2,0.213,1,0,2,I9N-S113
2814,2,1.7334,2,34.7277,2,168.6,2,0.212,1,0,2,I9N-S113
2816,2,1.7333,2,34.7275,2,168.8,2,0.212,1,0,2,I9N-S113
2818,2,1.732,2,34.7278,2,168.7,2,0.212,1,0,2,I9N-S113
2820,2,1.7292,2,34.7278,2,168.7,2,0.214,1,0.0004,2,I9N-S113
2822,2,1.7256,2,34.7277,2,168.7,2,0.209,1,0.0004,2,I9N-S113
2824,2,1.723,2,34.7276,2,168.8,2,0.215,1,0.0008,2,I9N-S113
2826,2,1.7179,2,34.7276,2,168.9,2,0.211,1,0.0008,2,I9N-S113
2828,2,1.7152,2,34.7274,2,168.9,2,0.211,1,0.0008,2,I9N-S113
2830,2,1.7144,2,34.7272,2,168.9,2,0.21,1,0.0004,2,I9N-S113
2832,2,1.7126,2,34.7274,2,169,2,0.211,1,0.0004,2,I9N-S113
2834,2,1.7095,2,34.7275,2,168.8,2,0.222,1,0.0004,2,I9N-S113
2836,2,1.7077,2,34.7271,2,168.9,2,0.216,1,0.0008,2,I9N-S113
2838,2,1.7072,2,34.7275,2,169.1,2,0.216,1,0.0008,2,I9N-S113
2840,2,1.7051,2,34.7275,2,169,2,0.218,1,0.0008,2,I9N-S113
2842,2,1.7039,2,34.7274,2,169,2,0.214,1,0.0008,2,I9N-S113
2844,2,1.7021,2,34.7273,2,169,2,0.212,1,0.0008,2,I9N-S113
2846,2,1.6995,2,34.727,2,169.3,2,0.211,1,0.0008,2,I9N-S113
2848,2,1.6992,2,34.7272,2,169.3,2,0.212,1,0.0008,2,I9N-S113
2850,2,1.6975,2,34.7273,2,169.2,2,0.214,1,0.0008,2,I9N-S113
2852,2,1.697,2,34.7273,2,169.2,2,0.222,1,0.0008,2,I9N-S113
2854,2,1.6958,2,34.7269,2,169.5,2,0.213,1,0.0008,2,I9N-S113
2856,2,1.6956,2,34.7272,2,169.6,2,0.216,1,0.0008,2,I9N-S113
2858,2,1.6948,2,34.7272,2,169.6,2,0.216,1,0.0008,2,I9N-S113
2860,2,1.6934,2,34.7273,2,169.6,2,0.212,1,0.0008,2,I9N-S113
2862,2,1.6887,2,34.7272,2,169.5,2,0.208,1,0.0008,2,I9N-S113
2864,2,1.6875,2,34.7267,2,169.6,2,0.208,1,0.0008,2,I9N-S113
2866,2,1.6853,2,34.7271,2,169.8,2,0.215,1,0.0008,2,I9N-S113
2868,2,1.6842,2,34.7271,2,169.7,2,0.21,1,0.0008,2,I9N-S113
2870,2,1.6828,2,34.7273,2,169.7,2,0.215,1,0.0008,2,I9N-S113
2872,2,1.6822,2,34.7272,2,169.8,2,0.211,1,0.0008,2,I9N-S113
2874,2,1.682,2,34.727,2,169.9,2,0.21,1,0.0008,2,I9N-S113
2876,2,1.681,2,34.7273,2,170.2,2,0.213,1,0.0008,2,I9N-S113
2878,2,1.6803,2,34.7273,2,170,2,0.22,1,0.0008,2,I9N-S113
2880,2,1.6805,2,34.7272,2,169.9,2,0.21,1,0.0008,2,I9N-S113
2882,2,1.6805,2,34.7272,2,170,2,0.212,1,0.0008,2,I9N-S113
2884,2,1.681,2,34.7268,2,170,2,0.215,1,0.0008,2,I9N-S113
2886,2,1.6805,2,34.7271,2,170.1,2,0.207,1,0.0008,2,I9N-S113
2888,2,1.6805,2,34.7272,2,170.1,2,0.214,1,0.0008,2,I9N-S113
2890,2,1.6802,2,34.7272,2,170.1,2,0.216,1,0.0008,2,I9N-S113
2892,2,1.6778,2,34.7271,2,170.2,2,0.212,1,0.0008,2,I9N-S113
2894,2,1.6735,2,34.7267,2,170.3,2,0.212,1,0.0008,2,I9N-S113
2896,2,1.6691,2,34.727,2,170.4,2,0.209,1,0.0008,2,I9N-S113
2898,2,1.6682,2,34.7269,2,170.4,2,0.216,1,0.0008,2,I9N-S113
2900,2,1.6678,2,34.7268,2,170.4,2,0.21,1,0.0008,2,I9N-S113
2902,2,1.6679,2,34.7267,2,170.5,2,0.215,1,0.0008,2,I9N-S113
2904,2,1.6668,2,34.727,2,170.6,2,0.211,1,0.0008,2,I9N-S113
2906,2,1.6653,2,34.7272,2,170.6,2,0.213,1,0.0004,2,I9N-S113
2908,2,1.6648,2,34.7269,2,170.6,2,0.211,1,0.0004,2,I9N-S113
2910,2,1.6627,2,34.7269,2,170.7,2,0.209,1,0.0004,2,I9N-S113
2912,2,1.6598,2,34.7261,2,170.7,2,0.214,1,0.0008,2,I9N-S113
2914,2,1.6556,2,34.7266,2,170.8,2,0.213,1,0.0008,2,I9N-S113
2916,2,1.6528,2,34.7266,2,170.7,2,0.211,1,0.0008,2,I9N-S113
2918,2,1.651,2,34.7265,2,170.7,2,0.215,1,0.0008,2,I9N-S113
2920,2,1.6499,2,34.7264,2,170.7,2,0.211,1,0.0008,2,I9N-S113
2922,2,1.6487,2,34.7263,2,170.9,2,0.218,1,0.0008,2,I9N-S113
2924,2,1.6458,2,34.7266,2,170.8,2,0.21,1,0.0008,2,I9N-S113
2926,2,1.6434,2,34.7264,2,170.9,2,0.212,1,0.0012,2,I9N-S113
2928,2,1.6425,2,34.7264,2,171,2,0.214,1,0.0008,2,I9N-S113
2930,2,1.6385,2,34.7265,2,170.9,2,0.213,1,0.0008,2,I9N-S113
2932,2,1.635,2,34.7261,2,171,2,0.214,1,0.0008,2,I9N-S113
2934,2,1.6333,2,34.7262,2,171.1,2,0.211,1,0.0008,2,I9N-S113
2936,2,1.6296,2,34.7263,2,171.1,2,0.208,1,0.0008,2,I9N-S113
2938,2,1.6283,2,34.7262,2,171.2,2,0.209,1,0.0008,2,I9N-S113
2940,2,1.6276,2,34.726,2,171.2,2,0.215,1,0.0008,2,I9N-S113
2942,2,1.6254,2,34.7261,2,171.3,2,0.211,1,0.0008,2,I9N-S113
2944,2,1.6245,2,34.7262,2,171.3,2,0.215,1,0.0008,2,I9N-S113
2946,2,1.6224,2,34.726,2,171.4,2,0.213,1,0.0008,2,I9N-S113
2948,2,1.6207,2,34.7259,2,171.4,2,0.215,1,0.0008,2,I9N-S113
2950,2,1.6192,2,34.7257,2,171.5,2,0.214,1,0.0008,2,I9N-S113
2952,2,1.6173,2,34.7262,2,171.5,2,0.214,1,0.0008,2,I9N-S113
2954,2,1.6151,2,34.7261,2,171.6,2,0.213,1,0.0008,2,I9N-S113
2956,2,1.6115,2,34.7259,2,171.6,2,0.212,1,0.0008,2,I9N-S113
2958,2,1.6106,2,34.7257,2,171.7,2,0.209,1,0.0008,2,I9N-S113
2960,2,1.6091,2,34.7258,2,171.7,2,0.216,1,0.0008,2,I9N-S113
2962,2,1.6076,2,34.7257,2,171.8,2,0.212,1,0.0008,2,I9N-S113
2964,2,1.607,2,34.7256,2,171.8,2,0.215,1,0.0008,2,I9N-S113
2966,2,1.6049,2,34.7258,2,171.9,2,0.21,1,0.0008,2,I9N-S113
2968,2,1.6031,2,34.7257,2,171.9,2,0.21,1,0.0008,2,I9N-S113
2970,2,1.603,2,34.7255,2,172,2,0.216,1,0.0008,2,I9N-S113
2972,2,1.6032,2,34.7255,2,172,2,0.216,1,0.0008,2,I9N-S113
2974,2,1.6014,2,34.7257,2,172.1,2,0.215,1,0.0008,2,I9N-S113
2976,2,1.5994,2,34.7257,2,172.1,2,0.212,1,0.0008,2,I9N-S113
2978,2,1.5971,2,34.7254,2,172.2,2,0.211,1,0.0008,2,I9N-S113
2980,2,1.5963,2,34.7256,2,172.2,2,0.214,1,0.0008,2,I9N-S113
2982,2,1.596,2,34.7256,2,172.3,2,0.217,1,0.0008,2,I9N-S113
2984,2,1.5961,2,34.7252,2,172.3,2,0.214,1,0.0008,2,I9N-S113
2986,2,1.596,2,34.7256,2,172.4,2,0.211,1,0.0008,2,I9N-S113
2988,2,1.5951,2,34.7258,2,172.4,2,0.211,1,0.0008,2,I9N-S113
2990,2,1.5939,2,34.7258,2,172.5,2,0.216,1,0.0008,2,I9N-S113
2992,2,1.5927,2,34.7256,2,172.5,2,0.216,1,0.0008,2,I9N-S113
2994,2,1.5918,2,34.7254,2,172.6,2,0.211,1,0.0008,2,I9N-S113
2996,2,1.5909,2,34.7254,2,172.6,2,0.211,1,0.0008,2,I9N-S113
2998,2,1.5901,2,34.7255,2,172.6,2,0.213,1,0.0008,2,I9N-S113
3000,2,1.5876,2,34.7255,2,172.5,2,0.214,1,0.0008,2,I9N-S113
3002,2,1.5854,2,34.7254,2,172.5,2,0.209,1,0.0008,2,I9N-S113
3004,2,1.5847,2,34.7253,2,172.5,2,0.21,1,0.0008,2,I9N-S113
3006,2,1.5827,2,34.7253,2,172.6,2,0.208,1,0.0008,2,I9N-S113
3008,2,1.5809,2,34.7251,2,172.7,2,0.211,1,0.0008,2,I9N-S113
3010,2,1.5783,2,34.7252,2,172.7,2,0.213,1,0.0008,2,I9N-S113
3012,2,1.5751,2,34.7254,2,172.8,2,0.213,1,0.0008,2,I9N-S113
3014,2,1.5737,2,34.7253,2,172.8,2,0.214,1,0.0008,2,I9N-S113
3016,2,1.5732,2,34.7249,2,172.9,2,0.215,1,0.0008,2,I9N-S113
3018,2,1.5716,2,34.7251,2,172.9,2,0.21,1,0.0008,2,I9N-S113
3020,2,1.5686,2,34.7249,2,173,2,0.211,1,0.0008,2,I9N-S113
3022,2,1.5661,2,34.725,2,173,2,0.205,1,0.0008,2,I9N-S113
3024,2,1.5647,2,34.7248,2,173.1,2,0.216,1,0.0008,2,I9N-S113
3026,2,1.5643,2,34.7246,2,173.1,2,0.216,1,0.0008,2,I9N-S113
3028,2,1.5638,2,34.7248,2,173.2,2,0.212,1,0.0008,2,I9N-S113
3030,2,1.5636,2,34.7249,2,173.2,2,0.211,1,0.0008,2,I9N-S113
3032,2,1.5635,2,34.7248,2,173.3,2,0.209,1,0.0008,2,I9N-S113
3034,2,1.5634,2,34.7246,2,173.3,2,0.214,1,0.0008,2,I9N-S113
3036,2,1.5607,2,34.7249,2,173.3,2,0.21,1,0.0008,2,I9N-S113
3038,2,1.5587,2,34.7248,2,173.1,2,0.21,1,0.0008,2,I9N-S113
3040,2,1.5593,2,34.7248,2,173.2,2,0.21,1,0.0008,2,I9N-S113
3042,2,1.5596,2,34.7248,2,173.2,2,0.21,1,0.0008,2,I9N-S113
3044,2,1.5594,2,34.7249,2,173.3,2,0.21,1,0.0012,2,I9N-S113
3046,2,1.5581,2,34.7247,2,173.3,2,0.211,1,0.0008,2,I9N-S113
3048,2,1.5576,2,34.7247,2,173.4,2,0.208,1,0.0008,2,I9N-S113
3050,2,1.5572,2,34.7247,2,173.4,2,0.21,1,0.0008,2,I9N-S113
3052,2,1.5563,2,34.7247,2,173.4,2,0.21,1,0.0008,2,I9N-S113
3054,2,1.5553,2,34.7247,2,173.5,2,0.211,1,0.0008,2,I9N-S113
3056,2,1.5543,2,34.7248,2,173.5,2,0.209,1,0.0008,2,I9N-S113
3058,2,1.554,2,34.7244,2,173.6,2,0.213,1,0.0008,2,I9N-S113
3060,2,1.5519,2,34.7248,2,173.7,2,0.204,1,0.0008,2,I9N-S113
3062,2,1.5516,2,34.7247,2,173.7,2,0.209,1,0.0008,2,I9N-S113
3064,2,1.5515,2,34.7247,2,173.7,2,0.215,1,0.0008,2,I9N-S113
3066,2,1.5511,2,34.7247,2,173.8,2,0.216,1,0.0008,2,I9N-S113
3068,2,1.5517,2,34.7242,2,173.8,2,0.209,1,0.0008,2,I9N-S113
3070,2,1.5513,2,34.7246,2,173.8,2,0.21,1,0.0008,2,I9N-S113
3072,2,1.5507,2,34.7248,2,173.6,2,0.211,1,0.0008,2,I9N-S113
3074,2,1.55,2,34.7247,2,173.8,2,0.211,1,0.0008,2,I9N-S113
3076,2,1.5501,2,34.7246,2,173.7,2,0.21,1,0.0008,2,I9N-S113
3078,2,1.5497,2,34.7241,2,173.8,2,0.21,1,0.0008,2,I9N-S113
3080,2,1.5467,2,34.7246,2,173.8,2,0.214,1,0.0008,2,I9N-S113
3082,2,1.5439,2,34.7247,2,173.9,2,0.212,1,0.0008,2,I9N-S113
3084,2,1.5421,2,34.7245,2,173.9,2,0.212,1,0.0008,2,I9N-S113
3086,2,1.5417,2,34.7243,2,174,2,0.215,1,0.0008,2,I9N-S113
3088,2,1.5416,2,34.724,2,174,2,0.214,1,0.0008,2,I9N-S113
3090,2,1.5405,2,34.7243,2,174.1,2,0.211,1,0.0008,2,I9N-S113
3092,2,1.5394,2,34.7245,2,174.1,2,0.212,1,0.0008,2,I9N-S113
3094,2,1.5383,2,34.7244,2,174.2,2,0.212,1,0.0008,2,I9N-S113
3096,2,1.5384,2,34.724,2,174.2,2,0.213,1,0.0008,2,I9N-S113
3098,2,1.5367,2,34.7244,2,174.3,2,0.216,1,0.0008,2,I9N-S113
3100,2,1.536,2,34.7245,2,174.2,2,0.212,1,0.0008,2,I9N-S113
3102,2,1.5353,2,34.7244,2,174.1,2,0.215,1,0.0008,2,I9N-S113
3104,2,1.5342,2,34.7241,2,174.3,2,0.21,1,0.0008,2,I9N-S113
3106,2,1.5332,2,34.724,2,174.4,2,0.207,1,0.0012,2,I9N-S113
3108,2,1.5327,2,34.7243,2,174.3,2,0.214,1,0.0008,2,I9N-S113
3110,2,1.5315,2,34.7242,2,174.3,2,0.214,1,0.0008,2,I9N-S113
3112,2,1.5305,2,34.7243,2,174.3,2,0.215,1,0.0008,2,I9N-S113
3114,2,1.5273,2,34.7241,2,174.4,2,0.214,1,0.0008,2,I9N-S113
3116,2,1.5253,2,34.7241,2,174.4,2,0.205,1,0.0008,2,I9N-S113
3118,2,1.5243,2,34.7242,2,174.5,2,0.215,1,0.0008,2,I9N-S113
3120,2,1.5239,2,34.7241,2,174.5,2,0.213,1,0.0008,2,I9N-S113
3122,2,1.5225,2,34.7245,2,174.6,2,0.209,1,0.0008,2,I9N-S113
3124,2,1.5204,2,34.7243,2,174.6,2,0.208,1,0.0008,2,I9N-S113
3126,2,1.5196,2,34.7242,2,174.7,2,0.209,1,0.0008,2,I9N-S113
3128,2,1.5198,2,34.724,2,174.7,2,0.209,1,0.0008,2,I9N-S113
3130,2,1.5202,2,34.7236,2,174.8,2,0.211,1,0.0008,2,I9N-S113
3132,2,1.5199,2,34.7241,2,174.8,2,0.211,1,0.0008,2,I9N-S113
3134,2,1.5198,2,34.7239,2,174.9,2,0.214,1,0.0008,2,I9N-S113
3136,2,1.5196,2,34.724,2,174.9,2,0.208,1,0.0008,2,I9N-S113
3138,2,1.5193,2,34.724,2,174.9,2,0.211,1,0.0008,2,I9N-S113
3140,2,1.5187,2,34.7239,2,175,2,0.21,1,0.0008,2,I9N-S113
3142,2,1.5183,2,34.7239,2,175,2,0.21,1,0.0008,2,I9N-S113
3144,2,1.5158,2,34.7239,2,175,2,0.211,1,0.0008,2,I9N-S113
3146,2,1.5132,2,34.7239,2,174.9,2,0.212,1,0.0008,2,I9N-S113
3148,2,1.5113,2,34.7239,2,174.9,2,0.214,1,0.0008,2,I9N-S113
3150,2,1.5105,2,34.7238,2,175,2,0.211,1,0.0008,2,I9N-S113
3152,2,1.5103,2,34.7234,2,175,2,0.209,1,0.0008,2,I9N-S113
3154,2,1.5094,2,34.7238,2,175.1,2,0.21,1,0.0008,2,I9N-S113
3156,2,1.5086,2,34.7239,2,175.1,2,0.214,1,0.0008,2,I9N-S113
3158,2,1.5071,2,34.7238,2,175.1,2,0.208,1,0.0008,2,I9N-S113
3160,2,1.5058,2,34.7234,2,175.2,2,0.215,1,0.0008,2,I9N-S113
3162,2,1.5044,2,34.7237,2,175.3,2,0.206,1,0.0008,2,I9N-S113
3164,2,1.503,2,34.7237,2,175.3,2,0.211,1,0.0008,2,I9N-S113
3166,2,1.5026,2,34.7236,2,175.4,2,0.217,1,0.0008,2,I9N-S113
3168,2,1.5024,2,34.7236,2,175.4,2,0.213,1,0.0008,2,I9N-S113
3170,2,1.5023,2,34.7236,2,175.3,2,0.209,1,0.0008,2,I9N-S113
3172,2,1.5023,2,34.7233,2,175.3,2,0.21,1,0.0008,2,I9N-S113
3174,2,1.5012,2,34.7236,2,175.4,2,0.217,1,0.0008,2,I9N-S113
3176,2,1.5004,2,34.7237,2,175.4,2,0.215,1,0.0008,2,I9N-S113
3178,2,1.4999,2,34.7237,2,175.3,2,0.212,1,0.0008,2,I9N-S113
3180,2,1.4998,2,34.7236,2,175.4,2,0.211,1,0.0008,2,I9N-S113
3182,2,1.5001,2,34.7235,2,175.4,2,0.211,1,0.0008,2,I9N-S113
3184,2,1.4998,2,34.7235,2,175.5,2,0.214,1,0.0008,2,I9N-S113
3186,2,1.499,2,34.7237,2,175.6,2,0.211,1,0.0008,2,I9N-S113
3188,2,1.4984,2,34.7235,2,175.6,2,0.212,1,0.0008,2,I9N-S113
3190,2,1.4958,2,34.7236,2,175.6,2,0.208,1,0.0008,2,I9N-S113
3192,2,1.4948,2,34.7237,2,175.7,2,0.209,1,0.0008,2,I9N-S113
3194,2,1.4938,2,34.7235,2,175.7,2,0.208,1,0.0008,2,I9N-S113
3196,2,1.4946,2,34.7232,2,175.8,2,0.211,1,0.0008,2,I9N-S113
3198,2,1.4932,2,34.7234,2,175.9,2,0.211,1,0.0008,2,I9N-S113
3200,2,1.4927,2,34.7234,2,175.9,2,0.211,1,0.0008,2,I9N-S113
3202,2,1.4924,2,34.7237,2,175.9,2,0.209,1,0.0008,2,I9N-S113
3204,2,1.4923,2,34.7238,2,176,2,0.206,1,0.0008,2,I9N-S113
3206,2,1.4918,2,34.7235,2,175.9,2,0.213,1,0.0008,2,I9N-S113
3208,2,1.4915,2,34.7232,2,176,2,0.211,1,0.0008,2,I9N-S113
3210,2,1.4904,2,34.7234,2,175.9,2,0.212,1,0.0008,2,I9N-S113
3212,2,1.4896,2,34.7233,2,175.9,2,0.209,1,0.0008,2,I9N-S113
3214,2,1.4894,2,34.7234,2,175.9,2,0.213,1,0.0008,2,I9N-S113
3216,2,1.4892,2,34.7233,2,176,2,0.212,1,0.0008,2,I9N-S113
3218,2,1.4888,2,34.7232,2,176,2,0.21,1,0.0008,2,I9N-S113
3220,2,1.4888,2,34.7233,2,176,2,0.206,1,0.0008,2,I9N-S113
3222,2,1.4893,2,34.7232,2,176.1,2,0.211,1,0.0008,2,I9N-S113
3224,2,1.4894,2,34.7233,2,176.2,2,0.209,1,0.0008,2,I9N-S113
3226,2,1.4893,2,34.7234,2,176.2,2,0.21,1,0.0008,2,I9N-S113
3228,2,1.4888,2,34.7234,2,176.2,2,0.212,1,0.0008,2,I9N-S113
3230,2,1.4888,2,34.7233,2,176,2,0.205,1,0.0008,2,I9N-S113
3232,2,1.4886,2,34.7232,2,176,2,0.213,1,0.0008,2,I9N-S113
3234,2,1.4884,2,34.7232,2,176.1,2,0.206,1,0.0008,2,I9N-S113
3236,2,1.4857,2,34.7232,2,176.1,2,0.207,1,0.0008,2,I9N-S113
3238,2,1.4819,2,34.7233,2,176.2,2,0.211,1,0.0008,2,I9N-S113
3240,2,1.4763,2,34.7232,2,176.3,2,0.212,1,0.0008,2,I9N-S113
3242,2,1.473,2,34.723,2,176.3,2,0.208,1,0.0008,2,I9N-S113
3244,2,1.4716,2,34.7227,2,176.4,2,0.211,1,0.0008,2,I9N-S113
3246,2,1.4704,2,34.7229,2,176.5,2,0.213,1,0.0008,2,I9N-S113
3248,2,1.4698,2,34.7231,2,176.5,2,0.211,1,0.0008,2,I9N-S113
3250,2,1.4688,2,34.723,2,176.5,2,0.214,1,0.0008,2,I9N-S113
3252,2,1.4685,2,34.7227,2,176.6,2,0.208,1,0.0008,2,I9N-S113
3254,2,1.467,2,34.723,2,176.7,2,0.208,1,0.0008,2,I9N-S113
3256,2,1.466,2,34.723,2,176.7,2,0.204,1,0.0008,2,I9N-S113
3258,2,1.4648,2,34.7229,2,176.7,2,0.207,1,0.0008,2,I9N-S113
3260,2,1.4643,2,34.7228,2,176.8,2,0.21,1,0.0008,2,I9N-S113
3262,2,1.4639,2,34.7225,2,176.8,2,0.211,1,0.0008,2,I9N-S113
3264,2,1.4623,2,34.7228,2,176.9,2,0.213,1,0.0008,2,I9N-S113
3266,2,1.4595,2,34.723,2,177,2,0.217,1,0.0008,2,I9N-S113
3268,2,1.4567,2,34.7229,2,177,2,0.217,1,0.0008,2,I9N-S113
3270,2,1.4552,2,34.7226,2,177.1,2,0.213,1,0.0008,2,I9N-S113
3272,2,1.4541,2,34.7226,2,177.1,2,0.208,1,0.0008,2,I9N-S113
3274,2,1.4508,2,34.7226,2,177.2,2,0.211,1,0.0008,2,I9N-S113
3276,2,1.45,2,34.7224,2,177.2,2,0.21,1,0.0008,2,I9N-S113
3278,2,1.4493,2,34.7224,2,177.3,2,0.209,1,0.0008,2,I9N-S113
3280,2,1.4465,2,34.7225,2,177.3,2,0.211,1,0.0008,2,I9N-S113
3282,2,1.4435,2,34.7225,2,177.4,2,0.214,1,0.0008,2,I9N-S113
3284,2,1.4417,2,34.7224,2,177.4,2,0.211,1,0.0008,2,I9N-S113
3286,2,1.4412,2,34.7221,2,177.5,2,0.212,1,0.0004,2,I9N-S113
3288,2,1.4398,2,34.7224,2,177.6,2,0.209,1,0.0004,2,I9N-S113
3290,2,1.4393,2,34.7224,2,177.6,2,0.209,1,0.0004,2,I9N-S113
3292,2,1.4382,2,34.7223,2,177.6,2,0.211,1,0.0016,2,I9N-S113
3294,2,1.4385,2,34.7219,2,177.7,2,0.209,1,0.0024,2,I9N-S113
3296,2,1.4371,2,34.7222,2,177.8,2,0.215,1,0.0016,2,I9N-S113
3298,2,1.437,2,34.7222,2,177.8,2,0.209,1,0.0008,2,I9N-S113
3300,2,1.4365,2,34.7223,2,177.8,2,0.208,1,0.0008,2,I9N-S113
3302,2,1.4362,2,34.7223,2,177.9,2,0.21,1,0.0008,2,I9N-S113
3304,2,1.436,2,34.7222,2,177.9,2,0.212,1,0.0008,2,I9N-S113
3306,2,1.4345,2,34.722,2,178,2,0.213,1,0.0004,2,I9N-S113
3308,2,1.4319,2,34.7223,2,178.1,2,0.207,1,0.0004,2,I9N-S113
3310,2,1.4291,2,34.7222,2,178.1,2,0.213,1,0.0004,2,I9N-S113
3312,2,1.4282,2,34.7222,2,178.1,2,0.209,1,0.0004,2,I9N-S113
3314,2,1.4273,2,34.7221,2,178.2,2,0.214,1,0.0004,2,I9N-S113
3316,2,1.4268,2,34.7219,2,178.3,2,0.212,1,0.0004,2,I9N-S113
3318,2,1.4259,2,34.7222,2,178.3,2,0.211,1,0.0008,2,I9N-S113
3320,2,1.4258,2,34.7222,2,178.3,2,0.204,1,0.0008,2,I9N-S113
3322,2,1.4251,2,34.7221,2,178.4,2,0.212,1,0.0004,2,I9N-S113
3324,2,1.423,2,34.7217,2,178.5,2,0.209,1,0.0004,2,I9N-S113
3326,2,1.4203,2,34.722,2,178.5,2,0.207,1,0.0004,2,I9N-S113
3328,2,1.4202,2,34.722,2,178.6,2,0.209,1,0.0004,2,I9N-S113
3330,2,1.4199,2,34.7219,2,178.5,2,0.212,1,0.0004,2,I9N-S113
3332,2,1.4195,2,34.7219,2,178.6,2,0.212,1,0.0004,2,I9N-S113
3334,2,1.4193,2,34.7217,2,178.6,2,0.213,1,0.0004,2,I9N-S113
3336,2,1.4188,2,34.722,2,178.6,2,0.21,1,0.0008,2,I9N-S113
3338,2,1.4185,2,34.7219,2,178.5,2,0.213,1,0.0008,2,I9N-S113
3340,2,1.4174,2,34.722,2,178.5,2,0.208,1,0.0008,2,I9N-S113
3342,2,1.4171,2,34.7219,2,178.7,2,0.207,1,0.0004,2,I9N-S113
