CTDPRS_DBAR,CTDPRS_FLAG_W,CTDTMP_ITS-90,CTDTMP_FLAG_W,CTDSAL_PSS-78,CTDSAL_FLAG_W,CTDOXY_UMOL_KG,CTDOXY_FLAG_W,CTDCDOMFRAW_0-5VDC,CTDCDOMFRAW_FLAG_W,CTDBEAMCP_METER,CTDBEAMCP_FLAG_W,StationID
3780,2,1.234,2,34.7184,2,183.9,2,0.211,1,0.0004,2,I9N-S145
3782,2,1.2332,2,34.7183,2,183.9,2,0.206,1,0.0004,2,I9N-S145
3784,2,1.233,2,34.7182,2,184,2,0.207,1,0.0004,2,I9N-S145
3786,2,1.2327,2,34.7183,2,184,2,0.209,1,0.0004,2,I9N-S145
3788,2,1.2324,2,34.7184,2,184.1,2,0.214,1,0.0004,2,I9N-S145
3790,2,1.2321,2,34.7184,2,184.2,2,0.205,1,0.0004,2,I9N-S145
3792,2,1.2322,2,34.7185,2,184.2,2,0.208,1,0.0004,2,I9N-S145
3794,2,1.2322,2,34.7185,2,184.2,2,0.208,1,0.0004,2,I9N-S145
3796,2,1.2321,2,34.7184,2,184.3,2,0.208,1,0.0004,2,I9N-S145
3798,2,1.2318,2,34.7183,2,184.3,2,0.205,1,0.0004,2,I9N-S145
3800,2,1.2314,2,34.7183,2,184.4,2,0.21,1,0.0004,2,I9N-S145
3802,2,1.2315,2,34.7184,2,184.5,2,0.21,1,0.0004,2,I9N-S145
3804,2,1.2314,2,34.7184,2,184.5,2,0.206,1,0.0004,2,I9N-S145
3806,2,1.2309,2,34.7184,2,184.5,2,0.206,1,0.0004,2,I9N-S145
3808,2,1.2268,2,34.7184,2,184.6,2,0.206,1,0.0004,2,I9N-S145
3810,2,1.2232,2,34.718,2,184.7,2,0.209,1,0.0004,2,I9N-S145
3812,2,1.2207,2,34.7179,2,184.7,2,0.206,1,0.0004,2,I9N-S145
3814,2,1.219,2,34.7179,2,184.8,2,0.204,1,0.0004,2,I9N-S145
3816,2,1.2161,2,34.718,2,184.8,2,0.206,1,0.0004,2,I9N-S145
3818,2,1.2121,2,34.7178,2,184.9,2,0.206,1,0.0004,2,I9N-S145
3820,2,1.2081,2,34.7177,2,185,2,0.21,1,0.0004,2,I9N-S145
3822,2,1.2004,2,34.7174,2,185.1,2,0.206,1,0.0004,2,I9N-S145
3824,2,1.1994,2,34.7173,2,185.3,2,0.208,1,0.0004,2,I9N-S145
3826,2,1.1995,2,34.7172,2,185.5,2,0.207,1,0.0004,2,I9N-S145
3828,2,1.1997,2,34.7172,2,185.7,2,0.205,1,0.0004,2,I9N-S145
3830,2,1.1997,2,34.7174,2,185.9,2,0.205,1,0.0008,2,I9N-S145
3832,2,1.1998,2,34.7175,2,185.9,2,0.205,1,0.0008,2,I9N-S145
3834,2,1.1998,2,34.7174,2,186,2,0.206,1,0.0008,2,I9N-S145
3836,2,1.1999,2,34.7174,2,186.3,2,0.207,1,0.0004,2,I9N-S145
3838,2,1.2,2,34.7174,2,186.4,2,0.205,1,0.0004,2,I9N-S145
3840,2,1.2001,2,34.7174,2,186.5,2,0.205,1,0.0004,2,I9N-S145
3842,2,1.2,2,34.7173,2,186.5,2,0.206,1,0.0004,2,I9N-S145
3844,2,1.1996,2,34.7174,2,186.6,2,0.203,1,0.0004,2,I9N-S145
3846,2,1.1987,2,34.7174,2,186.6,2,0.208,1,0.0004,2,I9N-S145
3848,2,1.1965,2,34.7173,2,186.7,2,0.206,1,0.0004,2,I9N-S145
3850,2,1.1955,2,34.7172,2,186.7,2,0.206,1,0.0004,2,I9N-S145
3852,2,1.1952,2,34.7172,2,186.8,2,0.201,1,0.0004,2,I9N-S145
3854,2,1.1948,2,34.7172,2,186.8,2,0.205,1,0.0004,2,I9N-S145
3856,2,1.1946,2,34.7172,2,186.9,2,0.201,1,0.0004,2,I9N-S145
3858,2,1.1946,2,34.7172,2,186.9,2,0.203,1,0.0004,2,I9N-S145
3860,2,1.1947,2,34.7173,2,187,2,0.201,1,0.0004,2,I9N-S145
3862,2,1.1948,2,34.7172,2,187,2,0.207,1,0.0004,2,I9N-S145
3864,2,1.195,2,34.7171,2,187.1,2,0.208,1,0.0004,2,I9N-S145
3866,2,1.1951,2,34.7172,2,187.1,2,0.207,1,0.0004,2,I9N-S145
3868,2,1.1952,2,34.7171,2,187.2,2,0.206,1,0.0004,2,I9N-S145
3870,2,1.1951,2,34.7171,2,187.2,2,0.208,1,0.0004,2,I9N-S145
3872,2,1.1952,2,34.7171,2,187.3,2,0.206,1,0.0004,2,I9N-S145
3874,2,1.1952,2,34.7172,2,187.3,2,0.204,1,0.0004,2,I9N-S145
3876,2,1.1951,2,34.7172,2,187.4,2,0.208,1,0.0004,2,I9N-S145
3878,2,1.1951,2,34.7172,2,187.4,2,0.205,1,0.0004,2,I9N-S145
3880,2,1.1952,2,34.7172,2,187.4,2,0.207,1,0.0004,2,I9N-S145
3882,2,1.1952,2,34.7172,2,187.3,2,0.2,1,0.0004,2,I9N-S145
3884,2,1.1954,2,34.7171,2,187.2,2,0.205,1,0.0004,2,I9N-S145
3886,2,1.1956,2,34.717,2,187.3,2,0.203,1,0.0004,2,I9N-S145
3888,2,1.1958,2,34.7171,2,187.3,2,0.201,1,0.0004,2,I9N-S145
3890,2,1.196,2,34.7171,2,187.4,2,0.205,1,0.0004,2,I9N-S145
3892,2,1.1961,2,34.7173,2,187.5,2,0.204,1,0.0004,2,I9N-S145
3894,2,1.1963,2,34.7172,2,187.5,2,0.204,1,0.0004,2,I9N-S145
3896,2,1.1964,2,34.7172,2,187.6,2,0.207,1,0.0004,2,I9N-S145
3898,2,1.1966,2,34.7173,2,187.6,2,0.209,1,0.0004,2,I9N-S145
3900,2,1.1969,2,34.7171,2,187.6,2,0.205,1,0.0004,2,I9N-S145
3902,2,1.197,2,34.7171,2,187.6,2,0.203,1,0.0004,2,I9N-S145
3904,2,1.1971,2,34.7171,2,187.6,2,0.203,1,0.0004,2,I9N-S145
3906,2,1.1972,2,34.7171,2,187.5,2,0.206,1,0.0004,2,I9N-S145
3908,2,1.1973,2,34.7172,2,187.5,2,0.205,1,0.0004,2,I9N-S145
3910,2,1.1973,2,34.7172,2,187.6,2,0.207,1,0.0004,2,I9N-S145
3912,2,1.1974,2,34.7172,2,187.6,2,0.207,1,0.0004,2,I9N-S145
3914,2,1.1974,2,34.7172,2,187.7,2,0.207,1,0.0004,2,I9N-S145
3916,2,1.1954,2,34.7171,2,187.7,2,0.205,1,0.0004,2,I9N-S145
3918,2,1.1929,2,34.7169,2,187.8,2,0.208,1,0.0004,2,I9N-S145
3920,2,1.1923,2,34.717,2,187.8,2,0.206,1,0.0004,2,I9N-S145
3922,2,1.1925,2,34.7169,2,187.8,2,0.21,1,0.0004,2,I9N-S145
3924,2,1.1926,2,34.7169,2,187.9,2,0.206,1,0.0004,2,I9N-S145
3926,2,1.1927,2,34.717,2,188,2,0.202,1,0.0004,2,I9N-S145
3928,2,1.1928,2,34.7169,2,188,2,0.204,1,0.0004,2,I9N-S145
3930,2,1.1926,2,34.717,2,188.1,2,0.205,1,0.0004,2,I9N-S145
3932,2,1.1921,2,34.7169,2,187.9,2,0.202,1,0.0004,2,I9N-S145
3934,2,1.191,2,34.7169,2,187.8,2,0.204,1,0.0004,2,I9N-S145
3936,2,1.1907,2,34.7169,2,187.9,2,0.206,1,0.0004,2,I9N-S145
3938,2,1.1907,2,34.7169,2,188,2,0.204,1,0.0004,2,I9N-S145
3940,2,1.1901,2,34.7169,2,188,2,0.204,1,0.0004,2,I9N-S145
3942,2,1.1896,2,34.717,2,188.1,2,0.204,1,0.0004,2,I9N-S145
3944,2,1.1891,2,34.7168,2,188.1,2,0.203,1,0.0004,2,I9N-S145
3946,2,1.1864,2,34.7168,2,188.2,2,0.203,1,0.0004,2,I9N-S145
3948,2,1.1843,2,34.7166,2,188.2,2,0.21,1,0.0004,2,I9N-S145
3950,2,1.1836,2,34.7165,2,188.3,2,0.208,1,0.0004,2,I9N-S145
3952,2,1.1818,2,34.7166,2,188.3,2,0.202,1,0.0004,2,I9N-S145
3954,2,1.173,2,34.7164,2,188.4,2,0.204,1,0.0004,2,I9N-S145
3956,2,1.1706,2,34.7161,2,188.5,2,0.198,1,0.0004,2,I9N-S145
3958,2,1.1692,2,34.7162,2,188.5,2,0.202,1,0.0004,2,I9N-S145
3960,2,1.1684,2,34.7162,2,188.7,2,0.208,1,0.0004,2,I9N-S145
3962,2,1.1675,2,34.7162,2,188.9,2,0.2,1,0.0004,2,I9N-S145
3964,2,1.1666,2,34.7161,2,189,2,0.208,1,0.0004,2,I9N-S145
3966,2,1.1663,2,34.7162,2,189,2,0.209,1,0.0004,2,I9N-S145
3968,2,1.1663,2,34.7162,2,189.1,2,0.198,1,0.0004,2,I9N-S145
3970,2,1.1664,2,34.7161,2,189.1,2,0.2,1,0.0004,2,I9N-S145
3972,2,1.1664,2,34.716,2,189.2,2,0.202,1,0.0004,2,I9N-S145
3974,2,1.1663,2,34.7161,2,189.3,2,0.204,1,0.0004,2,I9N-S145
3976,2,1.1662,2,34.7162,2,189.4,2,0.203,1,0.0004,2,I9N-S145
3978,2,1.1664,2,34.7162,2,189.4,2,0.2,1,0.0004,2,I9N-S145
3980,2,1.1665,2,34.7161,2,189.5,2,0.201,1,0.0004,2,I9N-S145
3982,2,1.1667,2,34.7161,2,189.6,2,0.202,1,0.0004,2,I9N-S145
3984,2,1.1669,2,34.7162,2,189.6,2,0.199,1,0.0004,2,I9N-S145
3986,2,1.1671,2,34.7163,2,189.6,2,0.206,1,0.0004,2,I9N-S145
3988,2,1.1674,2,34.7162,2,189.6,2,0.204,1,0.0004,2,I9N-S145
3990,2,1.1676,2,34.7161,2,189.6,2,0.204,1,0.0004,2,I9N-S145
3992,2,1.1678,2,34.716,2,189.7,2,0.203,1,0.0004,2,I9N-S145
3994,2,1.1679,2,34.7162,2,189.7,2,0.204,1,0.0004,2,I9N-S145
3996,2,1.1678,2,34.7161,2,189.8,2,0.201,1,0.0004,2,I9N-S145
3998,2,1.1677,2,34.7161,2,189.8,2,0.201,1,0.0004,2,I9N-S145
4000,2,1.1674,2,34.7161,2,189.9,2,0.207,1,0.0004,2,I9N-S145
4002,2,1.1674,2,34.7161,2,189.9,2,0.203,1,0.0008,2,I9N-S145
4004,2,1.1669,2,34.716,2,190,2,0.204,1,0.0008,2,I9N-S145
4006,2,1.1667,2,34.7161,2,190,2,0.202,1,0.0008,2,I9N-S145
4008,2,1.1668,2,34.7161,2,190.1,2,0.208,1,0.0004,2,I9N-S145
4010,2,1.1671,2,34.7162,2,190,2,0.202,1,0.0004,2,I9N-S145
4012,2,1.1673,2,34.7161,2,190.2,2,0.211,1,0.0004,2,I9N-S145
4014,2,1.1674,2,34.7161,2,190,2,0.205,1,0.0004,2,I9N-S145
4016,2,1.1677,2,34.7161,2,189.9,2,0.207,1,0.0004,2,I9N-S145
4018,2,1.1679,2,34.7161,2,190,2,0.201,1,0.0004,2,I9N-S145
4020,2,1.1681,2,34.7161,2,190,2,0.202,1,0.0004,2,I9N-S145
4022,2,1.1676,2,34.7161,2,190.1,2,0.206,1,0.0004,2,I9N-S145
4024,2,1.1665,2,34.7161,2,190.1,2,0.202,1,0.0004,2,I9N-S145
4026,2,1.1663,2,34.7161,2,190.2,2,0.199,1,0.0004,2,I9N-S145
4028,2,1.1662,2,34.7159,2,190.2,2,0.203,1,0.0004,2,I9N-S145
4030,2,1.1653,2,34.7159,2,190.1,2,0.201,1,0.0004,2,I9N-S145
4032,2,1.1651,2,34.716,2,190,2,0.201,1,0.0004,2,I9N-S145
4034,2,1.1649,2,34.716,2,190.1,2,0.201,1,0.0004,2,I9N-S145
4036,2,1.1648,2,34.7159,2,190.1,2,0.199,1,0.0004,2,I9N-S145
4038,2,1.1647,2,34.7158,2,190.2,2,0.202,1,0.0004,2,I9N-S145
4040,2,1.1644,2,34.7159,2,190.2,2,0.208,1,0.0004,2,I9N-S145
4042,2,1.1637,2,34.7159,2,190.3,2,0.207,1,0.0004,2,I9N-S145
4044,2,1.1635,2,34.7159,2,190.3,2,0.205,1,0.0004,2,I9N-S145
4046,2,1.1632,2,34.7159,2,190.4,2,0.205,1,0.0004,2,I9N-S145
4048,2,1.1622,2,34.7159,2,190.4,2,0.199,1,0.0004,2,I9N-S145
4050,2,1.1613,2,34.7157,2,190.5,2,0.194,1,0.0004,2,I9N-S145
4052,2,1.1612,2,34.7157,2,190.5,2,0.205,1,0.0004,2,I9N-S145
4054,2,1.1611,2,34.7157,2,190.6,2,0.202,1,0.0004,2,I9N-S145
4056,2,1.1601,2,34.7157,2,190.6,2,0.203,1,0.0004,2,I9N-S145
4058,2,1.1595,2,34.7157,2,190.6,2,0.202,1,0.0004,2,I9N-S145
4060,2,1.1588,2,34.7158,2,190.6,2,0.204,1,0.0004,2,I9N-S145
4062,2,1.1579,2,34.7156,2,190.8,2,0.202,1,0.0004,2,I9N-S145
4064,2,1.1577,2,34.7156,2,190.6,2,0.206,1,0.0004,2,I9N-S145
4066,2,1.1576,2,34.7158,2,190.8,2,0.204,1,0.0004,2,I9N-S145
4068,2,1.1573,2,34.7157,2,190.8,2,0.203,1,0.0004,2,I9N-S145
4070,2,1.1573,2,34.7157,2,190.8,2,0.202,1,0.0004,2,I9N-S145
4072,2,1.1574,2,34.7156,2,191,2,0.204,1,0.0004,2,I9N-S145
4074,2,1.1577,2,34.7157,2,191,2,0.206,1,0.0004,2,I9N-S145
4076,2,1.1579,2,34.7156,2,190.8,2,0.203,1,0.0004,2,I9N-S145
4078,2,1.1581,2,34.7157,2,190.8,2,0.2,1,0.0004,2,I9N-S145
4080,2,1.1579,2,34.7157,2,190.9,2,0.202,1,0.0004,2,I9N-S145
4082,2,1.1575,2,34.7156,2,190.9,2,0.201,1,0.0004,2,I9N-S145
4084,2,1.1568,2,34.7156,2,191,2,0.202,1,0.0004,2,I9N-S145
4086,2,1.1567,2,34.7155,2,191,2,0.206,1,0.0004,2,I9N-S145
4088,2,1.1563,2,34.7155,2,191.1,2,0.204,1,0.0004,2,I9N-S145
4090,2,1.1543,2,34.7155,2,191.1,2,0.204,1,0.0004,2,I9N-S145
4092,2,1.1533,2,34.7155,2,191.2,2,0.201,1,0.0004,2,I9N-S145
4094,2,1.1532,2,34.7156,2,191,2,0.196,1,0.0004,2,I9N-S145
4096,2,1.1532,2,34.7156,2,191.2,2,0.199,1,0.0004,2,I9N-S145
4098,2,1.1533,2,34.7156,2,191.3,2,0.202,1,0.0004,2,I9N-S145
4100,2,1.1534,2,34.7155,2,191.4,2,0.201,1,0.0004,2,I9N-S145
4102,2,1.1535,2,34.7154,2,191.4,2,0.202,1,0.0004,2,I9N-S145
4104,2,1.1537,2,34.7155,2,191.5,2,0.202,1,0.0004,2,I9N-S145
4106,2,1.1538,2,34.7154,2,191.5,2,0.207,1,0.0004,2,I9N-S145
4108,2,1.1539,2,34.7154,2,191.6,2,0.201,1,0.0004,2,I9N-S145
4110,2,1.154,2,34.7156,2,191.5,2,0.202,1,0.0004,2,I9N-S145
4112,2,1.1541,2,34.7155,2,191.5,2,0.205,1,0,2,I9N-S145
4114,2,1.1541,2,34.7155,2,191.4,2,0.204,1,0,2,I9N-S145
4116,2,1.1541,2,34.7154,2,191.4,2,0.207,1,0.0004,2,I9N-S145
4118,2,1.1542,2,34.7154,2,191.5,2,0.207,1,0.0004,2,I9N-S145
4120,2,1.1544,2,34.7156,2,191.5,2,0.202,1,0.0004,2,I9N-S145
4122,2,1.1546,2,34.7156,2,191.6,2,0.208,1,0.0004,2,I9N-S145
4124,2,1.1549,2,34.7156,2,191.6,2,0.204,1,0.0004,2,I9N-S145
4126,2,1.1551,2,34.7155,2,191.7,2,0.203,1,0.0004,2,I9N-S145
4128,2,1.1553,2,34.7155,2,191.7,2,0.205,1,0.0004,2,I9N-S145
4130,2,1.1554,2,34.7155,2,191.6,2,0.204,1,0.0004,2,I9N-S145
4132,2,1.1555,2,34.7155,2,191.5,2,0.203,1,0.0004,2,I9N-S145
4134,2,1.1557,2,34.7155,2,191.5,2,0.203,1,0.0004,2,I9N-S145
4136,2,1.1559,2,34.7154,2,191.6,2,0.2,1,0.0004,2,I9N-S145
4138,2,1.1561,2,34.7154,2,191.6,2,0.206,1,0,2,I9N-S145
4140,2,1.1563,2,34.7155,2,191.7,2,0.201,1,0,2,I9N-S145
4142,2,1.1565,2,34.7154,2,191.7,2,0.208,1,0.0004,2,I9N-S145
4144,2,1.1567,2,34.7156,2,191.8,2,0.203,1,0.0004,2,I9N-S145
4146,2,1.157,2,34.7156,2,191.8,2,0.201,1,0.0004,2,I9N-S145
4148,2,1.1571,2,34.7156,2,191.6,2,0.201,1,0.0004,2,I9N-S145
4150,2,1.1573,2,34.7155,2,191.7,2,0.2,1,0.0004,2,I9N-S145
4152,2,1.1575,2,34.7154,2,191.6,2,0.205,1,0.0004,2,I9N-S145
4154,2,1.1577,2,34.7154,2,191.7,2,0.201,1,0.0004,2,I9N-S145
4156,2,1.1579,2,34.7155,2,191.7,2,0.201,1,0.0004,2,I9N-S145
4158,2,1.1581,2,34.7154,2,191.8,2,0.2,1,0.0004,2,I9N-S145
4160,2,1.1584,2,34.7154,2,191.8,2,0.201,1,0.0004,2,I9N-S145
4162,2,1.1586,2,34.7154,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4164,2,1.1588,2,34.7155,2,191.9,2,0.2,1,0.0004,2,I9N-S145
4166,2,1.159,2,34.7155,2,191.7,2,0.206,1,0.0004,2,I9N-S145
4168,2,1.1593,2,34.7154,2,191.7,2,0.204,1,0.0004,2,I9N-S145
4170,2,1.1594,2,34.7155,2,191.7,2,0.203,1,0.0004,2,I9N-S145
4172,2,1.1596,2,34.7155,2,191.8,2,0.203,1,0.0004,2,I9N-S145
4174,2,1.1598,2,34.7156,2,191.8,2,0.2,1,0.0004,2,I9N-S145
4176,2,1.16,2,34.7154,2,191.9,2,0.202,1,0.0004,2,I9N-S145
4178,2,1.1602,2,34.7155,2,191.9,2,0.202,1,0.0004,2,I9N-S145
4180,2,1.1605,2,34.7156,2,192,2,0.203,1,0.0004,2,I9N-S145
4182,2,1.1607,2,34.7155,2,191.9,2,0.205,1,0.0004,2,I9N-S145
4184,2,1.1609,2,34.7155,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4186,2,1.1611,2,34.7155,2,191.8,2,0.206,1,0.0004,2,I9N-S145
4188,2,1.1613,2,34.7154,2,191.8,2,0.202,1,0.0004,2,I9N-S145
4190,2,1.1615,2,34.7154,2,191.9,2,0.2,1,0.0004,2,I9N-S145
4192,2,1.1617,2,34.7153,2,191.9,2,0.206,1,0.0004,2,I9N-S145
4194,2,1.1619,2,34.7154,2,192,2,0.198,1,0.0004,2,I9N-S145
4196,2,1.1621,2,34.7155,2,192,2,0.199,1,0.0004,2,I9N-S145
4198,2,1.1623,2,34.7154,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4200,2,1.1625,2,34.7154,2,191.8,2,0.199,1,0.0004,2,I9N-S145
4202,2,1.1627,2,34.7154,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4204,2,1.1627,2,34.7153,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4206,2,1.1626,2,34.7154,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4208,2,1.1627,2,34.7154,2,192,2,0.201,1,0.0004,2,I9N-S145
4210,2,1.1628,2,34.7156,2,191.9,2,0.202,1,0.0004,2,I9N-S145
4212,2,1.1631,2,34.7154,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4214,2,1.1632,2,34.7155,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4216,2,1.1631,2,34.7154,2,191.8,2,0.2,1,0.0004,2,I9N-S145
4218,2,1.1631,2,34.7153,2,191.9,2,0.205,1,0.0004,2,I9N-S145
4220,2,1.1628,2,34.7154,2,191.9,2,0.207,1,0.0004,2,I9N-S145
4222,2,1.1628,2,34.7154,2,192,2,0.201,1,0.0004,2,I9N-S145
4224,2,1.1628,2,34.7155,2,191.9,2,0.204,1,0.0004,2,I9N-S145
4226,2,1.1629,2,34.7154,2,191.8,2,0.199,1,0.0004,2,I9N-S145
4228,2,1.1631,2,34.7153,2,191.8,2,0.203,1,0.0004,2,I9N-S145
4230,2,1.1633,2,34.7154,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4232,2,1.1635,2,34.7153,2,191.9,2,0.209,1,0.0004,2,I9N-S145
4234,2,1.1638,2,34.7154,2,191.9,2,0.207,1,0.0004,2,I9N-S145
4236,2,1.164,2,34.7154,2,192,2,0.201,1,0.0004,2,I9N-S145
4238,2,1.1642,2,34.7154,2,192,2,0.203,1,0.0004,2,I9N-S145
4240,2,1.1645,2,34.7155,2,192.1,2,0.202,1,0.0004,2,I9N-S145
4242,2,1.1647,2,34.7154,2,191.9,2,0.203,1,0.0004,2,I9N-S145
4244,2,1.1646,2,34.7154,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4246,2,1.1643,2,34.7153,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4248,2,1.1642,2,34.7153,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4250,2,1.1639,2,34.7155,2,192,2,0.204,1,0.0004,2,I9N-S145
4252,2,1.1635,2,34.7154,2,191.9,2,0.206,1,0.0004,2,I9N-S145
4254,2,1.1635,2,34.7153,2,192,2,0.206,1,0.0004,2,I9N-S145
4256,2,1.1635,2,34.7152,2,191.9,2,0.204,1,0.0004,2,I9N-S145
4258,2,1.1633,2,34.7152,2,191.9,2,0.205,1,0.0004,2,I9N-S145
4260,2,1.1632,2,34.7153,2,191.8,2,0.207,1,0.0004,2,I9N-S145
4262,2,1.1632,2,34.7154,2,191.9,2,0.207,1,0.0004,2,I9N-S145
4264,2,1.1633,2,34.7154,2,191.9,2,0.206,1,0.0004,2,I9N-S145
4266,2,1.1631,2,34.7153,2,192,2,0.204,1,0.0004,2,I9N-S145
4268,2,1.1629,2,34.7153,2,191.9,2,0.204,1,0.0004,2,I9N-S145
4270,2,1.1629,2,34.7154,2,191.9,2,0.208,1,0.0004,2,I9N-S145
4272,2,1.1629,2,34.7153,2,191.8,2,0.203,1,0.0004,2,I9N-S145
4274,2,1.163,2,34.7154,2,191.8,2,0.203,1,0.0004,2,I9N-S145
4276,2,1.1632,2,34.7153,2,191.9,2,0.198,1,0.0004,2,I9N-S145
4278,2,1.1633,2,34.7152,2,191.9,2,0.2,1,0.0004,2,I9N-S145
4280,2,1.1635,2,34.7153,2,192,2,0.201,1,0.0004,2,I9N-S145
4282,2,1.1637,2,34.7153,2,192,2,0.198,1,0.0004,2,I9N-S145
4284,2,1.1639,2,34.7153,2,192.1,2,0.205,1,0.0004,2,I9N-S145
4286,2,1.164,2,34.7153,2,192.1,2,0.199,1,0.0004,2,I9N-S145
4288,2,1.1642,2,34.7151,2,192.2,2,0.204,1,0.0004,2,I9N-S145
4290,2,1.1643,2,34.7152,2,192.2,2,0.199,1,0.0004,2,I9N-S145
4292,2,1.1644,2,34.7152,2,192.1,2,0.203,1,0.0004,2,I9N-S145
4294,2,1.1645,2,34.7152,2,192,2,0.203,1,0.0004,2,I9N-S145
4296,2,1.1646,2,34.7152,2,192,2,0.204,1,0.0004,2,I9N-S145
4298,2,1.1647,2,34.7152,2,192.1,2,0.202,1,0.0004,2,I9N-S145
4300,2,1.1648,2,34.7152,2,192.1,2,0.203,1,0.0004,2,I9N-S145
4302,2,1.1648,2,34.7152,2,192.2,2,0.203,1,0.0004,2,I9N-S145
4304,2,1.165,2,34.7152,2,192.1,2,0.199,1,0.0004,2,I9N-S145
4306,2,1.165,2,34.7151,2,192.1,2,0.202,1,0.0004,2,I9N-S145
4308,2,1.165,2,34.7152,2,192,2,0.208,1,0.0004,2,I9N-S145
4310,2,1.1652,2,34.7152,2,192,2,0.201,1,0.0004,2,I9N-S145
4312,2,1.1654,2,34.7152,2,192.1,2,0.206,1,0.0004,2,I9N-S145
4314,2,1.1655,2,34.7151,2,192.1,2,0.199,1,0.0004,2,I9N-S145
4316,2,1.1656,2,34.7151,2,192.1,2,0.203,1,0.0004,2,I9N-S145
4318,2,1.1658,2,34.715,2,191.9,2,0.202,1,0.0004,2,I9N-S145
4320,2,1.1659,2,34.7152,2,191.9,2,0.2,1,0.0004,2,I9N-S145
4322,2,1.1661,2,34.7152,2,192,2,0.203,1,0.0004,2,I9N-S145
4324,2,1.1664,2,34.7151,2,192,2,0.204,1,0.0004,2,I9N-S145
4326,2,1.1666,2,34.7152,2,191.9,2,0.204,1,0.0004,2,I9N-S145
4328,2,1.1668,2,34.7152,2,191.9,2,0.202,1,0.0004,2,I9N-S145
4330,2,1.167,2,34.7152,2,191.8,2,0.199,1,0.0004,2,I9N-S145
4332,2,1.1672,2,34.715,2,191.8,2,0.199,1,0.0004,2,I9N-S145
4334,2,1.1674,2,34.7152,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4336,2,1.1676,2,34.7152,2,191.9,2,0.2,1,0.0004,2,I9N-S145
4338,2,1.1678,2,34.7151,2,192,2,0.203,1,0.0004,2,I9N-S145
4340,2,1.168,2,34.7152,2,192,2,0.205,1,0.0004,2,I9N-S145
4342,2,1.1681,2,34.7151,2,192,2,0.2,1,0.0004,2,I9N-S145
4344,2,1.1681,2,34.7151,2,191.8,2,0.2,1,0.0004,2,I9N-S145
4346,2,1.1682,2,34.7151,2,191.8,2,0.205,1,0.0004,2,I9N-S145
4348,2,1.1685,2,34.7151,2,191.9,2,0.21,1,0.0004,2,I9N-S145
4350,2,1.1685,2,34.7151,2,191.9,2,0.205,1,0.0004,2,I9N-S145
4352,2,1.1686,2,34.7151,2,192,2,0.201,1,0.0004,2,I9N-S145
4354,2,1.1687,2,34.7152,2,192,2,0.2,1,0.0004,2,I9N-S145
4356,2,1.1688,2,34.7151,2,192,2,0.202,1,0.0004,2,I9N-S145
4358,2,1.1688,2,34.715,2,191.9,2,0.205,1,0.0004,2,I9N-S145
4360,2,1.1688,2,34.7149,2,191.9,2,0.201,1,0.0004,2,I9N-S145
4362,2,1.1684,2,34.715,2,191.9,2,0.205,1,0.0004,2,I9N-S145
4364,2,1.1684,2,34.7151,2,191.9,2,0.199,1,0.0004,2,I9N-S145
4366,2,1.1683,2,34.715,2,192,2,0.205,1,0.0004,2,I9N-S145
4368,2,1.1683,2,34.7151,2,192,2,0.203,1,0.0004,2,I9N-S145
4370,2,1.1683,2,34.7151,2,192.1,2,0.202,1,0.0004,2,I9N-S145
4372,2,1.1685,2,34.7152,2,191.9,2,0.204,1,0.0008,2,I9N-S145
4374,2,1.1686,2,34.7151,2,192.1,2,0.199,1,0.0008,2,I9N-S145
4376,2,1.1687,2,34.715,2,191.9,2,0.204,1,0.0008,2,I9N-S145
4378,2,1.1689,2,34.715,2,191.9,2,0.205,1,0.0008,2,I9N-S145
4380,2,1.1691,2,34.7151,2,192,2,0.203,1,0.0008,2,I9N-S145
4382,2,1.1693,2,34.715,2,192,2,0.2,1,0.0008,2,I9N-S145
4384,2,1.1696,2,34.7151,2,192.1,2,0.209,1,0.0004,2,I9N-S145
4386,2,1.1698,2,34.7151,2,192.1,2,0.204,1,0.0004,2,I9N-S145
4388,2,1.17,2,34.715,2,192.2,2,0.205,1,0.0004,2,I9N-S145
4390,2,1.1703,2,34.715,2,192.2,2,0.202,1,0.0004,2,I9N-S145
4392,2,1.1705,2,34.7151,2,192.3,2,0.2,1,0.0004,2,I9N-S145
4394,2,1.1705,2,34.7152,2,192.3,2,0.206,1,0.0004,2,I9N-S145
4396,2,1.1704,2,34.7152,2,192.3,2,0.202,1,0.0004,2,I9N-S145
4398,2,1.1706,2,34.715,2,192.3,2,0.204,1,0.0004,2,I9N-S145
