STNNBR,CASTNO,LONGITUDE,LATITUDE,DEPTH_m,FE_nmol_L,FE_FLAG_W,ALUMIN_nmol_L,ALUMIN_FLAG_W
191,3,89.3057,14.074,131.7,0.49,2,7.9,2
191,3,89.3057,14.074,186.5,0.72,2,5.67,2
191,3,89.3057,14.074,236.9,0.81,2,5.13,2
191,3,89.3057,14.074,287.1,0.96,2,4.45,2
191,3,89.3057,14.074,489,0.95,2,3.58,2
191,3,89.3057,14.074,677.1,0.96,2,3.67,2
191,3,89.3057,14.074,979.1,0.98,2,3.19,2
193,1,89.8497,15,19.4,0.52,2,17.39,2
193,1,89.8497,15,39.8,0.29,2,8.02,2
193,1,89.8497,15,69.2,0.56,2,9.52,2
193,1,89.8497,15,90.8,0.52,2,9.52,2
193,1,89.8497,15,120,0.57,2,7.95,2
193,1,89.8497,15,140,0.55,2,7.63,2
193,1,89.8497,15,170.8,0.72,2,6.51,2
193,1,89.8497,15,242.2,0.87,2,5.47,2
193,1,89.8497,15,321.8,1.02,2,4.47,2
193,1,89.8497,15,423.8,0.91,2,4.29,2
193,1,89.8497,15,646,0.99,2,4.12,2
193,1,89.8497,15,949.4,0.75,2,3.38,2
195,2,89.8495,15.999,19.8,0.29,2,28.47,2
195,2,89.8495,15.999,33.8,0.28,2,18.89,2
195,2,89.8495,15.999,49.6,0.28,2,11.21,2
195,2,89.8495,15.999,75.8,0.49,2,12.63,2
195,2,89.8495,15.999,101.2,0.71,2,11.24,2
195,2,89.8495,15.999,126,0.52,2,9.98,2
195,2,89.8495,15.999,150.5,0.65,2,7.73,2
195,2,89.8495,15.999,222.2,0.74,2,6.01,2
195,2,89.8495,15.999,301.6,0.87,2,4.93,2
195,2,89.8495,15.999,504.3,0.82,2,4.52,2
195,2,89.8495,15.999,706.8,0.84,2,4.35,2
195,2,89.8495,15.999,1009.7,0.75,2,3.68,2
197,1,89.8502,17,18.9,0.54,2,32.35,2
197,1,89.8502,17,39.2,0.3,2,20.79,2
197,1,89.8502,17,64.3,0.43,2,8.34,2
197,1,89.8502,17,85.6,0.68,2,10.14,2
197,1,89.8502,17,97,0.85,2,8.79,2
197,1,89.8502,17,135.1,0.58,2,7.13,2
197,1,89.8502,17,184.1,0.92,4,5.69,4
197,1,89.8502,17,236.4,1.15,2,5.76,2
197,1,89.8502,17,286.6,1.32,2,5.11,2
197,1,89.8502,17,490.1,1.2,2,4.42,2
197,1,89.8502,17,675.6,1.24,2,4.38,2
197,1,89.8502,17,979.1,0.96,2,3.74,2
199,1,89.8511,18.003,16.3,0.48,2,25.75,2
199,1,89.8511,18.003,38.2,0.25,2,18.25,2
199,1,89.8511,18.003,69.8,0.44,2,7.3,2
199,1,89.8511,18.003,90.5,0.44,2,8.05,2
199,1,89.8511,18.003,119.1,0.59,2,7.21,2
199,1,89.8511,18.003,140.7,0.68,2,6.75,2
199,1,89.8511,18.003,170.2,0.72,2,5.65,2
199,1,89.8511,18.003,241.7,1,2,5.06,2
199,1,89.8511,18.003,322.5,1.32,2,3.82,2
199,1,89.8511,18.003,423.8,1.02,2,3.89,2
199,1,89.8511,18.003,646.8,0.97,2,4.02,2
199,1,89.8511,18.003,950.3,0.93,2,3.36,2
