SampleID	Cruise	Station	Replicate	Date	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NO3	NOx	NH3	PO4	TOC	PAR	Chlorophyll	DCM
72952	Gradients_3	underway	A	12/4/19	6:15:00 AM	29.53	-158.00	0.00	5837.00	19.64	35.48	237.54										
72959	Gradients_3	underway	A	12/4/19	9:14:00 AM	29.91	-157.99	0.00	5855.00	19.61	35.48	237.48	2.19	0.00	0.00	0.01	0.01	0.05	66.27			
72960	Gradients_3	underway	A	12/4/19	9:14:00 AM	29.91	-157.99	0.00	5855.00	19.61	35.48	237.48	2.19	0.00	0.00	0.01	0.01	0.05	66.27			
72967	Gradients_3	underway	A	12/4/19	1:30:00 PM	30.55	-158.00	0.00	5876.00	19.36	35.43	239.43	2.10	0.00	0.00	0.00	0.01	0.04	68.44			
72968	Gradients_3	underway	A	12/4/19	1:30:00 PM	30.55	-158.00	0.00	5876.00	19.36	35.43	239.43	2.10	0.00	0.00	0.00	0.01	0.04	68.44			
73007	Gradients_3	underway	A	13/4/19	3:25:00 AM	31.93	-158.00	0.00	5929.00	17.74	34.96	249.15	3.22	0.00	0.00	0.00	0.01	0.07	62.76			
73008	Gradients_3	underway	A	13/4/19	3:25:00 AM	31.93	-158.00	0.00	5929.00	17.74	34.96	249.15	3.22	0.00	0.00	0.00	0.01	0.07	62.76			
73015	Gradients_3	underway	A	13/4/19	6:20:00 AM	32.40	-158.00	0.00	6055.00	17.82	34.98	248.92	2.85	0.00	0.00	0.01	0.01	0.06	63.55			
73016	Gradients_3	underway	A	13/4/19	6:20:00 AM	32.40	-158.00	0.00	6055.00	17.82	34.98	248.92	2.85	0.00	0.00	0.01	0.01	0.06	63.55			
73023	Gradients_3	underway	A	13/4/19	9:00:00 AM	32.81	-158.00	0.00	5927.00	17.50	34.92	250.59	3.31	0.01	0.00	0.01	0.04	0.07	59.13			
73024	Gradients_3	underway	A	13/4/19	9:00:00 AM	32.81	-158.00	0.00	5927.00	17.50	34.92	250.59	3.31	0.01	0.00	0.01	0.04	0.07	59.13			
73029	Gradients_3	underway	A	13/4/19	12:07:00 PM	33.27	-158.00	0.00	5857.00	17.32	34.91	251.37	3.58	0.00	0.00	0.00	0.01	0.09	59.45			
73030	Gradients_3	underway	A	13/4/19	12:07:00 PM	33.27	-158.00	0.00	5857.00	17.32	34.91	251.37	3.58	0.00	0.00	0.00	0.01	0.09	59.45			
73035	Gradients_3	underway	A	13/4/19	4:30:00 PM	33.93	-158.00	0.00	6016.00	16.22	34.52	258.96	3.73	0.00	0.00	0.00	0.01	0.09	59.16			
73036	Gradients_3	underway	A	13/4/19	4:30:00 PM	33.93	-158.00	0.00	6016.00	16.22	34.52	258.96	3.73	0.00	0.00	0.00	0.01	0.09	59.16			
73043	Gradients_3	underway	A	13/4/19	6:12:00 PM	34.18	-158.00	0.00	5902.00	15.31	34.38	263.52	3.87	0.00	0.00	0.00	0.06	0.11	58.49			
73044	Gradients_3	underway	A	13/4/19	6:12:00 PM	34.18	-158.00	0.00	5902.00	15.31	34.38	263.52	3.87	0.00	0.00	0.00	0.06	0.11	58.49			
73049	Gradients_3	underway	A	13/4/19	9:05:00 PM	34.63	-158.00	0.00	5931.00	15.93	34.57	259.42	4.08	0.00	0.00	0.01	0.13	0.14	61.11			
73050	Gradients_3	underway	A	13/4/19	9:05:00 PM	34.63	-158.00	0.00	5931.00	15.93	34.57	259.42	4.08	0.00	0.00	0.01	0.13	0.14	61.11			
73057	Gradients_3	underway	A	14/4/19	12:00:00 AM	35.07	-158.00	0.00	6054.00	15.20	34.36	265.13	4.26	0.00	0.01	0.01	0.03	0.14	57.27			
73058	Gradients_3	underway	A	14/4/19	12:00:00 AM	35.07	-158.00	0.00	6054.00	15.20	34.36	265.13	4.26	0.00	0.01	0.01	0.03	0.14	57.27			
73063	Gradients_3	underway	A	14/4/19	3:25:00 AM	35.58	-158.00	0.00	5620.00	15.08	34.46	263.28	4.23	0.00	0.01	0.01	0.06	0.14	58.20			
73064	Gradients_3	underway	A	14/4/19	3:25:00 AM	35.58	-158.00	0.00	5620.00	15.08	34.46	263.28	4.23	0.00	0.01	0.01	0.06	0.14	58.20			
73073	Gradients_3	underway	A	14/4/19	7:21:00 AM	36.19	-158.00	0.00	5297.00	14.68	34.43	264.75	4.31	0.01	0.01	0.02	0.05	0.14	57.45			
73074	Gradients_3	underway	A	14/4/19	7:21:00 AM	36.19	-158.00	0.00	5297.00	14.68	34.43	264.75	4.31	0.01	0.01	0.02	0.05	0.14	57.45			
73113	Gradients_3	underway	A	14/4/19	9:10:00 PM	37.47	-158.00	0.00	5503.00	13.28	34.06	277.90	3.78	0.01	0.00	0.01	0.07	0.22	59.10			
73114	Gradients_3	underway	A	14/4/19	9:10:00 PM	37.47	-158.00	0.00	5503.00	13.28	34.06	277.90	3.78	0.01	0.00	0.01	0.07	0.22	59.10			
73119	Gradients_3	underway	A	15/4/19	3:20:00 AM	38.55	-158.00	0.00	5390.00	12.18	33.85	283.37	4.45	0.05	1.30	1.36	0.14	0.31	56.49			
73120	Gradients_3	underway	A	15/4/19	3:20:00 AM	38.55	-158.00	0.00	5390.00	12.18	33.85	283.37	4.45	0.05	1.30	1.36	0.14	0.31	56.49			
73125	Gradients_3	underway	A	15/4/19	9:28:00 AM	39.66	-158.00	0.00	5224.00	11.43	33.79	285.51	4.34	0.06	1.30	1.36	0.07	0.31	56.30			
73126	Gradients_3	underway	A	15/4/19	9:28:00 AM	39.66	-158.00	0.00	5224.00	11.43	33.79	285.51	4.34	0.06	1.30	1.36	0.07	0.31	56.30			
73131	Gradients_3	underway	A	15/4/19	3:05:00 PM	40.61	-158.00	0.00	5338.00	11.41	33.85	284.56	7.56	0.11	5.14	5.24	0.13	0.60	55.89			
73132	Gradients_3	underway	A	15/4/19	3:05:00 PM	40.61	-158.00	0.00	5338.00	11.41	33.85	284.56	7.56	0.11	5.14	5.24	0.13	0.60	55.89			
