SampleID	Cruise	Station	Date	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NO3	NOx	NH3	PO4	PAR	Chlorophyll
PS122-3-34-66-water-2m-S26	MOSAiC	PS122/3_34-66	4/4/20	9:41:00 am	84.67	12.88	20												
PS122-3-37-46-water-20m-S86	MOSAiC	PS122/3_37-46	23/4/20	8:02:00 am	84.07	16.05	20												
PS122-3-37-47-water-2m-S3	MOSAiC	PS122/3_37-47	23/4/20	10:48:00 am	84.07	16.03	2												
PS122-3-39-52-water-20m-S86	MOSAiC	PS122/3_39-52	7/5/20	9:58:00 am	83.93	16.79	20												
PS122-3-39-53-water-2m-S75	MOSAiC	PS122/3_39-53	7/5/20	10:13:00 am	83.93	16.78	2												
PS122-3-39-7-ice-bottom-0-5cm-S13	MOSAiC	PS122/3_39-7	4/5/20	7:49:00 am	83.89	18.24	bottom												
PS122-3-40-36-water-20m-S4	MOSAiC	PS122/3_40-36	16/5/20	2:09:00 pm	83.39	9.11	5												
PS122-3-40-36-water-5m-S87	MOSAiC	PS122/3_40-36	16/5/20	2:09:00 pm	83.39	9.11	1												
PS122-4-44-134-ice-bottom-0-5cm-S64	MOSAiC	PS122/4_44-134	22/6/20	10:20:45 am	81.97	9.35	bottom												
PS122-4-44-187-water-20m-S88	MOSAiC	PS122/4_44-187	27/6/20	2:57:41 pm	81.93	9.83	30												
PS122-4-44-187-water-2m-S5	MOSAiC	PS122/4_44-187	27/6/20	2:57:41 pm	81.93	9.83	2												
PS122-4-44-187-water-50m-S76	MOSAiC	PS122/4_44-187	27/6/20	2:57:41 pm	81.93	9.83	50												
PS122-4-44-42-ice-bottom-0-5cm-S16	MOSAiC	PS122/4_44-42	13/6/20	10:17:16 am	82.17	7.65	bottom												
PS122-4-44-76-water-2m-S52	MOSAiC	PS122/4_44-76	16/6/20	12:59:49 pm	82.19	8.31	2												
PS122-4-44-76-water-35m-S40	MOSAiC	PS122/4_44-76	16/6/20	12:59:49 pm	82.19	8.31	35												
PS122-4-44-76-water-50m-S28	MOSAiC	PS122/4_44-76	16/6/20	12:59:49 pm	82.19	8.31	50												
PS122-4-45-29-ice-bottom-0-5cm-S17	MOSAiC	PS122/4_45-29	30/6/20	2:50:00 pm	81.78	8.95	bottom												
PS122-4-45-48-water-100m-S29	MOSAiC	PS122/4_45-48	1/7/20	1:37:40 pm	81.76	8.86	50												
PS122-4-45-48-water-10m-S65	MOSAiC	PS122/4_45-48	1/7/20	1:37:40 pm	81.76	8.86	12												
PS122-4-45-48-water-2m-S77	MOSAiC	PS122/4_45-48	1/7/20	1:37:40 pm	81.76	8.86	2												
PS122-4-45-48-water-50m-S41	MOSAiC	PS122/4_45-48	1/7/20	1:37:40 pm	81.76	8.86	30												
PS122-4-45-48-water-chlmax-S53	MOSAiC	PS122/4_45-48	1/7/20	1:37:40 pm	81.76	8.86	30												
PS122-4-46-18-ice-bottom-rafted-S89	MOSAiC	PS122/4_46-18	6/7/20	5:10:00 pm	81.67	5.17	bottom-rafted												
PS122-4-46-20-ice-bottom-0-5cm-S31	MOSAiC	PS122/4_46-20	6/7/20	4:45:00 pm	81.67	5.19	bottom												
PS122-4-46-56-water-100m-S22	MOSAiC	PS122/4_46-56	9/7/20	6:44:57 am	81.56	2.61	100												
PS122-4-46-56-water-10m-S46	MOSAiC	PS122/4_46-56	9/7/20	6:44:57 am	81.56	2.61	10												
PS122-4-46-56-water-2m-S58	MOSAiC	PS122/4_46-56	9/7/20	6:44:57 am	81.56	2.61	2												
PS122-4-46-56-water-chlmax-S34	MOSAiC	PS122/4_46-56	9/7/20	6:44:57 am	81.56	2.61	35												
PS122-4-48-25-ice-bottom-0-5cm-S82	MOSAiC	PS122/4_48-25	20/7/20	4:45:00 pm	80.73	-0.55	bottom												
PS122-4-48-60-water-100m-S94	MOSAiC	PS122/4_48-60	23/7/20	7:24:16 am	80.39	-0.55	100												
PS122-4-48-60-water-15m-S23	MOSAiC	PS122/4_48-60	23/7/20	7:24:16 am	80.39	-0.55	15												
PS122-4-48-60-water-2m-S35	MOSAiC	PS122/4_48-60	23/7/20	7:24:16 am	80.39	-0.55	2												
PS122-4-48-60-water-50m-S11	MOSAiC	PS122/4_48-60	23/7/20	7:24:16 am	80.39	-0.55	50												
PS122-5-60-3-ice-bottom-0-5cm-S36	MOSAiC	PS122/5_60-3	31/8/20	5:30:00 am	88.29	113.82	bottom												
PS122-5-60-67-water-100m-S73	MOSAiC	PS122/5_60-67	3/9/20	4:20:39 am	88.55	119.32	100												
PS122-5-60-67-water-10m-S15	MOSAiC	PS122/5_60-67	3/9/20	4:20:39 am	88.55	119.32	10												
PS122-5-60-67-water-2m-S27	MOSAiC	PS122/5_60-67	3/9/20	4:20:39 am	88.55	119.32	2												
PS122-5-60-67-water-50m-S84	MOSAiC	PS122/5_60-67	3/9/20	4:20:39 am	88.55	119.32	50												
PS122-5-60-67-water-chlmax-S3	MOSAiC	PS122/5_60-67	3/9/20	4:20:39 am	88.55	119.32	25												
PS122-5-62-88-water-100m-S87	MOSAiC	PS122/5_62-88	17/9/20	4:36:37 am	89.03	108.18	100												
PS122-5-62-88-water-10m-S85	MOSAiC	PS122/5_62-88	17/9/20	4:36:37 am	89.03	108.18	10												
PS122-5-62-88-water-18m-S76	MOSAiC	PS122/5_62-88	17/9/20	4:36:37 am	89.03	108.18	18												
