SampleID	Cruise	Station	Date	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NO3	NOx	NH3	PO4	PAR	Chlorophyll
P15S-2016-8436	P15S	8436	8/6/16	15:01	-27.27	-170	7.4	5469	22.05	35.84						0			0.1
P15S-2016-8932	P15S	8932	10/6/16	6:05	-24.5	-170	90.2	5666	22.75	35.83	215.1	0.41	0	-0.02	-0.02		0.02		0.08
P15S-2016-8933	P15S	8933	10/6/16	6:05	-24.5	-170	66	5666	23.22	35.75	213.3	0.49	0	-0.02	-0.02	0.01	0.03		0.08
P15S-2016-8935	P15S	8935	10/6/16	6:05	-24.5	-170	18.6	5666	23.19	35.76	213.2	0.54	0	-0.02	-0.02		0.03		0.08
P15S-2016-8936	P15S	8936	10/6/16	6:05	-24.5	-170	5.3	5666	23.19	35.76	213.4	0.48	0	-0.02	-0.02	0.07	0.03		0.08
P15S-2016-901	P15S	901	8/5/16	7:56	-62.5	-169.99	2568.8	2467	0.8	34.71	206.1	126.52	0.01	32.41	32.42		2.25		
P15S-2016-905	P15S	905	8/5/16	7:56	-62.5	-169.99	2086.3	2467	1.05	34.72	204.6	112.72	0.01	31.92	31.93		2.22		
P15S-2016-915	P15S	915	8/5/16	7:56	-62.5	-169.99	1065.5	2467	1.87	34.73	189.2	88.42	0.01	31.33	31.34		2.17		
P15S-2016-921	P15S	921	8/5/16	7:56	-62.5	-169.99	486.3	2467	2.21	34.64	174.8	78.18	0.01	33.42	33.43		2.31		
P15S-2016-930	P15S	930	8/5/16	9:07	-62.5	-170	139.4	2410	1.53	34.31	234.8	57.66	0.02	34.27	34.29	0.69	2.37		
P15S-2016-933	P15S	933	8/5/16	7:56	-62.5	-169.99	64.7	2467	0.7	34.06	325.7	42.69	0.29	29.18	29.47		2.08		
P15S-2016-935	P15S	935	8/5/16	7:56	-62.5	-169.99	19.2	2467	0.69	34.06	326.4	42.59	0.3	29.14	29.44		2.07		
