SampleID	Cruise	Station	Date	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NO3	NOx	NH3	PO4	PAR	Chlorophyll
P15S_2016_1536	P15S	1536	11/5/16	15:21	-60.00	-170.02	13.60	3827.00	2.26	33.92	320.20	15.77	0.27	26.82	27.09	0.55	1.90		
P15S_2016_2001	P15S	2001	13/5/16	19:11	-57.50	-170.01	5029.40	5037.00	0.97	34.70	208.30	123.39	0.00	32.31	32.31		2.24		
P15S_2016_2012	P15S	2012	13/5/16	19:11	-57.50	-170.01	2086.80	5037.00	1.76	34.74	193.10	92.85	0.00	31.19	31.19		2.15		
P15S_2016_201	P15S	201	4/5/16	8:50	-66.33	-170.01	3329.00	3295.00	0.33	34.69	216.50	126.01	0.00	32.71	32.71		2.29		
P15S_2016_2020	P15S	2020	13/5/16	19:11	-57.50	-170.01	1035.60	5037.00	2.45	34.60	172.90	73.30	0.00	33.82	33.82		2.33		
P15S_2016_2025	P15S	2025	13/5/16	19:11	-57.50	-170.01	537.00	5037.00	2.91	34.31	206.50	46.12	0.00	33.38	33.38		2.29		
P15S_2016_2032	P15S	2032	13/5/16	23:09	-57.51	-170.01	112.50	4988.00	3.61	33.91	312.80	8.21	0.24	24.30	24.54	0.79	1.73		
P15S_2016_2034	P15S	2034	13/5/16	19:11	-57.50	-170.01	60.50	5037.00	3.65	33.91	312.50	8.00	0.24	24.20	24.44		1.72		
P15S_2016_2035	P15S	2035	13/5/16	19:11	-57.50	-170.01	35.00	5037.00	3.64	33.91	312.50	8.02	0.24	24.19	24.43		1.72		
P15S_2016_2036	P15S	2036	13/5/16	23:09	-57.51	-170.01	14.20	4988.00	3.64	33.91	312.40	8.04	0.24	24.20	24.44	0.68	1.72		
P15S_2016_209	P15S	209	4/5/16	8:50	-66.33	-170.01	1935.00	3295.00	0.52	34.70	209.00	125.43	0.01	32.61	32.62		2.28		
P15S_2016_217	P15S	217	4/5/16	8:50	-66.33	-170.01	1065.00	3295.00	0.96	34.72	200.20	113.52	0.01	32.19	32.20		2.24		
P15S_2016_223	P15S	223	4/5/16	8:50	-66.33	-170.01	485.00	3295.00	1.36	34.73	191.50	99.28	0.01	31.98	31.99		2.22		
