EXPOCODE,STNNBR,CASTNO,SAMPNO,DATE,time2,latitude,longitude,CTDPRS,CTDPRS_FLAG_W,TEMPERATURE,TEMPERATURE_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,Mn,Mn_FLAG_W,Fe,Fe_FLAG_W,Co,Co_FLAG_W,Ni,Ni_FLAG_W,Cu,Cu_FLAG_W,Zn,Zn_FLAG_W,Cd,Cd_FLAG_W,Pb,Pb_FLAG_W,time
P16S_33RR200501,1,2,12,20050110,1056,-16.0018,-149.99,20,2,28.5288,2,36.1097,2,-999,2,0.18,2,0,2,0.29,2,0,2,1.004,2,0.647,2,0.006,2,2.332,2,0.526,2,2.574,2,0.005,2,0.034,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,11,20050110,1056,-16.0018,-149.99,35,2,28.4806,2,36.1161,2,206.3,2,0.19,2,0,2,0.08,2,0,2,0.837,2,0.726,2,0.007,2,2.385,2,0.617,2,3.844,2,0.007,2,0.038,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,10,20050110,1056,-16.0018,-149.99,50,2,26.8039,2,36.2781,2,205.3,2,0.19,2,0,2,0.02,2,0,2,0.737,2,0.642,2,0.009,2,2.413,2,0.533,2,2.823,2,0.007,2,0.029,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,9,20050110,1056,-16.0018,-149.99,80,2,26.1932,2,36.2692,2,193.5,2,0.19,2,0,2,0.01,2,0,2,0.965,2,0.532,2,0.008,2,2.343,2,0.729,2,2.15,2,0.009,2,0.104,4,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,8,20050110,1056,-16.0018,-149.99,100,2,25.5538,2,36.2251,2,172.9,2,0.22,2,0,2,0.01,2,0,2,0.773,2,0.576,2,0.007,2,2.338,2,0.512,2,1.607,2,0.011,2,0.026,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,15,20050110,1056,-16.0018,-149.99,125.5,2,24.5017,2,36.9975,2,175.5,2,0.2,2,0,2,0.06,2,0,2,0.827,2,0.505,2,0.01,2,2.263,2,0.546,2,1.582,2,0.009,2,0.026,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,14,20050110,1056,-16.0018,-149.99,150.5,2,23.9115,2,36.0694,2,174.6,2,0.29,2,0,2,0.89,2,0.13,2,0.635,2,0.46,2,0.01,2,2.276,2,0.437,2,0.719,2,0.011,2,0.021,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,5,20050110,1056,-16.0018,-149.99,200.5,2,21.5728,2,35.9076,2,166.4,2,0.45,2,0,2,3.41,2,0.01,2,0.349,2,0.498,2,0.013,2,2.454,2,0.432,2,0.48,2,0.023,2,0.017,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,4,20050110,1056,-16.0018,-149.99,251,2,18.2861,2,35.4985,2,150,2,0.58,2,0.66,2,5.46,2,0.01,2,0.276,2,0.459,2,0.013,2,2.704,2,0.464,2,1.059,2,0.046,2,0.018,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,3,20050110,1056,-16.0018,-149.99,501.5,2,7.5176,2,34.447,2,129,2,2.04,2,17.85,2,28.02,2,0,2,0.133,2,0.551,2,0.04,2,5.317,2,0.964,2,1.497,2,0.51,2,0.012,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,2,20050110,1056,-16.0018,-149.99,704,2,5.3598,2,34.4477,2,-999,2,2.34,2,41.25,2,33.11,2,0,2,0.166,2,1.122,2,0.04,2,6.538,2,1.36,2,2.893,2,0.684,2,0.008,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,1,2,1,20050110,1056,-16.0018,-149.99,820,2,4.7162,2,34.479,2,139.7,2,2.43,2,53.6,2,34.22,2,0,2,0.204,2,1.119,2,0.039,2,6.935,2,1.641,2,4.286,2,0.753,2,0.009,2,2005-01-10T10:56:00.00Z
P16S_33RR200501,3,2,12,20050111,317,-16.9995,-150,19.8,2,28.5426,2,36.1166,2,196.8,2,0.17,2,0.64,2,0.18,2,0,2,0.812,2,0.541,2,0.005,2,2.369,2,0.597,2,2.024,2,0.001,2,0.024,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,11,20050111,317,-16.9995,-150,40,2,28.1275,2,36.157,2,204.4,2,0.18,2,0.64,2,0.19,2,0,2,0.881,2,0.249,2,0.008,2,2.454,2,0.681,2,1.047,2,0.002,2,0.024,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,10,20050111,317,-16.9995,-150,64.6,2,26.5875,2,36.2322,2,205.3,2,0.18,2,0.64,2,0.08,2,0,2,0.94,2,0.158,2,0.007,2,2.463,2,0.847,2,1.021,2,0.002,2,0.021,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,9,20050111,317,-16.9995,-150,85.4,2,25.9845,2,36.2153,2,199.1,2,0.18,2,0.43,2,0.19,2,0,2,0.906,2,0.182,2,0.012,2,2.456,2,0.987,2,1.176,2,0.002,2,0.057,4,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,8,20050111,317,-16.9995,-150,104.7,2,25.5449,2,36.1728,2,174.6,2,0.18,2,0.64,2,0.03,2,0,2,0.937,2,0.226,2,0.013,2,2.369,2,0.83,2,1.118,2,0.002,2,0.022,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,15,20050111,317,-16.9995,-150,135.6,2,24.5038,2,35.9152,2,176.2,2,0.17,2,0.43,2,0.04,2,0,2,0.873,2,0.179,2,0.012,2,2.35,2,0.953,2,0.615,2,0.001,2,0.021,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,14,20050111,317,-16.9995,-150,185,2,22.7203,2,35.9639,2,147.2,2,0.37,2,0.64,2,2.21,2,0.04,2,0.585,2,0.233,2,0.022,2,2.433,2,0.811,2,0.772,2,0.008,2,0.021,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,4,20050111,317,-16.9995,-150,286.7,2,16.7134,2,35.2922,2,152.6,2,0.68,2,2.1,2,7.36,2,0,2,0.234,2,0.178,2,0.02,2,2.98,2,0.785,2,0.796,2,0.063,2,0.018,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,3,20050111,317,-16.9995,-150,473.1,2,9.1021,2,34.5228,2,154.3,2,1.81,2,13.67,2,24.27,2,0,2,0.206,2,0.342,2,0.047,2,5.026,2,1.227,2,1.973,2,0.398,2,0.015,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,2,20050111,317,-16.9995,-150,724.2,2,5.167,2,34.4302,2,148.6,2,2.28,2,36.5,2,32.32,2,0,2,0.18,2,0.626,2,0.061,2,6.337,2,1.481,2,3.118,2,0.675,2,0.011,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,3,2,1,20050111,317,-16.9995,-150,855,2,4.38,2,34.4608,2,145.2,2,2.43,2,58.21,2,34.24,2,0,2,0.234,2,0.86,2,0.053,2,6.959,2,2.053,2,5.665,2,0.752,2,0.012,2,2005-01-11T03:17:00.00Z
P16S_33RR200501,5,2,12,20050111,1536,-17.9992,-150.001,20.2,2,28.3588,2,36.0813,2,196,2,0.17,2,0.85,2,0,2,0,2,1.716,2,-999,9,0.014,2,2.595,2,0.43,3,1.39,2,0.011,3,0.024,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,11,20050111,1536,-17.9992,-150.001,34.8,2,27.5811,2,36.0063,2,208.2,2,0.14,2,0.64,2,0.12,2,0,2,0.794,2,0.36,2,0.003,2,2.931,2,0.454,3,0.832,2,0.012,3,0.025,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,10,20050111,1536,-17.9992,-150.001,54.8,2,26.1921,2,35.9553,2,204.2,2,0.14,2,0.64,2,0.02,2,0,2,0.871,2,0.295,2,0.004,2,2.674,2,0.459,3,1.167,2,0.017,3,0.024,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,8,20050111,1536,-17.9992,-150.001,90.5,2,25.3227,2,35.9384,2,173.1,2,0.16,2,0.64,2,0.13,2,0,2,0.939,2,0.322,2,0.006,2,2.585,2,0.389,3,0.916,2,0.042,3,0.024,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,15,20050111,1536,-17.9992,-150.001,120.3,2,24.2617,2,35.891,2,176.6,2,0.19,2,0.64,2,-0.01,2,0,2,0.801,2,0.552,2,0.008,2,2.387,2,0.346,3,1.008,2,0.01,3,0.021,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,14,20050111,1536,-17.9992,-150.001,169.9,2,22.0795,2,35.8668,2,190.8,2,0.36,2,0.85,2,2.49,2,0.02,2,0.485,2,0.375,2,0.012,2,2.479,2,0.398,3,0.637,2,0.018,3,0.02,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,5,20050111,1536,-17.9992,-150.001,219.5,2,20.3194,2,35.7133,2,164.3,2,0.41,2,1.06,2,3.43,2,0.01,2,0.307,2,0.581,2,0.013,2,2.481,2,0.402,3,1.935,2,0.029,3,0.025,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,4,20050111,1536,-17.9992,-150.001,270.2,2,18.5277,2,35.5052,2,169.5,2,0.35,2,1.06,2,3.24,2,0.01,2,0.316,2,0.327,2,0.011,2,2.492,2,0.37,3,0.515,2,0.02,3,0.018,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,3,20050111,1536,-17.9992,-150.001,441,2,10.109,2,34.5925,2,171.3,2,1.51,2,9.05,2,20,2,0,2,0.17,2,0.561,2,0.031,2,4.483,2,0.763,3,1.109,2,0.299,3,0.018,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,2,20050111,1536,-17.9992,-150.001,721.7,2,5.2107,2,34.3934,2,158.1,2,2.13,2,25.96,2,30.3,2,0,2,0.136,2,0.703,2,0.045,2,5.962,2,1.055,3,2.076,2,0.591,3,0.012,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,5,2,1,20050111,1536,-17.9992,-150.001,850.1,2,4.5609,2,34.4512,2,147.3,2,2.42,2,54.24,2,34.25,2,0,2,0.178,2,0.938,2,0.043,2,6.81,2,1.519,3,4.185,2,0.714,3,0.012,2,2005-01-11T15:36:00.00Z
P16S_33RR200501,7,2,12,20050112,421,-18.9996,-150,20.8,2,28.3749,2,36.0585,2,197.5,2,0.16,2,0.57,2,0,2,0,2,1.261,2,0.514,2,0.004,2,2.342,2,0.483,2,1.952,2,0.005,2,0.021,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,11,20050112,421,-18.9996,-150,34.2,2,28.3626,2,36.0607,2,209.4,2,0.15,2,0.57,2,0,2,0,2,1.188,2,0.475,2,0.004,2,2.319,2,0.466,2,0.953,2,0.006,2,0.018,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,10,20050112,421,-18.9996,-150,49.9,2,26.8632,2,35.9886,2,201.9,2,0.15,2,0.56,2,0,2,0,2,1.166,2,0.626,2,0.004,2,2.364,2,0.441,2,0.871,2,0.005,2,0.02,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,9,20050112,421,-18.9996,-150,80.4,2,26.2674,2,36.0195,2,184.9,2,0.16,2,0.55,2,0,2,0,2,1.084,2,-999,9,0.006,2,2.302,2,0.488,2,1.257,2,0.008,2,0.124,4,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,8,20050112,421,-18.9996,-150,95.4,2,26.1253,2,36.0611,2,169.1,2,0.17,2,0.54,2,0,2,0,2,1.081,2,1.614,2,0.007,2,2.342,2,0.49,2,0.915,2,0.009,2,0.022,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,15,20050112,421,-18.9996,-150,100.8,2,26.1404,2,36.0804,2,171.6,2,0.19,2,0.54,2,0,2,0,2,1.313,2,1.163,2,0.008,2,2.333,2,0.455,2,3.77,2,0.013,2,0.022,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,14,20050112,421,-18.9996,-150,125.8,2,25.8557,2,36.1234,2,161,2,0.19,2,0.53,2,0.1,2,0.04,2,0.779,2,0.413,2,0.008,2,2.253,2,0.402,2,1.138,2,0.008,2,0.017,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,5,20050112,421,-18.9996,-150,200.8,2,22.0931,2,35.8668,2,162.6,2,0.39,2,0.72,2,2.83,2,0.02,2,0.472,2,0.497,2,0.014,2,2.392,2,0.464,2,1.004,2,0.017,2,0.017,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,4,20050112,421,-18.9996,-150,252.3,2,19.9905,2,35.7025,2,167.5,2,0.49,2,0.93,2,4.6,2,0.01,2,0.336,2,0.491,2,0.015,2,2.517,2,0.451,2,0.928,2,0.036,2,0.015,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,3,20050112,421,-18.9996,-150,502.8,2,8.8769,2,34.5029,2,158.2,2,1.75,2,12.19,2,23.73,2,0,2,0.164,2,0.581,2,0.037,2,4.876,2,0.874,2,1.161,2,0.403,2,0.012,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,2,20050112,421,-18.9996,-150,705.8,2,5.7898,2,34.393,2,152.8,2,2.22,2,29.58,2,31.35,2,0,2,0.146,2,0.754,2,0.044,2,6.015,2,1.295,2,2.595,2,0.632,2,0.008,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,7,2,1,20050112,421,-18.9996,-150,854.8,2,4.6758,2,34.4082,2,151.4,2,2.37,2,45.15,2,33.54,2,0,2,0.168,2,0.854,2,0.044,2,6.632,2,1.601,2,3.226,2,0.728,2,0.007,2,2005-01-12T04:21:00.00Z
P16S_33RR200501,9,2,12,20050112,1412,-20,-150,18.7,2,28.2119,2,35.7861,2,197.1,2,0.15,2,0.63,2,0.08,2,0,2,1.002,2,0.29,2,0.003,2,2.536,2,0.383,3,1.071,2,0.007,3,0.027,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,11,20050112,1412,-20,-150,39.8,2,26.1753,2,35.8359,2,197.5,2,0.14,2,0.63,2,0.03,2,0,2,0.969,2,0.245,2,0.005,2,2.564,2,0.387,3,0.66,2,0.007,3,0.023,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,10,20050112,1412,-20,-150,64.5,2,25.3784,2,35.8348,2,208.4,2,0.14,2,0.63,2,0.03,2,0,2,0.894,2,0.235,2,0.007,2,2.716,2,0.373,3,0.82,2,0.009,3,0.022,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,9,20050112,1412,-20,-150,85.3,2,24.8496,2,35.7837,2,204.9,2,0.14,2,0.63,2,0.08,2,0,2,0.902,2,0.27,2,0.007,2,2.628,2,0.436,3,0.628,2,0.011,3,0.051,4,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,8,20050112,1412,-20,-150,105.1,2,24.0992,2,35.7341,2,196.3,2,0.15,2,0.63,2,0.03,2,0,2,0.819,2,0.332,2,0.006,2,2.98,2,0.391,3,0.551,2,0.022,3,0.021,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,15,20050112,1412,-20,-150,135.9,2,23.4282,2,35.6976,2,190.4,2,0.16,2,0.63,2,0.08,2,0.01,2,0.776,2,0.225,2,0.011,2,2.702,2,0.401,3,0.514,2,0.013,3,0.021,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,14,20050112,1412,-20,-150,187.1,2,21.3458,2,35.6368,2,190,2,0.22,2,0.63,2,0.76,2,0.11,2,0.694,2,0.276,2,0.011,2,2.691,2,0.369,3,0.392,2,0.011,3,0.019,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,5,20050112,1412,-20,-150,236.5,2,19.5518,2,35.5968,2,182.2,2,0.34,2,0.84,2,2.85,2,0.01,2,0.353,2,0.314,2,0.012,2,2.472,2,0.34,3,0.287,2,0.018,3,0.017,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,4,20050112,1412,-20,-150,286.7,2,17.7778,2,35.431,2,166.9,2,0.39,2,1.05,2,3.74,2,0.01,2,0.311,2,0.274,2,0.014,2,2.605,2,0.337,3,0.263,2,0.023,3,0.016,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,3,20050112,1412,-20,-150,488.6,2,8.7031,2,34.4802,2,184.1,2,1.69,2,10.79,2,23.13,2,0,2,0.174,2,0.471,2,0.042,2,4.78,2,0.77,3,0.995,2,0.368,3,0.017,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,2,20050112,1412,-20,-150,674.2,2,5.85,2,34.3545,2,166.9,2,2.1,2,23.07,2,29.97,2,0,2,0.14,2,0.537,2,0.053,2,5.968,2,0.985,3,1.83,2,0.608,3,0.013,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,9,2,1,20050112,1412,-20,-150,849.9,2,4.8959,2,34.4092,2,149.4,2,2.36,2,43.16,2,33.35,2,0,2,0.167,2,0.701,2,0.046,2,6.871,2,1.286,3,3.832,2,0.696,3,0.013,2,2005-01-12T14:12:00.00Z
P16S_33RR200501,11,1,12,20050113,306,-21.0002,-150,18.2,2,27.4041,2,35.6843,2,199.8,2,0.14,2,0.22,2,0.06,2,0,2,1.494,2,0.113,2,0.005,2,2.272,2,0.445,2,1.766,2,0.003,2,0.021,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,11,20050113,306,-21.0002,-150,32.8,2,26.6698,2,35.7059,2,205.2,2,0.13,2,0.22,2,0.06,2,0,2,1.204,2,0.124,2,0.004,2,2.235,2,0.405,2,0.774,2,0.002,2,0.018,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,10,20050113,306,-21.0002,-150,52.9,2,25.1134,2,35.7514,2,212.3,2,0.13,2,0.22,2,0.06,2,0,2,1.322,2,0.091,2,0.006,2,2.265,2,0.471,2,1.177,2,0.005,2,0.018,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,9,20050113,306,-21.0002,-150,66.5,2,24.4376,2,35.7194,2,204.6,2,0.12,2,0.22,2,0.06,2,0,2,1.585,2,0.107,2,0.006,2,2.229,2,0.451,2,0.637,2,0.004,2,0.041,4,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,8,20050113,306,-21.0002,-150,86.8,2,23.0916,2,35.6597,2,185.5,2,0.12,2,0.22,2,0,2,0,2,1.433,2,0.111,2,0.008,2,2.15,2,0.489,2,1.093,2,0.004,2,0.018,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,15,20050113,306,-21.0002,-150,117.7,2,21.8493,2,35.6478,2,189.3,2,0.17,2,0.22,2,0.15,2,0.02,2,0.99,2,0.207,2,0.01,2,2.16,2,0.384,2,0.343,2,0.004,2,0.013,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,14,20050113,306,-21.0002,-150,169.3,2,20.8371,2,35.6715,2,187.4,2,0.29,2,0.42,2,1.87,2,0.06,2,0.758,2,0.071,2,0.011,2,2.235,2,0.398,2,0.668,2,0.009,2,0.014,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,5,20050113,306,-21.0002,-150,218.8,2,19.4994,2,35.5705,2,193.9,2,0.29,2,0.42,2,2.17,2,0.01,2,0.565,2,0.179,2,0.012,2,2.305,2,0.402,2,0.652,2,0.01,2,0.013,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,4,20050113,306,-21.0002,-150,269,2,17.414,2,35.3996,2,199.6,2,0.48,2,1.05,2,4.88,2,0,2,0.364,2,0.169,2,0.015,2,2.58,2,0.427,2,0.802,2,0.032,2,0.013,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,3,20050113,306,-21.0002,-150,470.5,2,9.3921,2,34.5561,2,208.8,2,1.34,2,5.4,2,18.53,2,0,2,0.223,2,0.31,2,0.037,2,4.286,2,0.723,2,1.097,2,0.256,2,0.013,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,2,20050113,306,-21.0002,-150,642.6,2,6.0738,2,34.3172,2,191.5,2,1.79,2,12.05,2,25.99,2,0,2,0.146,2,0.355,2,0.048,2,5.286,2,1.022,2,1.147,2,0.488,2,0.009,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,11,1,1,20050113,306,-21.0002,-150,844.8,2,4.6783,2,34.3498,2,165.4,2,2.24,2,34.59,2,32.17,2,0,2,0.16,2,0.502,2,0.051,2,6.391,2,1.507,2,3.198,2,0.686,2,0.008,2,2005-01-13T03:06:00.00Z
P16S_33RR200501,13,2,12,20050113,1925,-22,-150,15.5,2,26.9507,2,35.7403,2,200.4,2,0.13,2,0.35,2,0.03,2,0,2,0.694,2,0.169,2,0.004,2,2.394,2,0.398,3,2.351,2,0.009,3,0.027,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,11,20050113,1925,-22,-150,31.4,2,26.2139,2,35.7824,2,205.8,2,0.12,2,0.35,2,0.03,2,0,2,0.931,2,0.186,2,0.004,2,2.445,2,0.455,3,1.959,2,0.003,3,0.026,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,10,20050113,1925,-22,-150,49.4,2,24.4576,2,35.6957,2,212.8,2,0.12,2,0.34,2,0.03,2,0,2,0.774,2,0.132,2,0.009,2,2.448,2,0.399,3,0.858,2,0.008,3,0.02,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,9,20050113,1925,-22,-150,79.2,2,23.526,2,35.7134,2,211,2,0.12,2,0.33,2,0.03,2,0,2,0.805,2,0.273,2,0.005,2,2.36,2,0.404,3,0.216,2,0.009,3,0.035,4,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,8,20050113,1925,-22,-150,101.7,2,22.4831,2,35.6271,2,210.6,2,0.12,2,0.33,2,0.03,2,0,2,0.83,2,0.281,2,0.009,2,2.19,2,0.452,3,0.896,2,0.008,3,0.021,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,15,20050113,1925,-22,-150,125.8,2,21.8035,2,35.6561,2,195,2,0.16,2,0.32,2,0.13,2,0.01,2,0.738,2,0.217,2,0.01,2,2.342,2,0.401,3,0.587,2,0.005,3,0.02,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,14,20050113,1925,-22,-150,151,2,20.8051,2,35.6047,2,197.5,2,0.2,2,0.31,2,0.84,2,0.07,2,0.764,2,0.13,2,0.01,2,2.335,2,0.388,3,1.067,2,0.007,3,0.019,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,5,20050113,1925,-22,-150,201.4,2,19.1549,2,35.5362,2,197.8,2,0.26,2,0.51,2,1.82,2,0.02,2,0.523,2,0.224,2,0.01,2,2.53,2,0.368,3,0.791,2,0.012,3,0.018,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,4,20050113,1925,-22,-150,251.3,2,17.5917,2,35.4161,2,198.6,2,0.34,2,0.71,2,3.06,2,0.01,2,0.447,2,-999,9,0.012,2,2.701,2,0.367,3,4.999,2,0.019,3,0.02,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,3,20050113,1925,-22,-150,502.1,2,8.858,2,34.5065,2,215.2,2,1.35,2,5.22,2,18.92,2,0,2,0.182,2,0.256,2,0.035,2,4.499,2,0.677,3,0.487,2,0.25,3,0.017,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,2,20050113,1925,-22,-150,707.4,2,5.6795,2,34.3065,2,209.3,2,1.88,2,14.89,2,27.31,2,0,2,0.149,2,0.523,2,0.05,2,5.66,2,0.966,3,1.279,2,0.523,3,0.014,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,13,2,1,20050113,1925,-22,-150,856.7,2,4.9533,2,34.3386,2,159.2,2,2.18,2,29.56,2,31.32,2,0,2,0.19,2,0.576,2,0.054,2,6.078,2,1.229,3,2.632,2,0.617,3,0.013,2,2005-01-13T19:25:00.00Z
P16S_33RR200501,15,1,12,20050114,508,-22.9998,-150,14.3,2,26.6121,2,35.6588,2,201.7,2,0.12,2,0.42,2,0.06,2,0,2,1.097,2,0.352,2,0.003,2,2.227,2,0.445,2,2.107,2,0.008,2,0.02,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,11,20050114,508,-22.9998,-150,39.5,2,24.2234,2,35.6165,2,217.6,2,0.11,2,0.22,2,0.06,2,0,2,1.079,2,0.375,2,0.003,2,2.196,2,0.394,2,0.891,2,0.004,2,0.016,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,10,20050114,508,-22.9998,-150,64.4,2,22.2563,2,35.6173,2,221.4,2,0.12,2,0.22,2,0.06,2,0,2,1.047,2,0.193,2,0.007,2,2.131,2,0.383,2,0.444,2,0.005,2,0.013,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,9,20050114,508,-22.9998,-150,85.2,2,21.5951,2,35.5778,2,221.3,2,0.09,2,0.22,2,0.06,2,0,2,1.049,2,0.257,2,0.006,2,2.186,2,0.412,2,0.606,2,0.006,2,0.032,4,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,8,20050114,508,-22.9998,-150,106,2,20.8811,2,35.5646,2,212.3,2,0.09,2,0.22,2,0.06,2,0,2,1.081,2,0.23,2,0.007,2,2.141,2,0.408,2,0.847,2,0.025,2,0.015,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,15,20050114,508,-22.9998,-150,134.9,2,20.4278,2,35.5741,2,203.3,2,0.09,2,0.22,2,0.06,2,0,2,0.927,2,0.19,2,0.006,2,2.146,2,0.362,2,0.275,2,0.005,2,0.013,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,14,20050114,508,-22.9998,-150,184.9,2,19.3331,2,35.5442,2,196.9,2,0.15,2,0.42,2,0.34,2,0.08,2,0.955,2,0.162,2,0.009,2,2.179,2,0.373,2,0.41,2,0.006,2,0.012,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,5,20050114,508,-22.9998,-150,236.7,2,17.8833,2,35.4466,2,206.7,2,0.25,2,0.42,2,1.79,2,0.02,2,0.67,2,0.179,2,0.01,2,2.285,2,0.398,2,0.74,2,0.012,2,0.013,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,4,20050114,508,-22.9998,-150,284.3,2,16.4923,2,35.3202,2,216.3,2,0.43,2,0.83,2,4.34,2,0,2,0.393,2,0.383,2,0.012,2,2.564,2,0.381,2,0.7,2,0.026,2,0.012,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,3,20050114,508,-22.9998,-150,486.8,2,8.8931,2,34.5016,2,229.7,2,1.34,2,5.16,2,18.81,2,0,2,0.235,2,0.355,2,0.035,2,4.414,2,0.715,2,0.995,2,0.263,2,0.013,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,2,20050114,508,-22.9998,-150,675.5,2,6.274,2,34.3234,2,192.4,2,1.66,2,9.29,2,24.07,2,0,2,0.16,2,0.369,2,0.045,2,5.105,2,0.893,2,0.581,2,0.435,2,0.01,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,15,1,1,20050114,508,-22.9998,-150,849.1,2,5.0961,2,34.3302,2,162,2,2.14,2,26.48,2,30.7,2,0,2,0.192,2,0.483,2,0.045,2,6.079,2,1.232,2,1.87,2,0.659,2,0.007,2,2005-01-14T05:08:00.00Z
P16S_33RR200501,17,1,12,20050114,1832,-24.0001,-149.997,14.3,2,26.3183,2,35.722,2,203.8,2,0.12,2,0.63,2,0.06,2,0,2,1.146,2,0.208,2,0.004,2,2.442,2,0.394,3,1.445,2,0.007,3,0.024,2,2005-01-14T18:32:00.00Z
