EXPOCODE,STNNBR,CASTNO,SAMPNO,DATE,time2,latitude,longitude,CTDPRS,CTDPRS_FLAG_W,TEMPERATURE,TEMPERATURE_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,Mn,Mn_FLAG_W,Fe,Fe_FLAG_W,Co,Co_FLAG_W,Ni,Ni_FLAG_W,Cu,Cu_FLAG_W,Zn,Zn_FLAG_W,Cd,Cd_FLAG_W,Pb,Pb_FLAG_W,time
P16S_33RR200501,39,2,15,20050120,2306,-34.9993,-150,136.2,2,14.7403,2,35.0419,2,212.6,2,0.26,2,0.41,2,1.55,2,0.19,2,0.645,2,-999,9,0.017,2,2.182,2,0.407,2,0.454,2,0.049,2,0.011,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,39,2,14,20050120,2306,-34.9993,-150,184.7,2,12.8341,2,34.8891,2,220.6,2,0.68,2,1.42,2,8.54,2,0.01,2,0.279,2,0.094,2,0.024,2,2.806,2,0.487,2,0.261,2,0.05,2,0.011,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,39,2,5,20050120,2306,-34.9993,-150,235.1,2,10.8416,2,34.6788,2,246.1,2,0.94,2,2.03,2,12.7,2,0,2,0.201,2,0.129,2,0.025,2,3.367,2,0.587,2,0.399,2,0.089,2,0.013,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,39,2,4,20050120,2306,-34.9993,-150,286.5,2,9.4407,2,34.545,2,247.3,2,1.14,2,3.03,2,15.87,2,0,2,0.207,2,-999,9,0.03,2,3.583,2,0.671,2,0.728,2,0.142,2,0.014,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,39,2,3,20050120,2306,-34.9993,-150,486.8,2,7.2603,2,34.3894,2,247.1,2,1.42,2,5.45,2,20.54,2,0,2,0.191,2,0.145,2,0.047,2,4.359,2,0.856,2,0.931,2,0.327,2,0.014,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,39,2,2,20050120,2306,-34.9993,-150,672.6,2,6.5354,2,34.3403,2,231.7,2,1.58,2,8.28,2,22.98,2,0,2,0.158,2,0.451,2,0.046,2,4.615,2,0.939,2,0.993,2,0.4,2,0.012,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,39,2,1,20050120,2306,-34.9993,-150,852,2,5.6016,2,34.296,2,208.3,2,1.82,2,14.76,2,26.46,2,0,2,0.131,2,0.449,2,0.046,2,5.167,2,1.107,2,1.921,2,0.53,2,0.011,2,2005-01-20T23:06:00.00Z
P16S_33RR200501,41,2,12,20050121,1624,-36.0009,-150.001,19.9,2,20.696,2,35.0033,2,225.6,2,0.14,2,0.55,2,0.12,2,0,2,0.624,2,0.221,2,0.008,2,2.302,2,-999,9,1.28,2,0.002,2,0.015,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,11,20050121,1624,-36.0009,-150.001,34.8,2,17.8593,2,35.0806,2,245.9,2,0.13,2,0.54,2,0.12,2,0,2,0.638,2,0.175,2,0.009,2,2.25,2,-999,9,1.062,2,0,2,0.014,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,10,20050121,1624,-36.0009,-150.001,54.8,2,16.4347,2,35.1088,2,254.2,2,0.13,2,0.54,2,0.12,2,0,2,0.622,2,0.192,2,0.009,2,2.25,2,-999,9,0.844,2,0.001,2,0.012,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,9,20050121,1624,-36.0009,-150.001,70.5,2,16.1413,2,35.1138,2,246.2,2,0.13,2,0.53,2,0.12,2,0,2,0.65,2,0.258,2,0.013,2,2.258,2,-999,9,0.803,2,0.001,2,0.019,4,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,8,20050121,1624,-36.0009,-150.001,89.5,2,15.6513,2,35.0866,2,219.9,2,0.14,2,0.52,2,0.12,2,0,2,0.624,2,0.29,2,0.014,2,2.314,2,-999,9,0.789,2,0.005,2,0.013,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,15,20050121,1624,-36.0009,-150.001,119.5,2,15.103,2,35.0647,2,213.4,2,0.18,2,0.52,2,0.25,2,0.02,2,0.635,2,0.261,2,0.015,2,2.337,2,-999,9,0.821,2,0.012,2,0.014,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,14,20050121,1624,-36.0009,-150.001,171.4,2,13.7938,2,34.9776,2,221.6,2,0.51,2,1.11,2,5.7,2,0.11,2,0.477,2,0.292,2,0.024,2,2.688,2,-999,9,0.751,2,0.03,2,0.014,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,5,20050121,1624,-36.0009,-150.001,221.8,2,11.7742,2,34.7942,2,244.2,2,0.81,2,2.1,2,10.69,2,0,2,0.32,2,0.291,2,0.032,2,3.171,2,-999,9,0.473,2,0.058,2,0.014,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,4,20050121,1624,-36.0009,-150.001,271.8,2,10.0648,2,34.5947,2,246.6,2,1.04,2,2.69,2,14.29,2,0,2,0.251,2,0.202,2,0.03,2,3.703,2,-999,9,0.45,2,0.098,2,0.016,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,3,20050121,1624,-36.0009,-150.001,473.7,2,7.3612,2,34.3977,2,245.9,2,1.4,2,5.5,2,20.32,2,0,2,0.2,2,0.27,2,0.056,2,4.581,2,-999,9,0.644,2,0.299,2,0.016,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,2,20050121,1624,-36.0009,-150.001,643.8,2,6.64,2,34.3435,2,238.4,2,1.55,2,7.9,2,22.54,2,0,2,0.165,2,0.268,2,0.048,2,4.715,2,-999,9,0.903,2,0.364,2,0.014,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,41,2,1,20050121,1624,-36.0009,-150.001,845.1,2,5.6925,2,34.297,2,216.8,2,1.79,2,14.33,2,26.18,2,0,2,0.241,2,0.348,2,0.049,2,5.267,2,-999,9,1.807,2,0.478,2,0.013,2,2005-01-21T16:24:00.00Z
P16S_33RR200501,43,1,12,20050122,302,-37.0003,-149.999,21.5,2,19.7122,2,34.7023,2,231.5,2,0.17,2,0.55,2,0.1,2,0,2,0.477,2,0.103,2,0.002,2,2.044,2,0.393,2,0.675,2,0.007,2,0.009,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,11,20050122,302,-37.0003,-149.999,34.7,2,17.8059,2,34.8031,2,263.7,2,0.16,2,0.54,2,0.1,2,0,2,0.492,2,0.082,2,0.003,2,2.118,2,0.383,2,0.871,2,0.008,2,0.008,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,10,20050122,302,-37.0003,-149.999,48.5,2,15.7526,2,34.8902,2,253.9,2,0.16,2,0.54,2,0.09,2,0,2,0.51,2,0.102,2,0.004,2,2.173,2,0.408,2,0.695,2,0.007,2,0.009,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,9,20050122,302,-37.0003,-149.999,78.6,2,14.5612,2,34.8777,2,230.4,2,0.18,2,0.53,2,0.09,2,0,2,0.538,2,0.115,2,0.009,2,2.095,2,0.407,2,0.514,2,0.009,2,0.017,4,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,14,20050122,302,-37.0003,-149.999,99.7,2,14.2282,2,34.8909,2,227.4,2,0.22,2,0.52,2,0.47,2,0.03,2,0.568,2,0.092,2,0.011,2,2.315,2,0.43,2,0.814,2,0.009,2,0.01,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,5,20050122,302,-37.0003,-149.999,127.2,2,13.8565,2,34.8774,2,226.7,2,0.27,2,0.71,2,1.41,2,0.18,2,0.545,2,0.102,2,0.011,2,2.413,2,0.415,2,0.372,2,0.015,2,0.009,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,8,20050122,302,-37.0003,-149.999,146.4,2,12.7492,2,34.796,2,245.4,2,0.49,2,1.11,2,4.84,2,0.35,2,0.493,2,0.167,2,0.03,2,2.741,2,0.471,2,0.314,2,0.028,2,0.009,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,15,20050122,302,-37.0003,-149.999,199.8,2,10.4637,2,34.6217,2,246,2,0.92,2,2.3,2,12.42,2,0.01,2,0.355,2,0.19,2,0.027,2,3.434,2,0.651,2,0.49,2,0.073,2,0.012,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,4,20050122,302,-37.0003,-149.999,252.4,2,9.2648,2,34.5476,2,245.3,2,1.13,2,3.29,2,15.8,2,0,2,0.228,2,0.232,2,0.029,2,3.896,2,0.737,2,0.957,2,0.131,2,0.013,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,3,20050122,302,-37.0003,-149.999,502.1,2,7.2477,2,34.3923,2,245.8,2,1.42,2,6.08,2,20.75,2,0,2,0.169,2,0.224,2,0.042,2,4.511,2,0.897,2,0.839,2,0.33,2,0.013,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,2,20050122,302,-37.0003,-149.999,705,2,6.5376,2,34.3407,2,239.5,2,1.59,2,8.88,2,23.21,2,0,2,0.144,2,0.211,2,0.042,2,4.721,2,0.982,2,1.23,2,0.404,2,0.012,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,43,1,1,20050122,302,-37.0003,-149.999,857.7,2,5.8489,2,34.3072,2,219.4,2,1.76,2,14.09,2,25.94,2,0,2,0.141,2,0.41,2,0.046,2,5.061,2,1.105,2,1.515,2,0.488,2,0.011,2,2005-01-22T03:02:00.00Z
P16S_33RR200501,45,2,12,20050122,2122,-38,-150,14.8,2,19.4592,2,34.8108,2,231.8,2,0.15,2,0.47,2,0.1,2,0,2,0.673,2,0.162,2,0.003,2,2.538,2,0.487,3,1.143,2,0.007,3,0.014,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,11,20050122,2122,-38,-150,40.8,2,18.8501,2,34.8242,2,246.3,2,0.14,2,0.48,2,0.1,2,0,2,0.64,2,-999,9,0.007,2,2.609,2,0.858,3,0.831,2,0.006,3,0.014,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,10,20050122,2122,-38,-150,65.7,2,15.6995,2,34.9871,2,259,2,0.14,2,0.49,2,0.1,2,0,2,0.766,2,0.078,2,0.005,2,2.538,2,0.458,3,0.603,2,0.005,3,0.012,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,9,20050122,2122,-38,-150,87.1,2,15.1907,2,34.9562,2,251.2,2,0.15,2,0.49,2,0.09,2,0,2,0.636,2,0.106,2,0.013,2,2.555,2,0.537,3,0.567,2,0.007,3,0.02,4,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,14,20050122,2122,-38,-150,104.2,2,14.566,2,34.913,2,223,2,0.18,2,0.5,2,0.19,2,0.01,2,0.737,2,0.061,2,0.01,2,2.396,2,0.454,3,0.657,2,0.006,3,0.013,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,5,20050122,2122,-38,-150,135.8,2,13.6845,2,34.7905,2,220.4,2,0.25,2,0.51,2,1.08,2,0.06,2,0.697,2,0.078,2,0.008,2,2.435,2,0.479,3,0.508,2,0.008,3,0.012,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,8,20050122,2122,-38,-150,184.8,2,11.9127,2,34.7418,2,229.4,2,0.74,2,1.52,2,9.44,2,0.02,2,0.55,2,0.083,2,0.02,2,3.009,2,0.549,3,0.185,2,0.047,3,0.014,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,15,20050122,2122,-38,-150,236,2,10.2876,2,34.6204,2,245.3,2,1,2,2.53,2,13.69,2,0,2,0.35,2,0.113,2,0.029,2,3.466,2,0.627,3,0.512,2,0.088,3,0.016,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,4,20050122,2122,-38,-150,288.9,2,8.9233,2,34.4946,2,246.6,2,1.18,2,3.33,2,16.76,2,0,2,0.302,2,0.148,2,0.032,2,3.785,2,0.756,3,0.636,2,0.139,3,0.017,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,3,20050122,2122,-38,-150,488.6,2,7.269,2,34.394,2,245.6,2,1.42,2,5.75,2,20.54,2,0,2,0.275,2,0.142,2,0.049,2,4.378,2,0.932,3,0.817,2,0.3,3,0.017,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,2,20050122,2122,-38,-150,676.8,2,6.5826,2,34.3426,2,236.4,2,1.57,2,8.16,2,22.79,2,0,2,0.21,2,0.21,2,0.04,2,4.571,2,1.056,3,0.928,2,0.367,3,0.016,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,45,2,1,20050122,2122,-38,-150,849.7,2,5.7984,2,34.3039,2,210.1,2,1.78,2,14,2,25.9,2,0,2,0.159,2,0.311,2,0.045,2,4.899,2,1.141,3,1.709,2,0.44,3,0.015,2,2005-01-22T21:22:00.00Z
P16S_33RR200501,47,1,12,20050123,738,-38.9997,-150,19.3,2,18.0555,2,34.3796,2,239.7,2,0.23,2,0.15,2,0.41,2,0,2,0.385,2,0.106,2,0.009,2,2.051,2,0.42,2,0.725,2,0.004,2,0.009,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,11,20050123,738,-38.9997,-150,34.1,2,15.7036,2,34.4995,2,239.8,2,0.22,2,0.14,2,0.2,2,0.01,2,0.381,2,0.131,2,0.012,2,2.069,2,0.441,2,0.608,2,0.005,2,0.008,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,10,20050123,738,-38.9997,-150,55.1,2,12.7169,2,34.4445,2,272,2,0.32,2,0.33,2,1.85,2,0.05,2,0.479,2,0.104,2,0.009,2,2.901,2,0.445,2,0.727,2,0.008,2,0.008,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,9,20050123,738,-38.9997,-150,69.6,2,12.3768,2,34.4292,2,259.2,2,0.37,2,0.53,2,2.56,2,0.07,2,0.435,2,0.091,2,0.013,2,3.019,2,0.429,2,0.333,2,0.008,2,0.014,4,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,14,20050123,738,-38.9997,-150,90.7,2,11.9558,2,34.4426,2,238.4,2,0.42,2,0.52,2,3.1,2,0.11,2,0.481,2,0.128,2,0.01,2,3.055,2,0.455,2,0.761,2,0.01,2,0.008,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,5,20050123,738,-38.9997,-150,120.3,2,10.937,2,34.5374,2,234,2,0.74,2,1.31,2,9.06,2,0.29,2,0.524,2,0.072,2,0.022,2,3.321,2,0.567,2,0.433,2,0.039,2,0.01,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,8,20050123,738,-38.9997,-150,169.8,2,9.3636,2,34.5259,2,240.4,2,1.04,2,2.7,2,14.46,2,0.01,2,0.405,2,0.202,2,0.028,2,3.739,2,0.679,2,0.464,2,0.091,2,0.012,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,15,20050123,738,-38.9997,-150,223.4,2,8.6641,2,34.5038,2,246.5,2,1.19,2,3.7,2,17.08,2,0,2,0.271,2,0.198,2,0.033,2,3.922,2,0.76,2,0.562,2,0.155,2,0.013,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,4,20050123,738,-38.9997,-150,264.6,2,8.2571,2,34.4771,2,245.3,2,1.26,2,4.29,2,18.15,2,0,2,0.227,2,0.209,2,0.038,2,4.056,2,0.749,2,0.355,2,0.199,2,0.012,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,3,20050123,738,-38.9997,-150,471.5,2,7.2153,2,34.3912,2,245.6,2,1.45,2,6.29,2,21.11,2,0,2,0.224,2,0.24,2,0.047,2,4.367,2,0.921,2,0.968,2,0.338,2,0.013,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,2,20050123,738,-38.9997,-150,643.2,2,6.6902,2,34.3519,2,232.3,2,1.56,2,8.29,2,22.77,2,0,2,0.167,2,0.268,2,0.042,2,4.691,2,0.961,2,1.127,2,0.382,2,0.012,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,47,1,1,20050123,738,-38.9997,-150,841.6,2,5.7395,2,34.3088,2,211.2,2,1.82,2,15.53,2,26.66,2,0,2,0.167,2,0.296,2,0.047,2,5.032,2,1.145,2,1.577,2,0.506,2,0.01,2,2005-01-23T07:38:00.00Z
P16S_33RR200501,49,1,12,20050123,2144,-39.9998,-150.001,20,2,16.9719,2,34.3648,2,247.8,2,0.25,2,0,2,0.73,2,0.02,2,0.254,2,0.205,2,0.013,2,2.506,2,-999,9,0.487,2,0.001,2,0.009,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,11,20050123,2144,-39.9998,-150.001,32.4,2,16.8599,2,34.3795,2,274.1,2,0.25,2,0,2,0.74,2,0.02,2,0.233,2,0.185,2,0.01,2,2.301,2,-999,9,0.77,2,0,2,0.009,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,10,20050123,2144,-39.9998,-150.001,50.6,2,13.8252,2,34.6308,2,256.9,2,0.22,2,0,2,0.23,2,0.01,2,0.355,2,0.253,2,0.026,2,2.493,2,-999,9,1.159,2,0.001,2,0.01,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,9,20050123,2144,-39.9998,-150.001,80.8,2,13.0974,2,34.6096,2,225.8,2,0.3,2,0.41,2,1.44,2,0.06,2,0.377,2,0.193,2,0.013,2,3.088,2,-999,9,0.667,2,0.003,2,0.017,4,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,14,20050123,2144,-39.9998,-150.001,99.3,2,12.8849,2,34.6321,2,228.3,2,0.35,2,0.41,2,1.88,2,0.14,2,0.422,2,0.248,2,0.016,2,3.187,2,-999,9,0.691,2,0.009,2,0.011,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,5,20050123,2144,-39.9998,-150.001,121.7,2,12.121,2,34.6196,2,240.8,2,0.51,2,0.61,2,4.6,2,0.57,2,-999,9,0.162,2,0.019,2,3.223,2,-999,9,0.877,2,0.021,2,0.01,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,8,20050123,2144,-39.9998,-150.001,151.7,2,10.8184,2,34.6122,2,250.6,2,0.84,2,1.59,2,11.13,2,0.04,2,0.361,2,0.15,2,0.028,2,3.426,2,-999,9,0.534,2,0.05,2,0.013,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,15,20050123,2144,-39.9998,-150.001,201.2,2,9.611,2,34.5482,2,249.6,2,1.07,2,2.58,2,14.96,2,0.01,2,0.231,2,0.245,2,0.032,2,3.848,2,-999,9,0.898,2,0.178,2,0.015,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,4,20050123,2144,-39.9998,-150.001,250.9,2,8.4309,2,34.4538,2,247.6,2,1.21,2,3.38,2,17.19,2,0.01,2,0.246,2,0.202,2,0.041,2,4.147,2,-999,9,0.424,2,0.157,2,0.014,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,3,20050123,2144,-39.9998,-150.001,499.5,2,7.1569,2,34.3836,2,246.8,2,1.43,2,6.16,2,20.82,2,0,2,0.196,2,0.351,2,0.046,2,4.634,2,-999,9,0.939,2,0.322,2,0.014,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,2,20050123,2144,-39.9998,-150.001,702.1,2,6.4932,2,34.3368,2,239.6,2,1.6,2,8.74,2,23.27,2,0,2,0.152,2,0.334,2,0.045,2,5.094,2,-999,9,0.882,2,0.391,2,0.014,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,49,1,1,20050123,2144,-39.9998,-150.001,855.3,2,5.8047,2,34.3067,2,218.1,2,1.79,2,14.51,2,26.27,2,0,2,0.153,2,0.477,2,0.047,2,5.295,2,-999,9,1.796,2,0.469,2,0.014,2,2005-01-23T21:44:00.00Z
P16S_33RR200501,51,2,12,20050124,1558,-41,-150,20.4,2,17.1207,2,34.3952,2,243.9,2,0.25,2,0,2,0.69,2,0.01,2,0.326,2,0.073,2,0.007,2,2.339,2,-999,9,1.503,2,0.002,2,0.01,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,11,20050124,1558,-41,-150,39.9,2,16.8373,2,34.3982,2,247.7,2,0.26,2,0,2,0.75,2,0.02,2,0.316,2,0.114,2,0.007,2,2.417,2,-999,9,1.241,2,0.004,2,0.01,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,10,20050124,1558,-41,-150,66.9,2,12.362,2,34.3882,2,270.8,2,0.36,2,0.41,2,2.45,2,0.06,2,0.377,2,0.037,2,0.012,2,2.962,2,-999,9,0.501,2,0.005,2,0.01,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,9,20050124,1558,-41,-150,86.5,2,11.8494,2,34.3877,2,247.6,2,0.43,2,0.61,2,3.47,2,0.09,2,0.402,2,0.289,2,0.013,2,3.22,2,-999,9,0.985,2,0.006,2,0.018,4,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,14,20050124,1558,-41,-150,106.2,2,11.4112,2,34.4135,2,241.1,2,0.59,2,0.81,2,5.66,2,0.34,2,0.531,2,0.13,2,0.021,2,3.355,2,-999,9,0.938,2,0.021,2,0.013,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,5,20050124,1558,-41,-150,134.8,2,10.1159,2,34.4631,2,244,2,0.86,2,1.6,2,11.03,2,0.22,2,0.53,2,0.038,2,0.029,2,3.604,2,-999,9,0.757,2,0.047,2,0.013,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,8,20050124,1558,-41,-150,185.2,2,8.9702,2,34.4672,2,248.1,2,1.09,2,2.81,2,15.28,2,0.01,2,0.379,2,0.186,2,0.031,2,3.985,2,-999,9,0.512,2,0.099,2,0.014,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,15,20050124,1558,-41,-150,239.4,2,8.3003,2,34.4625,2,248.5,2,1.19,2,3.6,2,17.04,2,0.01,2,0.308,2,0.148,2,0.038,2,4.199,2,-999,9,0.734,2,0.163,2,0.014,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,4,20050124,1558,-41,-150,287.4,2,7.9551,2,34.4485,2,247.7,2,1.27,2,4.4,2,18.27,2,0,2,0.275,2,0.115,2,0.044,2,4.478,2,-999,9,0.946,2,0.228,2,0.015,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,3,20050124,1558,-41,-150,490.5,2,7.1059,2,34.3794,2,247.7,2,1.45,2,6.41,2,21.11,2,0,2,0.217,2,0.259,2,0.05,2,4.707,2,-999,9,0.877,2,0.324,2,0.015,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,2,20050124,1558,-41,-150,672.9,2,6.5285,2,34.3376,2,233.9,2,1.59,2,9.22,2,23.27,2,0,2,0.16,2,0.281,2,0.052,2,4.895,2,-999,9,1.321,2,0.388,2,0.014,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,51,2,1,20050124,1558,-41,-150,850.2,2,5.7831,2,34.3058,2,210.7,2,1.81,2,15.64,2,26.5,2,0,2,0.161,2,0.297,2,0.047,2,5.163,2,-999,9,2.09,2,0.508,2,0.013,2,2005-01-24T15:58:00.00Z
P16S_33RR200501,53,1,12,20050125,223,-42.0007,-149.999,19.4,2,15.3601,2,34.2472,2,254.9,2,0.45,2,0.22,2,4.02,2,0.06,2,0.275,2,-999,9,0.004,2,2.676,2,0.536,3,1.439,2,0.009,3,0.013,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,11,20050125,223,-42.0007,-149.999,35.1,2,15.0357,2,34.2621,2,262.7,2,0.45,2,0.22,2,3.92,2,0.06,2,0.296,2,0.036,2,0.004,2,2.949,2,0.529,3,1.239,2,0.007,3,0.012,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,10,20050125,223,-42.0007,-149.999,54.6,2,11.5746,2,34.3808,2,281.6,2,0.48,2,0.62,2,4.44,2,0.08,2,0.406,2,0.174,2,0.01,2,3.353,2,0.556,3,0.881,2,0.009,3,0.012,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,9,20050125,223,-42.0007,-149.999,69.8,2,10.9939,2,34.3752,2,260.7,2,0.54,2,0.81,2,5.37,2,0.1,2,0.374,2,0.218,2,0.01,2,3.341,2,0.632,3,0.89,2,0.015,3,0.026,4,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,14,20050125,223,-42.0007,-149.999,91.7,2,10.3248,2,34.377,2,254.4,2,0.68,2,1.02,2,7.34,2,0.22,2,0.395,2,0.229,2,0.014,2,3.732,2,0.604,3,0.627,2,0.022,3,0.013,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,5,20050125,223,-42.0007,-149.999,119.9,2,9.3814,2,34.4097,2,257,2,0.88,2,1.62,2,10.95,2,0.48,2,0.451,2,0.17,2,0.021,2,3.727,2,0.908,3,0.638,2,0.052,3,0.014,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,8,20050125,223,-42.0007,-149.999,169.2,2,8.4066,2,34.4301,2,259,2,1.14,2,3.22,2,15.88,2,0.01,2,0.411,2,0.431,2,0.036,2,4.049,2,0.86,3,0.465,2,0.156,3,0.016,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,15,20050125,223,-42.0007,-149.999,220.4,2,8.0593,2,34.4532,2,255.2,2,1.18,2,4.02,2,16.75,2,0.01,2,0.369,2,0.473,2,0.044,2,4.096,2,0.758,3,0.608,2,0.229,3,0.016,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,4,20050125,223,-42.0007,-149.999,271.2,2,7.8733,2,34.4485,2,257.1,2,1.22,2,4.43,2,17.4,2,0.01,2,0.313,2,0.378,2,0.044,2,4.215,2,0.864,3,0.571,2,0.246,3,0.015,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,3,20050125,223,-42.0007,-149.999,474.1,2,7.2326,2,34.3813,2,255.1,2,1.39,2,6.04,2,20.05,2,0,2,0.254,2,0.269,2,0.043,2,4.497,2,0.963,3,0.804,2,0.308,3,0.016,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,2,20050125,223,-42.0007,-149.999,644.2,2,6.6333,2,34.33,2,240.2,2,1.5,2,7.84,2,21.84,2,0,2,0.206,2,0.254,2,0.042,2,4.686,2,1.083,3,1.268,2,0.355,3,0.016,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,53,1,1,20050125,223,-42.0007,-149.999,845.2,2,5.7944,2,34.3052,2,215.7,2,1.79,2,15.71,2,26.3,2,0,2,0.206,2,0.664,2,0.048,2,5.167,2,1.27,3,2.022,2,0.47,3,0.015,2,2005-01-25T02:23:00.00Z
P16S_33RR200501,55,2,12,20050125,1953,-43,-150,19,2,14.6827,2,34.2845,2,257.2,2,0.51,2,0.22,2,5.35,2,0.07,2,0.249,2,0.196,2,0.008,2,3.185,2,0.579,2,1.052,2,0.013,2,0.012,2,2005-01-25T19:53:00.00Z
P16S_33RR200501,55,2,11,20050125,1953,-43,-150,33.7,2,14.605,2,34.2978,2,267.8,2,0.51,2,0.22,2,5.29,2,0.07,2,0.262,2,-999,9,0.008,2,3.145,2,0.579,2,0.611,2,0.012,2,0.011,2,2005-01-25T19:53:00.00Z
P16S_33RR200501,55,2,10,20050125,1953,-43,-150,48.3,2,14.102,2,34.3583,2,278.8,2,0.53,2,0.41,2,5.65,2,0.08,2,0.347,2,0.086,2,0.012,2,3.327,2,0.554,2,0.572,2,0.01,2,0.011,2,2005-01-25T19:53:00.00Z
