EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,NEON,NEON_FLAG_W,NEONER,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,THETA,SBE35,SBE35_FLAG_W
,,,,,,,,,,,METERS,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UMOL/KG,,UMOL/KG,,TU,,TU,NMOL/KG,,NMOL/KG,PERCNT,,PERCNT,NMOL/KG,,NMOL/KG,/MILLE,,/MILLE,/MILLE,,1/M,,1/M,,1/M,,1/M,,1/M,,1/M,,1/M,,1/NM,,1/NM,,DEG C,ITS-90,
  33RR20070322,  I09N,   118,  1,     35,     35,2,20070404,2147,-11.9477,  95.0000, 4147,  20.6000,     20.6,  28.2817,  34.3625,2,  34.3286,2,    198.8,2,    199.3,2,     1.51,2,     0.03,2,     0.00,2,     0.06,2, -999.000,9, -999.000,9, -999.000,9,   1925.3,2,   2253.8,2,   7.6004,4,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  28.2768,  28.2820,2
  33RR20070322,  I09N,   118,  1,     34,   9419,2,20070404,2147,-11.9477,  95.0000, 4147,  46.4000,     46.4,  25.3936,  34.6893,2,  34.6853,2,    211.2,2,    209.9,2,     2.47,2,     0.00,2,     0.00,2,     0.10,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  25.3834,  25.4052,2
  33RR20070322,  I09N,   118,  1,     33,     33,2,20070404,2147,-11.9477,  95.0000, 4147,  90.3000,     90.3,  21.3064,  34.9253,2,  34.9186,2,    145.5,2,    141.0,2,     9.39,2,     8.50,2,     0.25,2,     0.66,2, -999.000,9, -999.000,9, -999.000,9,   2061.4,2,   2293.3,2,-999.0000,5,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  21.2890,  21.3083,2
  33RR20070322,  I09N,   118,  1,     32,     37,2,20070404,2147,-11.9477,  95.0000, 4147, 141.1000,    141.1,  16.2450,  34.6468,2,  34.6568,2,    109.2,2,    106.7,2,    23.25,2,    18.77,2,     0.01,2,     1.32,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  16.2225,  16.2689,2
  33RR20070322,  I09N,   118,  1,     31,     31,2,20070404,2147,-11.9477,  95.0000, 4147, 166.1000,    166.1,  14.4933,  34.6357,2,  34.6127,2,    101.5,2,    101.9,2,    28.45,2,    21.48,2,     0.01,2,     1.54,2, -999.000,9, -999.000,9, -999.000,9,   2154.3,2,   2293.4,6,-999.0000,5,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  14.4688,  14.4900,2
  33RR20070322,  I09N,   118,  1,     30,     30,2,20070404,2147,-11.9477,  95.0000, 4147, 191.2000,    191.2,  13.7208,  34.7218,2,  34.7130,2,    107.4,2,    109.4,2,    28.84,2,    21.21,2,     0.00,2,     1.54,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  13.6936,  13.7301,2
  33RR20070322,  I09N,   118,  1,     29,     29,2,20070404,2147,-11.9477,  95.0000, 4147, 240.5000,    240.5,  12.2357,  34.8081,2,  34.7963,2,    107.1,2,    110.0,2,    30.58,2,    22.88,2,     0.00,2,     1.64,2, -999.000,9, -999.000,9, -999.000,9,   2180.1,2,   2309.6,2,   7.6633,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  12.2039,  12.2387,2
  33RR20070322,  I09N,   118,  1,     28,     28,2,20070404,2147,-11.9477,  95.0000, 4147, 291.2000,    291.2,  11.0488,  34.7982,2,  34.8002,2,    113.7,2,    115.5,2,    31.17,2,    23.92,2,     0.00,2,     1.71,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  11.0127,  11.0423,2
  33RR20070322,  I09N,   118,  1,     27,     27,2,20070404,2147,-11.9477,  95.0000, 4147, 340.4000,    340.4,   9.8194,  34.7126,2,  34.7154,2,    109.9,2,    111.0,2,    36.38,2,    26.69,2,     0.00,2,     1.90,2, -999.000,9, -999.000,9, -999.000,9,   2204.3,2,   2313.1,2,   7.5870,3,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   9.7802,   9.0780,3
  33RR20070322,  I09N,   118,  1,     26,     26,2,20070404,2147,-11.9477,  95.0000, 4147, 390.7000,    390.7,   9.0788,  34.6754,2,  34.6751,2,    108.8,2,    108.5,2,    40.25,2,    28.52,2,     0.00,2,     2.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   9.0358,   9.0780,2
  33RR20070322,  I09N,   118,  1,     25,     25,2,20070404,2147,-11.9477,  95.0000, 4147, 440.0000,    440.0,   8.4990,  34.6632,2,  34.6634,2,     99.5,2,     95.2,2,    46.62,2,    30.97,2,     0.00,2,     2.20,2,    0.682,2,    0.365,2, -999.000,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   8.4524,   8.4998,2
  33RR20070322,  I09N,   118,  1,     24,     24,2,20070404,2147,-11.9477,  95.0000, 4147, 491.8000,    491.8,   8.0636,  34.6587,2,  34.6579,2,     90.0,2,     88.7,2,    51.66,2,    32.39,2,     0.00,2,     2.32,2,    0.447,2,    0.245,2, -999.000,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   8.0129,   8.0669,2
  33RR20070322,  I09N,   118,  1,     23,     23,2,20070404,2147,-11.9477,  95.0000, 4147, 576.1000,    576.1,   7.3762,  34.6426,2,  34.6406,2,     82.9,2,     82.6,2,    62.90,2,    33.97,2,     0.00,2,     2.46,2,    0.244,2,    0.139,2, -999.000,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   7.3194,   7.3708,2
  33RR20070322,  I09N,   118,  1,     22,     22,2,20070404,2147,-11.9477,  95.0000, 4147, 675.3000,    675.3,   6.8987,  34.6650,2,  34.6631,2,     76.7,2,     76.0,2,    70.86,2,    35.24,2,     0.00,2,     2.57,2,    0.128,2,    0.075,2, -999.000,5,   2272.3,2,   2344.0,2,   7.5016,6,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   6.8341,   6.9003,2
  33RR20070322,  I09N,   118,  1,     21,     21,2,20070404,2147,-11.9477,  95.0000, 4147, 776.6000,    776.6,   6.2008,  34.6460,2,  34.6465,2,     80.2,2,     79.6,2,    80.79,2,    35.76,2,     0.00,2,     2.61,2,    0.097,2,    0.056,2, -999.000,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   6.1301,   6.2040,2
  33RR20070322,  I09N,   118,  1,     20,     20,2,20070404,2147,-11.9477,  95.0000, 4147, 876.6000,    876.6,   5.4781,  34.6302,2,  34.6276,2,     85.3,2,     85.8,2,    91.92,2,    36.13,2,     0.00,2,     2.64,2,    0.081,2,    0.047,2, -999.000,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   5.4025,   5.4781,2
  33RR20070322,  I09N,   118,  1,     19,     19,2,20070404,2147,-11.9477,  95.0000, 4147, 977.1000,    977.1,   5.1334,  34.6415,2,  34.6379,2,     87.2,2,     87.4,2,    96.43,2,    36.34,2,     0.00,2,     2.66,2,    0.050,2,    0.029,2, -999.000,5,   2298.5,2,   2369.0,2,-999.0000,5,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   5.0509,   5.1363,2
  33RR20070322,  I09N,   118,  1,     18,     18,2,20070404,2147,-11.9477,  95.0000, 4147,1076.9000,   1076.9,   4.8259,  34.6490,2,  34.6485,2,     88.4,2,     90.1,2,   100.75,2,    36.43,2,     0.00,2,     2.68,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.7367,   4.8257,2
  33RR20070322,  I09N,   118,  1,     17,     17,2,20070404,2147,-11.9477,  95.0000, 4147,1177.1000,   1177.1,   4.4685,  34.6527,2,  34.6507,2,     93.7,2,     93.8,2,   105.08,2,    36.59,2,     0.00,2,     2.70,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.3734,   4.4680,2
  33RR20070322,  I09N,   118,  1,     16,     16,2,20070404,2147,-11.9477,  95.0000, 4147,1277.5000,   1277.5,   4.1864,  34.6683,2,  34.6652,2,     97.9,2,     98.1,2,   107.46,2,    36.59,2,     0.00,2,     2.69,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.0849,   4.1865,2
  33RR20070322,  I09N,   118,  1,     15,     15,2,20070404,2147,-11.9477,  95.0000, 4147,1378.8000,   1378.8,   3.9229,  34.6869,2,  34.6851,2,    102.8,2,    102.6,2,   109.25,2,    36.58,2,     0.00,2,     2.68,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.8151,   3.9231,2
  33RR20070322,  I09N,   118,  1,     14,     14,2,20070404,2147,-11.9477,  95.0000, 4147,1478.7000,   1478.7,   3.6225,  34.7041,2,  34.7032,2,    109.5,2,    110.5,2,   109.86,2,    36.36,2,     0.00,2,     2.65,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.5091,   3.6222,2
  33RR20070322,  I09N,   118,  1,     13,     13,2,20070404,2147,-11.9477,  95.0000, 4147,1579.9000,   1579.9,   3.4054,  34.7183,2,  34.7152,2,    114.1,2,    115.3,2,   111.65,2,    36.15,2,     0.00,2,     2.63,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.2856,   3.4066,2
  33RR20070322,  I09N,   118,  1,     12,     12,2,20070404,2147,-11.9477,  95.0000, 4147,1680.7000,   1680.7,   3.1783,  34.7269,2,  34.7274,2,    120.2,2,    121.6,2,   111.67,2,    35.88,2,     0.00,2,     2.60,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.0524,   3.1799,2
  33RR20070322,  I09N,   118,  1,     11,     11,2,20070404,2147,-11.9477,  95.0000, 4147,1780.9000,   1780.9,   2.9664,  34.7335,2,  34.7329,2,    126.1,2,    127.4,2,   113.07,2,    35.61,2,     0.00,2,     2.57,2, -999.000,9, -999.000,9, -999.000,9,   2305.3,2,   2389.7,6,   7.5541,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.8345,   2.9745,2
  33RR20070322,  I09N,   118,  1,     10,     10,2,20070404,2147,-11.9477,  95.0000, 4147,1982.5000,   1982.5,   2.6222,  34.7410,2,  34.7408,2,    137.0,2,    138.7,2,   115.45,2,    35.08,2,     0.00,2,     2.51,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.4775,   2.6259,2
  33RR20070322,  I09N,   118,  1,      9,      9,2,20070404,2147,-11.9477,  95.0000, 4147,2184.7000,   2184.7,   2.3089,  34.7369,2,  34.7363,2,    147.8,2,    149.2,2,   117.84,2,    34.60,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.1512,   2.3087,2
  33RR20070322,  I09N,   118,  1,      8,      8,2,20070404,2147,-11.9477,  95.0000, 4147,2435.7000,   2435.7,   2.0425,  34.7339,2,  34.7327,2,    156.7,2,    157.9,2,   120.63,2,    34.17,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.8669,   2.0445,2
  33RR20070322,  I09N,   118,  1,      7,      7,2,20070404,2147,-11.9477,  95.0000, 4147,2688.7000,   2688.7,   1.8238,  34.7305,2,  34.7298,2,    163.9,2,    164.3,2,   123.02,2,    33.97,2,     0.00,2,     2.40,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.6292,   1.8244,2
  33RR20070322,  I09N,   118,  1,      6,      6,2,20070404,2147,-11.9477,  95.0000, 4147,2942.4000,   2942.4,   1.7171,  34.7284,2,  34.7288,2,    168.0,2,    167.2,2,   125.61,2,    33.80,2,     0.00,2,     2.38,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.5008,   1.7164,2
  33RR20070322,  I09N,   118,  1,      5,      5,2,20070404,2147,-11.9477,  95.0000, 4147,3195.8000,   3195.8,   1.5592,  34.7250,2,  34.7241,2,    172.3,2,    171.7,2,   127.23,2,    33.74,2,     0.00,2,     2.37,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.3218,   1.5595,2
  33RR20070322,  I09N,   118,  1,      4,      4,2,20070404,2147,-11.9477,  95.0000, 4147,3447.5000,   3447.5,   1.4649,  34.7227,2,  34.7223,2,    176.6,2,    176.0,2,   127.84,2,    33.58,2,     0.00,2,     2.35,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.2047,   1.4650,2
  33RR20070322,  I09N,   118,  1,      3,      3,2,20070404,2147,-11.9477,  95.0000, 4147,3702.1000,   3702.1,   1.2818,  34.7182,2,  34.7174,2,    184.6,2,    185.1,2,   127.86,2,    33.16,2,     0.00,2,     2.32,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.0002,   1.2818,2
  33RR20070322,  I09N,   118,  1,      2,      2,2,20070404,2147,-11.9477,  95.0000, 4147,3956.4000,   3956.4,   1.1944,  34.7163,2,  34.7164,2,    190.7,2,    190.8,2,   127.10,2,    32.89,2,     0.00,2,     2.29,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.8885,   1.1943,2
  33RR20070322,  I09N,   118,  1,      1,      1,2,20070404,2147,-11.9477,  95.0000, 4147,4189.1000,   4189.1,   1.1723,  34.7152,2,  34.7170,4,    193.4,2,    193.6,2,   126.13,2,    32.89,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9, -999.000,9,   2283.4,6,   2393.6,2,   7.6124,6,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.8419,   1.1713,2
  33RR20070322,  I09N,   119,  1,     36,     38,2,20070405,0427,-11.4208,  94.9990, 5287,   3.5000,      3.5,  28.4239,  33.8140,2,  33.6977,4,    198.4,2,    198.4,2,     2.10,2,     0.06,2,     0.00,2,     0.09,2,    1.539,2,    0.983,2, -999.000,5,   1895.9,6,   2213.1,6,   8.1016,2,    25.00,     70.5,2,     4.17,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   0.0658,2,   0.0434,2,   0.0210,2,   0.0158,2,  -0.0009,4,  -0.0023,4,  -0.0031,4,   0.0145,3,   0.0184,3,  28.4231,  28.4185,2
