SampleID	Cruise	Station	Replicate	Date_Time	Day	Month	Year	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NOx	NH3	PO4	DOC	TOC	PAR	Chlorophyll	DCM	Season	Longhurst_Short	Longhurst_Long
1	S0447	GA10	Station_1	A	2010-10-19T06:14:00	19	10	10	06:14:00	-34.63	17.07	6.1	2624	17.951	35.486	241.268	2.8	0.01	0.605	NA	0.176	NA	NA	NA	0.3	NA	Summer	EAFR	Coastal - E. Africa Coastal Province
2	S0448	GA10	Station_1	A	2010-10-19T06:14:00	19	10	10	06:14:00	-34.63	17.07	21.1	2624	17.915	35.486	241.659	2.712	0.078	0.605	NA	0.185	NA	NA	NA	0.292	NA	Summer	EAFR	Coastal - E. Africa Coastal Province
3	S0449	GA10	Station_1	A	2010-10-19T06:14:00	19	10	10	06:14:00	-34.63	17.07	31.2	2624	17.715	35.478	241.756	2.527	0.078	0.693	NA	0.195	NA	NA	NA	0.425	NA	Summer	EAFR	Coastal - E. Africa Coastal Province
4	S0450	GA10	Station_1	A	2010-10-19T06:14:00	19	10	10	06:14:00	-34.63	17.07	40.8	2624	17.681	35.478	240.488	2.702	0.098	0.829	NA	0.215	NA	NA	NA	0.427	NA	Summer	EAFR	Coastal - E. Africa Coastal Province
5	S0451	GA10	Station_1	A	2010-10-19T06:14:00	19	10	10	06:14:00	-34.63	17.07	51.4	2624	17.537	35.476	238.927	3.015	0.107	1.034	NA	0.244	NA	NA	NA	0.31	NA	Summer	EAFR	Coastal - E. Africa Coastal Province
6	S0452	GA10	Station_1	A	2010-10-19T06:14:00	19	10	10	06:14:00	-34.629	17.07	60.9	2624	17.025	35.44	232.195	4.029	0.127	2.546	NA	0.341	NA	NA	NA	0	NA	Summer	EAFR	Coastal - E. Africa Coastal Province
7	S0453	GA10	Station_2	A	2010-10-20T10:08:00	20	10	10	10:08:00	-35.367	14.906	6.4	4690	17.944	35.581	237.951	2.654	0.166	0.927	NA	0.166	NA	NA	NA	0.347	NA	Summer	BENG	Coastal - Benguela Current Coastal Province
8	S0454	GA10	Station_2	A	2010-10-20T10:08:00	20	10	10	10:08:00	-35.367	14.906	21.3	4690	17.941	35.58	237.854	2.634	0.176	0.985	NA	0.185	NA	NA	NA	0.311	NA	Summer	BENG	Coastal - Benguela Current Coastal Province
9	S0455	GA10	Station_2	A	2010-10-20T10:08:00	20	10	10	10:08:00	-35.367	14.906	51.1	4690	17.944	35.581	237.366	2.693	0.185	1.073	NA	0.185	NA	NA	NA	0.345	NA	Summer	BENG	Coastal - Benguela Current Coastal Province
10	S0459	GA10	Station_3	A	2010-10-23T03:39:00	23	10	10	03:39:00	-36.485	13.276	10	4911	13.001	35.076	258.244	2.312	0.146	3.902	NA	0.449	NA	NA	NA	0.151	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
11	S0460	GA10	Station_3	A	2010-10-23T03:39:00	23	10	10	03:39:00	-36.485	13.276	21.1	4911	13	35.075	258.732	2.429	0.146	3.98	NA	0.459	NA	NA	NA	0.146	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
12	S0461	GA10	Station_3	A	2010-10-23T03:39:00	23	10	10	03:39:00	-36.485	13.276	50.2	4911	12.624	34.996	261.463	2.341	0.137	4.293	NA	0.478	NA	NA	NA	0.321	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
13	S0462	GA10	Station_3	A	2010-10-23T03:39:00	23	10	10	03:39:00	-36.485	13.276	59.8	4911	12.478	34.965	261.854	2.322	0.137	4.478	NA	0.488	NA	NA	NA	NA	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
14	S0463	GA10	Station_3	A	2010-10-23T03:39:00	23	10	10	03:39:00	-36.485	13.276	81.5	4911	12.05	34.922	249.463	3.054	0.137	7.551	NA	0.663	NA	NA	NA	0.279	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
15	S0464	GA10	Station_3	A	2010-10-23T03:39:00	23	10	10	03:39:00	-36.485	13.276	101	4911	11.085	34.728	260.683	2.673	0.224	7.834	NA	0.693	NA	NA	NA	0	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
16	S0465	GA10	Station_4	A	2010-10-26T06:22:00	26	10	10	06:22:00	-38.425	10.089	6.5	5149	11.78	34.838	266.342	1.717	0.127	5.141	NA	0.517	NA	NA	NA	0.268	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
17	S0466	GA10	Station_4	A	2010-10-26T06:22:00	26	10	10	06:22:00	-38.425	10.089	21.4	5149	11.782	34.839	266.049	1.707	0.127	5.18	NA	0.527	NA	NA	NA	0.306	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
18	S0467	GA10	Station_4	A	2010-10-26T06:22:00	26	10	10	06:22:00	-38.425	10.089	42.2	5149	11.781	34.842	263.902	1.737	0.127	5.278	NA	0.527	NA	NA	NA	0.249	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
19	S0468	GA10	Station_4	A	2010-10-26T06:22:00	26	10	10	06:22:00	-38.425	10.089	52.1	5149	11.779	34.842	263.707	1.746	0.127	5.327	NA	0.527	NA	NA	NA	0.22	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
20	S0469	GA10	Station_4	A	2010-10-26T06:22:00	26	10	10	06:22:00	-38.425	10.089	62	5149	11.779	34.841	264	1.727	0.127	5.307	NA	0.537	NA	NA	NA	0.229	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
21	S0470	GA10	Station_4	A	2010-10-26T06:22:00	26	10	10	06:22:00	-38.425	10.089	101.9	5149	11.753	34.84	261.756	1.766	0.146	5.522	NA	0.546	NA	NA	NA	0.141	NA	Summer	SATL	Trades - South Atlantic Gyral Province (SATG)
