SampleID	Cruise	Station	Replicate	Date_Time	Day	Month	Year	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NOx	NH3	PO4	DOC	TOC	PAR	Chlorophyll	DCM	Season	Longhurst_Short	Longhurst_Long
47	P15S-2016-12836	P15S	Station_5	A	2016-6-20T01:47:00	20	6	16	01:47:00	-6	-168.75	5.6	5685	30.46	34.9	192	0.6	0	0.02	0.02	0.14	NA	NA	NA	NA	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
48	P15S-2016-12836	P15S	Station_5	A	2016-6-20T01:47:00	20	6	16	01:47:00	-6	-168.75	5.6	5685	30.46	34.9	192	0.6	0	0.02	0.02	0.14	NA	NA	NA	NA	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
49	P15S-2016-13433	P15S	Station_6	A	2016-6-22T17:21:00	22	6	16	17:21:00	-3	-168.75	81	5431	29.64	35.57	177.7	1.37	0.27	1.55	0.29	0.43	NA	NA	NA	0.15	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
50	P15S-2016-13433	P15S	Station_6	A	2016-6-22T17:21:00	22	6	16	17:21:00	-3	-168.75	81	5431	29.64	35.57	177.7	1.37	0.27	1.55	0.29	0.43	NA	NA	NA	0.15	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
51	P15S-2016-13434	P15S	Station_6	A	2016-6-22T17:21:00	22	6	16	17:21:00	-3	-168.75	40.8	5431	29.97	34.84	193.2	0.69	0.01	0.02	NA	0.18	NA	NA	NA	0.15	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
52	P15S-2016-13434	P15S	Station_6	A	2016-6-22T17:21:00	22	6	16	17:21:00	-3	-168.75	40.8	5431	29.97	34.84	193.2	0.69	0.01	0.02	NA	0.18	NA	NA	NA	0.15	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
53	P15S-2016-13435	P15S	Station_6	A	2016-6-22T17:21:00	22	6	16	17:21:00	-3	-168.75	20.1	5431	29.97	34.84	194.1	0.71	0.01	0.02	NA	0.19	NA	NA	NA	0.15	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
54	P15S-2016-13435	P15S	Station_6	A	2016-6-22T17:21:00	22	6	16	17:21:00	-3	-168.75	20.1	5431	29.97	34.84	194.1	0.71	0.01	0.02	NA	0.19	NA	NA	NA	0.15	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
55	P15S-2016-13701	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	6015.1	5926	1.35	34.71	195.9	122.32	0	32.46	NA	2.23	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
56	P15S-2016-13701	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	6015.1	5926	1.35	34.71	195.9	122.32	0	32.46	NA	2.23	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
57	P15S-2016-13713	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	2061.1	5926	2.21	34.64	112.4	136.81	0.01	37.85	NA	2.68	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
58	P15S-2016-13713	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	2061.1	5926	2.21	34.64	112.4	136.81	0.01	37.85	NA	2.68	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
59	P15S-2016-13720	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	966.5	5926	4.51	34.55	89.1	83.5	0.01	38.26	NA	2.74	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
60	P15S-2016-13720	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	966.5	5926	4.51	34.55	89.1	83.5	0.01	38.26	NA	2.74	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
61	P15S-2016-13725	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	465.4	5926	8.36	34.64	64.8	34.4	0.01	35.03	NA	2.44	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
62	P15S-2016-13725	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	465.4	5926	8.36	34.64	64.8	34.4	0.01	35.03	NA	2.44	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
63	P15S-2016-13733	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	66.9	5926	28.49	35.45	179.2	0.67	0.76	2.88	NA	0.49	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
64	P15S-2016-13733	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	66.9	5926	28.49	35.45	179.2	0.67	0.76	2.88	NA	0.49	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
65	P15S-2016-13734	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	39.9	5926	29.06	35.32	196.9	0.25	0.11	1.29	NA	0.3	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
66	P15S-2016-13734	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	39.9	5926	29.06	35.32	196.9	0.25	0.11	1.29	NA	0.3	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
67	P15S-2016-13735	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	20.5	5926	29.06	35.32	197.4	0.25	0.09	1.22	NA	0.29	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
68	P15S-2016-13735	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	20.5	5926	29.06	35.32	197.4	0.25	0.09	1.22	NA	0.29	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
69	P15S-2016-13736	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	7	5926	29.05	35.32	197.3	0.26	0.09	1.19	0.06	0.29	NA	NA	NA	0.16	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
70	P15S-2016-13736	P15S	Station_6	A	2016-6-23T12:28:00	23	6	16	12:28:00	-1.5	-168.75	7	5926	29.05	35.32	197.3	0.26	0.09	1.19	0.06	0.29	NA	NA	NA	0.16	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
71	P15S-2016-14033	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	65.2	5561	27.07	35.17	159.1	2.93	0.47	5.31	0.16	0.52	NA	NA	NA	0.2	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
72	P15S-2016-14033	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	65.2	5561	27.07	35.17	159.1	2.93	0.47	5.31	0.16	0.52	NA	NA	NA	0.2	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
73	P15S-2016-14034	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	39.4	5561	28.06	35.23	182.4	2.03	0.43	2.74	NA	0.39	NA	NA	NA	0.2	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
74	P15S-2016-14034	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	39.4	5561	28.06	35.23	182.4	2.03	0.43	2.74	NA	0.39	NA	NA	NA	0.2	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
75	P15S-2016-14035	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	19	5561	28.11	35.24	186.8	1.94	0.4	2.44	NA	0.37	NA	NA	NA	0.2	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
76	P15S-2016-14035	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	19	5561	28.11	35.24	186.8	1.94	0.4	2.44	NA	0.37	NA	NA	NA	0.2	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
77	P15S-2016-14036	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	5.9	5561	28.1	35.24	187.1	1.93	0.4	2.35	0.11	0.36	NA	NA	NA	0.2	NA	Summer	PEQD	Trades - Pacific Equatorial Divergence Province
78	P15S-2016-14036	P15S	Station_7	A	2016-6-24T09:05:00	24	6	16	09:05:00	0	-168.74	5.9	5561	28.1	35.24	187.1	1.93	0.4	2.35	0.11	0.36	NA	NA	NA	0.2	NA	Winter	PEQD	Trades - Pacific Equatorial Divergence Province
79	P15S-2016-1501	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	3880	3939	0.87	34.71	205.8	121.04	0	32.18	NA	2.24	NA	NA	NA	NA	NA	Summer	ANTA	Polar - Antarctic Province
80	P15S-2016-1501	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	3880	3939	0.87	34.71	205.8	121.04	0	32.18	NA	2.24	NA	NA	NA	NA	NA	Autumn	ANTA	Polar - Antarctic Province
81	P15S-2016-1510	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	2085	3939	1.57	34.74	196.1	97.95	0	31.15	NA	2.16	NA	NA	NA	NA	NA	Summer	ANTA	Polar - Antarctic Province
82	P15S-2016-1510	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	2085	3939	1.57	34.74	196.1	97.95	0	31.15	NA	2.16	NA	NA	NA	NA	NA	Autumn	ANTA	Polar - Antarctic Province
83	P15S-2016-1518	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	1035	3939	2.33	34.65	175.9	77.41	0	32.92	NA	2.27	NA	NA	NA	NA	NA	Summer	ANTA	Polar - Antarctic Province
84	P15S-2016-1518	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	1035	3939	2.33	34.65	175.9	77.41	0	32.92	NA	2.27	NA	NA	NA	NA	NA	Autumn	ANTA	Polar - Antarctic Province
85	P15S-2016-1523	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	535	3939	2.47	34.4	193	58.63	0	34.43	NA	2.37	NA	NA	NA	NA	NA	Summer	ANTA	Polar - Antarctic Province
86	P15S-2016-1523	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	535	3939	2.47	34.4	193	58.63	0	34.43	NA	2.37	NA	NA	NA	NA	NA	Autumn	ANTA	Polar - Antarctic Province
87	P15S-2016-1531	P15S	Station_8	A	2016-5-11T15:21:00	11	5	16	15:21:00	-60	-170.02	132.6	3827	2.21	33.94	319.1	17.03	0.25	27.37	NA	1.91	NA	NA	NA	NA	NA	Summer	ANTA	Polar - Antarctic Province
88	P15S-2016-1531	P15S	Station_8	A	2016-5-11T15:21:00	11	5	16	15:21:00	-60	-170.02	132.6	3827	2.21	33.94	319.1	17.03	0.25	27.37	NA	1.91	NA	NA	NA	NA	NA	Autumn	ANTA	Polar - Antarctic Province
89	P15S-2016-1534	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	60	3939	2.26	33.92	320.1	15.82	0.27	27.14	NA	1.9	NA	NA	NA	NA	NA	Summer	ANTA	Polar - Antarctic Province
90	P15S-2016-1534	P15S	Station_8	A	2016-5-11T00:50:00	11	5	16	00:50:00	-60	-170	60	3939	2.26	33.92	320.1	15.82	0.27	27.14	NA	1.9	NA	NA	NA	NA	NA	Autumn	ANTA	Polar - Antarctic Province
